TAGS,LEVEL,OMIT,NAME,LONGNAME,SEX,INCLUDE,PRE_CONDITIONS,CONDITIONS,OUTPAT_ICD,HD_MAINONLY,HD_ICD_10,HD_ICD_9,HD_ICD_8,HD_ICD_10_EXCL,HD_ICD_9_EXCL,HD_ICD_8_EXCL,COD_MAINONLY,COD_ICD_10,COD_ICD_9,COD_ICD_8,COD_ICD_10_EXCL,COD_ICD_9_EXCL,COD_ICD_8_EXCL,OPER_NOM,OPER_HL,OPER_HP1,OPER_HP2,KELA_REIMB,KELA_REIMB_ICD,KELA_ATC_NEEDOTHER,KELA_ATC,KELA_VNRO_NEEDOTHER,KELA_VNRO,CANC_TOPO,CANC_TOPO_EXCL,CANC_MORPH,CANC_MORPH_EXCL,CANC_BEHAV,Special
"#G6,#GASTRO_CM",3,,G6_REYE,Reye syndrome,,,,,,,G937,$!$,$!$,,,,,G937,$!$,$!$,,,,,,,,,,,,,,,,,,,
"#G6,#GASTRO_CM",3,,G6_DISBROTHUNS,"Disorders of brain, other and unspecified",,,,,,,G93[8-9]|G948,348[8-9],3479[8-9],,,,,G93[8-9]|G948,348[8-9],3479[8-9],,,,,,,,,,,,,,,,,,,
"#G6,#GASTRO_CM",3,,G6_SPINOTH,Other diseases of spinal cord,,,,,,,G95,336,349,,,,,G95,336,349,,,,,,,,,,,,,,,,,,,
"#G6,#GASTRO_CM",3,,G6_CNSOTH,Other disorders of central nervous system,,,,,,,G96,3498A|3492|3499,,,,,,G96,3498A|3492|3499,,,,,,,,,,,,,,,,,,,,
"#G6,#GASTRO_CM",3,,G6_POSTOPNEURO,Postprocedural disorders of nervous system,,,,,,,G97,3490|9970,$!$,,,,,G97,3490|9970,$!$,,,,,,,,,,,,,,,,,,,
"#G6,#GASTRO_CM",3,,G6_NEUROOTH,Other disorders of nervous system,,,,,,,G98|G99,$!$,$!$,,,,,G98|G99,$!$,$!$,,,,,,,,,,,,,,,,,,,
"#G6,#GASTRO_CM,#NEURO",,,G6_INTRACRATRAUMA,Intracranial trauma,,G6_CONCUS|G6_TRAUMCOEDMA|G6_DIFBRAININJ|G6_FOCALBRAININJ|G6_EDHTRAU|G6_SDHTRAU|G6_SAHTRAU|G6_ICD8HEM|G6_ICTRAUCOMA|G6_ICTRAUOTHUNS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#G6,#GASTRO_CM,#NEURO",,,G6_CONCUS,Concussion,,,,,,,S060,850,850,,,,,S060,850,850,,,,,,,,,,,,,,,,,,,
"#G6,#GASTRO_CM,#NEURO",,,G6_TRAUMCOEDMA,Traumatic cerebral oedema,,,,,,,S061,$!$,$!$,,,,,S061,$!$,$!$,,,,,,,,,,,,,,,,,,,
"#G6,#GASTRO_CM,#NEURO",,,G6_DIFBRAININJ,Diffuse brain injury,,,,,,,S062,$!$,$!$,,,,,S062,$!$,$!$,,,,,,,,,,,,,,,,,,,
"#G6,#GASTRO_CM,#NEURO",,,G6_FOCALBRAININJ,Focal brain injury,,,,,,,S063,851,851,,,,,S063,851,851,,,,,,,,,,,,,,,,,,,
"#G6,#GASTRO_CM,#NEURO",,,G6_EDHTRAU,Epidural haemorrhage,,,,,,,S064,852[4-5],$!$,,,,,S064,852[4-5],$!$,,,,,,,,,,,,,,,,,,,
"#G6,#GASTRO_CM,#NEURO",,,G6_SDHTRAU,Traumatic subdural haemorrhage,,,,,,,S065,852[2-3],$!$,,,,,S065,852[2-3],$!$,,,,,,,,,,,,,,,,,,,
"#G6,#GASTRO_CM,#NEURO",,,G6_SAHTRAU,Traumatic subarachnoid haemorrhage,,,,,,,S066,852[0-1],$!$,,,,,S066,852[0-1],$!$,,,,,,,,,,,,,,,,,,,
"#G6,#GASTRO_CM,#NEURO",,,G6_ICD8HEM,"ICD 8 haemorrhage (epidural, subarachnoid, subduralis)",,,,,,,$!$,$!$,852,,,,,$!$,$!$,852,,,,,,,,,,,,,,,,,,,
"#G6,#GASTRO_CM,#NEURO",,,G6_ICTRAUCOMA,Intracranial injury with prolonged coma,,,,,,,S067,$!$,$!$,,,,,S067,$!$,$!$,,,,,,,,,,,,,,,,,,,
"#G6,#GASTRO_CM,#NEURO",,,G6_ICTRAUOTHUNS,Other and unspecified intracranial injuries,,,,,,,S06[8-9],853,853|854,,,,,S06[8-9],853,853|854,,,,,,,,,,,,,,,,,,,
"#G6,#GASTRO_CM",3,,G6_TIA,Transient ischemic attack,,,,,,,G45,435,435,G454,,,,G45,435,435,G454,,,,,,,,,,,,,,,,,,
"#I9,#GASTRO_CM",,,I9_CEREBATHER,Cerebral atherosclerosis,,,,,,,I672,4370,437,,,,,I672,4370,437,,,,,,,,,,,,,,,,,,,
"#I9,#GASTRO_CM",,,I9_VASCDEM,Vascular dementia,,,,,,,F01,$!$,$!$,,,,,F01,$!$,$!$,,,,,,,,,,,,,,,,,,,
"#I9,#GASTRO_CM",,,I9_VASCSYND,Vascular syndromes of brain in cerebrovascular disorders,,,,,,,G46,$!$,$!$,,,,,G46,$!$,$!$,,,,,,,,,,,,,,,,,,,
#GASTRO_CM,,,IBD_ENDOMETRIOSIS,"Endometriosis, IBD co-morbidity",,ENDOMETRIOSIS_UTERUS|ENDOMETRIOSIS_OVARY|ENDOMETRIOSIS_FALLOBIAN_TUBE|ENDOMETRIOSIS_PELVICPERITONEUM|ENDOMETRIOSIS_RECTPVAGSEPT_VAGINA|EMDOMETRIOSIS_INTESTINE|ENDOMETRIOSIS_SKIN_SCAR|ENDOMETRIOSIS_NOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#GASTRO_CM,,,ENDOMETRIOSIS_UTERUS,Endometriosis of uterus,,,,,,,N800,6170,62533,,,,,N800,6170,62533,,,,,,,,,,,,,,,,,,,
#GASTRO_CM,,,ENDOMETRIOSIS_OVARY,Endometriosis of ovary,,,,,,,N801,6171,62530,,,,,N801,6171,62530,,,,,,,,,,,,,,,,,,,
#GASTRO_CM,,,ENDOMETRIOSIS_FALLOBIAN_TUBE,Endometriosis of fallopian tube,,,,,,,N802,6172,$!$,,,,,N802,6172,$!$,,,,,,,,,,,,,,,,,,,
#GASTRO_CM,,,ENDOMETRIOSIS_PELVICPERITONEUM,Endometriosis of pelvic peritoneum,,,,,,,N803,6173,62531,,,,,N803,6173,62531,,,,,,,,,,,,,,,,,,,
#GASTRO_CM,,,ENDOMETRIOSIS_RECTPVAGSEPT_VAGINA,Endometriosis of rectovaginal septum and vagina,,,,,,,N804,6174,62532,,,,,N804,6174,62532,,,,,,,,,,,,,,,,,,,
#GASTRO_CM,,,EMDOMETRIOSIS_INTESTINE,Endometriosis of intestine,,,,,,,N805,6175,$!$,,,,,N805,6175,$!$,,,,,,,,,,,,,,,,,,,
#GASTRO_CM,,,ENDOMETRIOSIS_SKIN_SCAR,Endometriosis in cutaneous scar,,,,,,,N806,6176,$!$,,,,,N806,6176,$!$,,,,,,,,,,,,,,,,,,,
#GASTRO_CM,,,ENDOMETRIOSIS_NOS,Unsepcified/other endometriosis,,,,,,,N80[8-9],617[8-9],6253[8-9],,,,,N80[8-9],617[8-9],6253[8-9],,,,,,,,,,,,,,,,,,,
#GASTRO_CM,,,IBD_INFECTIONS,"Infections, IBD-co-morbidities",,IBD_BACT_INTEST_INFECTIONS|IBD_CMV|IBD_TUBERCULOSIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#GASTRO_CM,,,IBD_BACT_INTEST_INFECTIONS,"Bacterial intestinal infections, IBD co-morbidities",,ENTEROPATH_E_COLI|EHEC|CAMPYLOENTERITIS|YERSINIAENTERITIS|C_DIFFICILE_ENTEROCOLITIS|BACT_INTEST_INFECTION_NOS,,,,,A04,,,,,,,A04,,,,,,,,,,,,,,,,,,,,,
#GASTRO_CM,,,ENTEROPATH_E_COLI,Enteropathogenic Escherichia coli infection,,,,,,,A040,$!$,$!$,,,,,A040,$!$,$!$,,,,,,,,,,,,,,,,,,,
#GASTRO_CM,,,EHEC,Enterohaemorrhagic Escherichia coli infection,,,,,,,A043,$!$,$!$,,,,,A043,$!$,$!$,,,,,,,,,,,,,,,,,,,
#GASTRO_CM,,,CAMPYLOENTERITIS,Campylobacter enteritis,,,,,,,A045,0084E,$!$,,,,,A045,0084E,$!$,,,,,,,,,,,,,,,,,,,
#GASTRO_CM,,,YERSINIAENTERITIS,Ynteritis due to Yersinia enterocolitica,,,,,,,A046,0084D,$!$,,,,,A046,0084D,$!$,,,,,,,,,,,,,,,,,,,
#GASTRO_CM,,,C_DIFFICILE_ENTEROCOLITIS,Enterocolitis due to Clostridium difficile,,,,,,,A047,0084F,$!$,,,,,A047,0084F,$!$,,,,,,,,,,,,,,,,,,,
#GASTRO_CM,,,BACT_INTEST_INFECTION_NOS,Other specified/unspecified bacterial intestinal infections,,,,,,,A04[8-9],0085X,008[2-3],,,,,A04[8-9],0085X,008[2-3],,,,,,,,,,,,,,,,,,,
#GASTRO_CM,,,IBD_CMV,"Cytomegalovirus infection, IBD co-morbidity",,CMV_PNEUMONIA|CMV_HEPATITIS|CMV_PANCREATITIS|CMV_NOS,,,,,B25,,,,,,,B25,,,,,,,,,,,,,,,,,,,,,
#GASTRO_CM,,,CMV_PNEUMONIA,Cytomegaloviral pneumonitis,,,,,,,B250,0785C,$!$,,,,,B250,0785C,$!$,,,,,,,,,,,,,,,,,,,
#GASTRO_CM,,,CMV_HEPATITIS,Cytomegaloviral hepatitis,,,,,,,B251,0785B,$!$,,,,,B251,0785B,$!$,,,,,,,,,,,,,,,,,,,
#GASTRO_CM,,,CMV_PANCREATITIS,Cytomegaloviral pancreatitis,,,,,,,B252,$!$,$!$,,,,,B252,$!$,$!$,,,,,,,,,,,,,,,,,,,
#GASTRO_CM,,,CMV_NOS,Other/unspecified cytomegaloviral diseases,,,,,,,B25[8-9],0785X,0795,,,,,B25[8-9],0785X,0795,,,,,,,,,,,,,,,,,,,
#GASTRO_CM,,,IBD_TUBERCULOSIS,"Tuberculosis, IBD comorbidity",,TBC_RESP|TBC_NEURO|TBC_OTHER_ORGANS|TBC_MILIARY,,,,,A1[5-9],,,,,,,A1[5-9],,,,,,,,,,,,,,,,,,,,,
#GASTRO_CM,,,TBC_RESP,Respiratory tuberculosis,,TBC_RESP_ICD8|TBC_RESP_HISTOBACT|TBC_RESP_CLIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#GASTRO_CM,,,TBC_RESP_ICD8,"Respiratory TBC, ICD-8 codes not specifying whether confirmed bacteriologically or histologically",,,,,,,$!$,$!$,011|012,,,,,$!$,$!$,011|012,,,,,,,,,,,,,,,,,,,
#GASTRO_CM,,,TBC_RESP_HISTOBACT,"Respiratory tuberculosis, bacteriologically and histologically confirmed",,,,,,,A15,011.[A|B]|012.[A|B],,,,,,A15,011.[A|B]|012.[A|B],,,,,,,,,,,,,,,,,,,,
#GASTRO_CM,,,TBC_RESP_CLIN,"Respiratory tuberculosis, not confirmed bacteriologically or histologically",,,,,,,A16,011.X|012.X,,,,,,A16,011.X|012.X,,,,,,,,,,,,,,,,,,,,
#GASTRO_CM,,,TBC_NEURO,Tuberculosis of nervous system,,,,,,,A17,013,013,,,,,A17,013,013,,,,,,,,,,,,,,,,,,,
#GASTRO_CM,,,TBC_OTHER_ORGANS,Tuberculosis of other organs,,,,,,,A18,01[4-7],01[4-7],,,,,A18,01[4-7],01[4-7],,,,,,,,,,,,,,,,,,,
#GASTRO_CM,,,TBC_MILIARY,Miliary tuberculosis,,,,,,,A19,018,018,,,,,A19,018,018,,,,,,,,,,,,,,,,,,,
#GASTRO_CM,,,IBD_PULM,"Respiratory diseases principally affecting the interstitium, IBD co-morbidites",,J10_PULMEOS|J10_OTHERINSTPULM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#J10,#GASTRO,#RHEUMA_CM",3,,J10_OTHERINSTPULM,Other insterstitial pulmonary diseases,,,,,,,J84,515|516,48499|51701,,,,,J84,515|516,48499|51701,,,,,,,,,,,,,,,,,,,
#GASTRO_CM,,,THYROID_DISORDER_IBD,"Disorders of thyroid, IBD co-morbidities",,THYROTOXICOSIS|THYROIDITIS|DIS_THYROID_OTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#GASTRO_CM,,,THYROTOXICOSIS,Thyrotoxicosis,,E4_THYTOXGOITDIF|E4_THYTOXNOD|E4_THYTOXGOITMULT|E4_THYTOXECT|E4_THYTOXFAC|E4_THYCRISIS|E4_THYTOXNAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#GASTRO,,,THYROIDITIS,Thyroiditis,,E4_THYROIDITACU|E4_THYROIDITSUBAC|E4_THYROIDITCHRON|E4_THYROIDITAUTOIM|E4_THYROIDITDRUG|E4_THYROIDITNAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#GASTRO_CM,,,DIS_THYROID_OTH,Other disorders of thyroid,,E4_HYPERSECCAL|E4_GOITREDYS|E4_THYROIDNASOTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#GASTRO_CM,,,DM_IBD,"Diabetes 1 & 2, IBD co-morbidity",,E4_DM1|E4_DM2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#M13,#GASTRO_CM",1,,M13_MUSCULOSKELETAL,Diseases of the musculoskeletal system and connective tissue,,M13_ARTHROPATHIES|M13_SYSTCONNECT|M13_DORSOPATHY|M13_SOFTTISSUE|M13_OSTEOCHONDRO|M13_MUSCULOSKELEOTH,,,,,M,,,,,,,M,,,,,,,,,,,,,,,,,,,,,
"#M13,#GASTRO_CM",2,,M13_ARTHROPATHIES,Arthropathies,,M13_PYOGARTH|M13_REACTARTH|M13_POLYARTHROPATHIES|M13_ARTHROSIS|M13_OTHERJOINT,,,,,M[0-2],,,,,,,M[0-2],,,,,,,,,,,,,,,,,,,,,
"#M13,#GASTRO_CM",3,,M13_PYOGARTH,Pyogenic arthritis,,,,,,,M0[0-1],7110|7119,710,,,,,M0[0-1],7110|7119,710,,,,,,,,,,,,,,,,,,,
"#M13,#GASTRO_CM,#RHEUMA",3,,M13_REACTARTH,Reactive arthropathies,,,,,,,M0[2-3],7111|7115|7118|713,71490,,,,,M0[2-3],7111|7115|7118|713,71490,,,,,,,,,,,,,,,,,,,
"#M13,#GASTRO_CM",3,,M13_POLYARTHROPATHIES,Polyarthropathies,,M13_RHEUMA|M13_PSORIARTH|M13_ENTEROARTHR|M13_JUVERHEU|M13_JUVEARTH|M13_GOUT|M13_CRYSTALARTH|M13_POSTRHEU|M13_KASHINBECK|M13_VILLONODULAR|M13_PALINDROMIC|M13_INTERHYDRARTHR|M13_TRAUMARTHR|M13_OTERSPECARTHR|M13_POLYARTHRITIS|M13_MONOARTHRITIS|M13_ARTHRITISNAS|M13_ARTHINOTH,,,,,M0[5-9]|M1[0-4],,,,,,,M0[5-9]|M1[0-4],,,,,,,,,,,,,,,,,,,,,
"#M13,#GASTRO_CM,#ILD_CM,#RHEUMA",4,,M13_PSORIARTH,Psoriatic arthropathies,,,,,,,M07[0-3],6960,6960,,,,,M07[0-3],6960,6960,,,,,,,,,,,,,,,,,,,
"#M13,#GASTRO_CM,#RHEUMA",4,,M13_ENTEROARTHR,Enteropathic arthropathies,,,,,,,M07[4-6],7113,$!$,,,,,M07[4-6],7113,$!$,,,,,,,,,,,,,,,,,,,
"#M13,#GASTRO_CM,#RHEUMA",4,,M13_JUVERHEU,Juvenile rheuma,,,,,,,M080,7143A,7120,,,,,M080,7143A,7120,,,,,,,,,,,,,,,,,,,
"#M13,#GASTRO_CM,#RHEUMA",4,,M13_JUVEARTH,Other juvenile arthritis,,,,,,,M08|M09,7143,$!$,M080,7143A,,,M08|M09,7143,$!$,M080,7143A,,,,,,,,,,,,,,,,,
"#M13,#GASTRO_CM,#RHEUMA",4,,M13_GOUT,Gout,,,,,,,M10,2740,2740,,,,,M10,2740,2740,,,,,,,,212,,,,,,,,,,,
"#M13,#GASTRO_CM",4,,M13_CRYSTALARTH,Other crystal arthropathies,,,,,,,M11,712,$!$,,,,,M11,712,$!$,,,,,,,,,,,,,,,,,,,
"#M13,#GASTRO_CM,#RHEUMA",4,,M13_POSTRHEU,Chronic postrheumatic arthropathy [Jaccoud],,,,,,,M120,$!$,7125,,,,,M120,$!$,7125,,,,,,,,,,,,,,,,,,,
"#M13,#GASTRO_CM",4,,M13_KASHINBECK,Kaschin-Beck disease,,,,,,,M121,$!$,$!$,,,,,M121,$!$,$!$,,,,,,,,,,,,,,,,,,,
"#M13,#GASTRO_CM,#RHEUMA",4,,M13_VILLONODULAR,Villonodular synovitis (pigmented),,,,,,,M122,7192,$!$,,,,,M122,7192,$!$,,,,,,,,,,,,,,,,,,,
"#M13,#GASTRO_CM,#RHEUMA",4,,M13_PALINDROMIC,Palindromic rheumatism,,,,,,,M123,$!$,71220,,,,,M123,$!$,71220,,,,,,,,,,,,,,,,,,,
"#M13,#GASTRO_CM",4,,M13_INTERHYDRARTHR,Intermittent hydrarthrosis,,,,,,,M124,7193,$!$,,,,,M124,7193,$!$,,,,,,,,,,,,,,,,,,,
"#M13,#GASTRO_CM,#RHEUMA",4,,M13_TRAUMARTHR,Traumatic arthropathy,,,,,,,M125,$!$,71320,,,,,M125,$!$,71320,,,,,,,,,,,,,,,,,,,
"#M13,#GASTRO_CM,#RHEUMA",4,,M13_OTERSPECARTHR,Other specific arthropathies,,,,,,,M128,7164,$!$,,,,,M128,7164,$!$,,,,,,,,,,,,,,,,,,,
"#M13,#GASTRO_CM,#RHEUMA",4,,M13_POLYARTHRITIS,"Polyarthritis, unspecified",,,,,,,M130,7165,71107|71493,,,,,M130,7165,71107|71493,,,,,,,,,,,,,,,,,,,
"#M13,#GASTRO_CM,#RHEUMA",4,,M13_MONOARTHRITIS,"Monoarthritis, not elsewhere classified",,,,,,,M131,7166,711,,,7110[8-9],,M131,7166,711,,,7110[8-9],,,,,,,,,,,,,,,,
"#M13,#GASTRO_CM,#RHEUMA",4,,M13_ARTHRITISNAS,Ohter specific/unspecified arthritis,,,,,,,M13[8-9],7169,7110[8-9]|71498,,,,,M13[8-9],7169,7110[8-9],,,,,,,,,,,,,,,,,,,
"#M13,#GASTRO_CM",4,,M13_ARTHINOTH,Arthropathies in other diseases classified elsewhere,,,,,,,M14,$!$,$!$,,,,,M14,$!$,$!$,,,,,,,,,,,,,,,,,,,
"#M13,#GASTRO_CM",3,,M13_ARTHROSIS,Arthrosis,,M13_ARTHROSIS_POLY|M13_ARTHTROSIS_COX|M13_ARTHROSIS_KNEE|M13_ARTHROSIS_OTH,,,,,M1[5-9],,,,,,,M1[5-9],,,,,,,,,,,,,,,,,,,,,
"#M13,#GASTRO_CM",4,,M13_ARTHROSIS_POLY,Polyarhtrosis,,,,,,,M15,7151L|7152L,71303,,,,,M15,7151L|7152L,71303,,,,,,,,,,,,,,,,,,,
"#M13,#GASTRO_CM,#RHEUMA",4,,M13_ARTHTROSIS_COX,Coxarthrosis,,,,,,,M16,7151E|7152E,71300,,,,,M16,7151E|7152E,71300,,,,,,,,,,,,,,,,,,,
"#M13,#GASTRO_CM,#RHEUMA",4,,M13_ARTHROSIS_KNEE,Gonarthrosis,,,,,,,M17,7151F|7152F,71301,,,,,M17,7151F|7152F,71301,,,,,,,,,,,,,,,,,,,
"#M13,#GASTRO_CM",4,,M13_ARTHROSIS_OTH,Other arthrosis,,,,,,,M19|M18,7151|7152,713,,7151L|7151E|7151F|7152L|7152E|7152F,7130[0-1]|71303|7131,,M19|M18,7151|7152,713,,7151L|7151E|7151F|7152L|7152E|7152F,7130[0-1]|71303,,,,,,,,,,,,,,,,
"#M13,#GASTRO_CM",3,,M13_OTHERJOINT,Other joint disorders,,M13_FINGERDEFORM|M13_HALLUXVALGUS|M13_HALLUXRIGIDUS|M13_HALLUDEFORMOTH|M13_HAMMERTOE|M13_TOEDEFORMOTH|M13_VALGUS|M13_VARUS|M13_FLEXION|M13_WRISTFOOTDROP|M13_FLATFOOT|M13_CLAWCLUBHANDFOOT|M13_ANKLEFOOT|M13_LIMBLENGTH|M13_LIMBDEFORM|M13_PATELLADISLOCATIO|M13_PATELLAOTH|M13_MENISCUSDERANGEMENTS|M13_KNEEDERANGEMENTS|M13_LOOSEJOINT|M13_CARTILAGE|M13_PATHODISLOCATIO|M13_RECUDISLOCATIO|M13_CONTRACTUREJOINT|M13_ANKYLOSISJOINT|M13_PROTRUSIOACETABULI|M13_JOINTOTH,,,,,M2[0-5],,,,,,,M2[0-5],,,,,,,,,,,,,,,,,,,,,
"#M13,#GASTRO_CM",4,,M13_FINGERDEFORM,Deformity of finger(s),,,,,,,M200,7362,$!$,,,,,M200,7362,$!$,,,,,,,,,,,,,,,,,,,
"#M13,#GASTRO_CM",4,,M13_HALLUXVALGUS,Hallux valgus (acquired),,,,,,,M201,7350|7271,737|73099,,,,,M201,7350|7271,737,,,,,,,,,,,,,,,,,,,
"#M13,#GASTRO_CM",4,,M13_HALLUXRIGIDUS,Hallux rigidus,,,,,,,M202,7352,73804,,,,,M202,7352,73804,,,,,,,,,,,,,,,,,,,
"#M13,#GASTRO_CM",4,,M13_HALLUDEFORMOTH,Other deformity of hallux (acquired),,,,,,,M203,7351,$!$,,,,,M203,7351,$!$,,,,,,,,,,,,,,,,,,,
"#M13,#GASTRO_CM",4,,M13_HAMMERTOE,Other hammer toe(s) (acquired),,,,,,,M204,7353|7354,73805,,,,,M204,7353|7354,73805,,,,,,,,,,,,,,,,,,,
"#M13,#GASTRO_CM",4,,M13_TOEDEFORMOTH,Other deformities of toe(s),,,,,,,M20[5-6],735[8-9],$!$,,,,,M20[5-6],735[8-9],$!$,,,,,,,,,,,,,,,,,,,
"#M13,#GASTRO_CM",4,,M13_VALGUS,"Valgus deformity, not elsewhere classified",,,,,,,M210,7360A|7363A|7364A,73802|73800,,,,,M210,7360A|7363A|7364A,73802|73800,,,,,,,,,,,,,,,,,,,
"#M13,#GASTRO_CM",4,,M13_VARUS,"Varus deformity, not elsewhere classified",,,,,,,M211,7360B|7363B|7364B,73801|73803,,,,,M211,7360B|7363B|7364B,73801|73803,,,,,,,,,,,,,,,,,,,
"#M13,#GASTRO_CM",4,,M13_FLEXION,Flexion deformity,,,,,,,M212,$!$,$!$,,,,,M212,$!$,$!$,,,,,,,,,,,,,,,,,,,
"#M13,#GASTRO_CM",4,,M13_WRISTFOOTDROP,Wrist or foot drop (acquired),,,,,,,M213,$!$,$!$,,,,,M213,$!$,$!$,,,,,,,,,,,,,,,,,,,
"#M13,#GASTRO_CM",4,,M13_FLATFOOT,Flat foot [pes planus] (acquired),,,,,,,M214,734,736,,,,,M214,734,736,,,,,,,,,,,,,,,,,,,
"#M13,#GASTRO_CM",4,,M13_CLAWCLUBHANDFOOT,"Acquired clawhand, clubhand, clawfoot and clubfoot",,,,,,,M215,$!$,$!$,,,,,M215,$!$,$!$,,,,,,,,,,,,,,,,,,,
"#M13,#GASTRO_CM",4,,M13_ANKLEFOOT,Other acquired deformities of ankle and foot,,,,,,,M216,7367,$!$,,,,,M216,7367,$!$,,,,,,,,,,,,,,,,,,,
"#M13,#GASTRO_CM",4,,M13_LIMBLENGTH,Unequal limb length (acquired),,,,,,,M217,$!$,$!$,,,,,M217,$!$,$!$,,,,,,,,,,,,,,,,,,,
"#M13,#GASTRO_CM",4,,M13_LIMBDEFORM,Other specified acquired deformities of limbs,,,,,,,M21[8-9],736[8-9],$!$,,,,,M21[8-9],736[8-9],7380[8-9],,,,,,,,,,,,,,,,,,,
"#M13,#GASTRO_CM",4,,M13_PATELLADISLOCATIO,Recurrent dislocation of patella,,,,,,,M22[0-1],$!$,$!$,,,,,M22[0-1],$!$,$!$,,,,,,,,,,,,,,,,,,,
"#M13,#GASTRO_CM",4,,M13_PATELLAOTH,Other disorders of patella,,,,,,,M22[2-9],7177,$!$,,,,,M22[2-9],7177,$!$,,,,,,,,,,,,,,,,,,,
"#M13,#GASTRO_CM",4,,M13_MENISCUSDERANGEMENTS,Meniscus derangement,,,,,,,M23[0-3],717[0-5],$!$,,,,,M23[0-3],717[0-5],$!$,,,,,,,,,,,,,,,,,,,
"#M13,#GASTRO_CM",4,,M13_KNEEDERANGEMENTS,Internar derangement of knee,,,,,,,M23,717,72410,,M23[0-3],717[0-5]|7177,,M23,717,72410,,M23[0-3],717[0-5]|7177,,,,,,,,,,,,,,,,
"#M13,#GASTRO_CM",4,,M13_LOOSEJOINT,Loose body in joint,,,,,,,M240,7181,72901,,,,,M240,7181,72901,,,,,,,,,,,,,,,,,,,
"#M13,#GASTRO_CM",4,,M13_CARTILAGE,Other articular cartilage disorders,,,,,,,M241,7180,7249,,,,,M241,7180,7249,,,,,,,,,,,,,,,,,,,
"#M13,#GASTRO_CM",4,,M13_PATHODISLOCATIO,"Pathological/recurrent dislocation and subluxation of joint, not elsewhere classified",,,,,,,M24[3-4],718[2-3],72904,,,,,M24[3-4],718[2-3],72904,,,,,,,,,,,,,,,,,,,
"#M13,#GASTRO_CM",4,,M13_RECUDISLOCATIO,Recurrent dislocation and subluxation of joint,,,,,,,M244,7183,$!$,,,,,M244,7183,$!$,,,,,,,,,,,,,,,,,,,
"#M13,#GASTRO_CM",4,,M13_CONTRACTUREJOINT,Contracture of joint,,,,,,,M245,7184,72900,,,,,M245,7184,72900,,,,,,,,,,,,,,,,,,,
"#M13,#GASTRO_CM",4,,M13_ANKYLOSISJOINT,Ankylosis of joint,,,,,,,M246,7185,727,,,,,M246,7185,727,,,,,,,,,,,,,,,,,,,
"#M13,#GASTRO_CM",4,,M13_PROTRUSIOACETABULI,Protrusioacetabuli,,,,,,,M247,7186,$!$,,,,,M247,7186,$!$,,,,,,,,,,,,,,,,,,,
"#M13,#GASTRO_CM",4,,M13_JOINTOTH,Other specific joint derangements/joint disorders,,,,,,,M242|M24[8-9]|M25,718[8-9],7290[2-3],,,,,M242|M24[8-9]|M25,718[8-9],7290[2-3],,,,,,,,,,,,,,,,,,,
"#M13,#GASTRO_CM",2,,M13_DORSOPATHY,Dorsopathies,,M13_DEFORMDORSO|M13_SPONDYLOPATHY|M13_CERVICDISC|M13_INTERVERTEB|M13_DORSOPATHYOTH|M13_DORSALGIA|M13_ENTESOPATHYLOW,,,,,M4|M5[0-5],,,,,,,M4|M5[0-5],,,,,,,,,,,,,,,,,,,,,
"#M13,#GASTRO_CM",3,,M13_DEFORMDORSO,Deforming dorsopathies,,M13_KYPHOSIS|M13_FLATBACK|M13_LORDOSIS|M13_SCOLIOSIS|M13_SPINALOSTEOCHON|M13_SPONDYLOLISTHESIS|M13_SPINEFUSION|M13_ATLOAXSUBLUX|M13_VERTEBSUBLUX|M13_TORTICOLLIS|M13_DEFORMDORSONAS,,,,,M4[0-3],,,,,,,M4[0-3],,,,,,,,,,,,,,,,,,,,,
"#M13,#GASTRO_CM",4,,M13_KYPHOSIS,Kyphosis,,,,,,,M40[0-2],737[0-1],$!$,,,,,M40[0-2],737[0-1],$!$,,,,,,,,,,,,,,,,,,,
"#M13,#GASTRO_CM",4,,M13_FLATBACK,Flatback syndrome,,,,,,,M403,$!$,$!$,,,,,M403,$!$,$!$,,,,,,,,,,,,,,,,,,,
"#M13,#GASTRO_CM",4,,M13_LORDOSIS,Lordosis,,,,,,,M40[4-5],7372,$!$,,,,,M40[4-5],7372,$!$,,,,,,,,,,,,,,,,,,,
"#M13,#GASTRO_CM",4,,M13_SCOLIOSIS,Scoliosis,,,,,,,M41,7373,$!$,,,,,M41,7373,$!$,,,,,,,,,,,,,,,,,,,
"#M13,#GASTRO_CM",4,,M13_SPINALOSTEOCHON,Spinal osteochondrosis,,,,,,,M42,7320,$!$,,,,,M42,7320,$!$,,,,,,,,,,,,,,,,,,,
