TAGS,LEVEL,OMIT,NAME,LONGNAME,SEX,INCLUDE,PRE_CONDITIONS,CONDITIONS,OUTPAT_ICD,HD_MAINONLY,HD_ICD_10_ATC,HD_ICD_10,HD_ICD_9,HD_ICD_8,HD_ICD_10_EXCL,HD_ICD_9_EXCL,HD_ICD_8_EXCL,COD_MAINONLY,COD_ICD_10,COD_ICD_9,COD_ICD_8,COD_ICD_10_EXCL,COD_ICD_9_EXCL,COD_ICD_8_EXCL,OPER_NOM,OPER_HL,OPER_HP1,OPER_HP2,KELA_REIMB,KELA_REIMB_ICD,KELA_ATC_NEEDOTHER,KELA_ATC,KELA_VNRO_NEEDOTHER,KELA_VNRO,CANC_TOPO,CANC_TOPO_EXCL,CANC_MORPH,CANC_MORPH_EXCL,CANC_BEHAV,Special,version,PARENT,Latin
#L12,4,,L12_EOSINOCELLULITIS,Eosinophilic cellulitis [Wells],,,,,,,,L983,$!$,$!$,,,,,L983,$!$,$!$,,,,,,,,,,,,,,,,,,,,DF2,L98,Cellulitis eosinophila (Wells)
#L12,4,,L12_CHRONICULCEROFSKIN,"Chronic ulcer of skin, not elsewhere classified",,,,,,,,L984,707[8-9],707,,,70700,,L984,707[8-9],707,,,70700,,,,,,,,,,,,,,,,,DF2,L98,Ulcus chronicum cutis non alibi classificatum
#L12,4,,L12_MUCINOSISOFSKIN,Mucinosis of skin,,,,,,,,L985,$!$,$!$,,,,,L985,$!$,$!$,,,,,,,,,,,,,,,,,,,,DF2,L98,Mucinosis cutis
#L12,4,,L12_OTHERINFILTRATIVESKIN,Other infiltrative disorders of skin and subcutaneous tissue,,,,,,,,L986,$!$,$!$,,,,,L986,$!$,$!$,,,,,,,,,,,,,,,,,,,,DF2,L98,Aliae morbositates infiltrativae cutis et textus subcutanei
#L12,4,,L12_EXCESSSKINDANDSUBCUTIS,Excessive and redundant skin and subcutaneous tissue,,,,,,,,L987,$!$,$!$,,,,,L987,$!$,$!$,,,,,,,,,,,,,,,,,,,,DF2,,
#L12,4,,L12_SKINSUBCUTISNAS,Other and unspecified disorders of skin and subcutaneous tissue,,,,,,,,L98[8-9],7019X|7098|7099,70198|7090[8-9],,7098A|7098B,,,L98[8-9],7019X|7098|7099,70198|7090[8-9],,7098A|7098B,,,,,,,,,,,,,,,,,,DF2,,
#L12,3,,L12_SKININOTH,Other disorders of skin and subcutaneous tissue in diseases classified elsewhere,,L12_AMYLOIDOSISSKIN|L12_SKININOTHNAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DF2,,
#L12,4,,L12_AMYLOIDOSISSKIN,Amyloidosis of skin,,,,,,,,L990,$!$,$!$,,,,,L990,$!$,$!$,,,,,,,,,,,,,,,,,,,,DF2,,
#L12,4,,L12_SKININOTHNAS,Other specified disorders of skin and subcutaneous tissue in diseases classified elsewhere,,,,,,,,L998,$!$,$!$,,,,,L998,$!$,$!$,,,,,,,,,,,,,,,,,,,,DF2,,
#L12,,,PSORI_STRICT,"Psoriasis (vulgaris), strict definition",,,,L12_PSORI_VULG,,,,,,,,,,,,,,,,,,,,,319|377|134,,,,,,,,,,,,DF3,,
#L12,,,ATOPIC_STRICT,"Atopic  dermatitis, strict definition",,,,,,,,L200,6918B,69100,,,,,L200,6918B,69100,,,,,,,,,,,,,,,,,,,,DF3,L20,Eczema atopicum
#L12,,,ATOPIC_STRICT_REIMB,"Atopic dermatitis, strict definition with reimbursement",,ATOPIC_STRICT,,,,,,,,,,,,,,,,,,,,,,,134|395|317,,,,,,,,,,,,DF3,,
"#L12,#ADVERSE",C,,ALLERGIC_CONTACT_DERMA_DRUGS_CONTACT_W_SKIN,Allergic contact dermatitis due to drugs in contact with skin,,,,,,,,L233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DF5,,
"#L12,#ADVERSE",C,,IRRITANT_CONTACT_DERMA_DRUGS_CONTACT_W_SKIN,Irritant contact dermatitis due to drugs in contact with skin,,,,,,,,L244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DF5,,
"#L12,#ADVERSE",C,,UNSPE_CONTACT_DERMA_DRUGS_CONTACT_W_SKIN,Unspecified contact dermatitis due to drugs in contact with skin,,,,,,,,L251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DF5,,
"#L12,#ADVERSE",C,,GENERALI_SKIN_ERUPT_DRUGS_MEDICAM,Generalized skin eruption due to drugs and medicaments,,,,,,,,L270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DF5,,
"#L12,#ADVERSE",C,,LOCALIZED_SKIN_ERUPT_DRUGS_MEDICAM,Localized skin eruption due to drugs and medicaments,,,,,,,,L271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DF5,,
"#L12,#ADVERSE",C,,LICHENOID_DRUG_REACTION,Lichenoid drug reaction,,,,,,,,L432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DF5,,
"#L12,#ADVERSE",C,,STEVE_OIREYHTYMA,"!!!Stevens-Johnsonin oireyhtymä, drug-induced",,,,,,,ANY,L5110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DF5,,
"#L12,#ADVERSE",C,,TOXIC_EPIDERMAL_NECROL_LYELL,"Toxic epidermal necrolysis [Lyell], drug-induced",,,,,,,ANY,L512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DF5,,
"#L12,#ADVERSE",C,,DRUGADVERS_ANDROGENIC_ALOPE,Drug-induced androgenic alopecia,,,,,,,,L640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DF5,,
"#L12,#ADVERSE",C,,L12_TELOGEFFLU_ADVERSE,"Telogen effluvium, drug-induced",,,,,,,ANY,L650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DF5,L65,Effluvium telogenicum
"#L12,#ADVERSE",C,,L12_ANAGEFFLU_ADVERSE,"Anagen effluvium, drug-induced",,,,,,,ANY,L651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DF5,L65,Effluvium anagenicum
"#L12,#ADVERSE",C,,L12_ALOPECMUC_ADVERSE,"Alopecia mucinosa, drug-induced",,,,,,,ANY,L652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DF5,L65,Alopecia mucinosa
"#L12,#ADVERSE",C,,OTHER_SPECIFE_NONSC_HAIR_LOSS,"Other specified nonscarring hair loss, drug-induced",,,,,,,ANY,L658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DF5,,
"#L12,#ADVERSE",C,,NONSC_HAIR_LOSS_UNSPE,"Nonscarring hair loss, unspecified, drug-induced",,,,,,,ANY,L659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DF5,,
"#L12,#ADVERSE",C,,L12_HIRSUTISM_ADVERSE,"Hirsutism, drug-induced",,,,,,,ANY,L680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DF5,L68,Hirsutismus
"#L12,#ADVERSE",C,,L12_PERIORALDERM_ADVERSE,"Perioral dermatitis, drug-induced",,,,,,,ANY,L710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DF5,L71,Dermatitis perioralis
"#L12,#ADVERSE",C,,L12_LUPUS_ADVERSE,"Lupus erythematosus, drug-induced",,,,,,,ANY,L93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DF5,L80-L99,Lupus erythematosus
"#M13,#ASTHMA_CM,#COPD_CM,#GASTRO_CM,#ILD_CM",4,,M13_CHURGSTRAUSS,Polyarteritis with lung involvement [Churg-Strauss]/EGPA,,,,,,,,M301,4460B,$!$,,,,,M301,4460B,$!$,,,,,,,,,,,,,,,,,,,,DF2,M30,Polyarteritis nodosa cum manifestationibus pulmonalibus
"#M13,#ASTHMA_CM,#COPD_CM,#GASTRO_CM",4,,M13_RHEUMA,Rheumatoid arthritis,,,,,,,,M0[5-6],7140A|7140B|7241|7142,712[1-3],,,,,M0[5-6],7140A|7140B|7241|7142,712[1-3],,,,,,,,,,,,,,,,,,,,DF2,,
"#M13,#ASTHMA_CM,#COPD_CM,#GASTRO_CM",2,,M13_SYSTCONNECT,Systemic connective tissue disorders,,M13_POLYARTERETAL|M13_NECROVASC|M13_SLE|M13_DERMATOPOLY|M13_SYSTSLCE|M13_OTHCONN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DF2,,
"#M13,#ASTHMA_CM,#COPD_CM,#GASTRO_CM,#ILD_CM,#RHEUMA",3,,M13_POLYARTERETAL,Polyarteritis nodosa and related conditions,,M13_POLNODOSA|M13_CHURGSTRAUSS|M13_JUVEPOLYNOD|M13_KAWASAKI|M13_POYARTOTH,,,,,,M30,,,,,,,M30,,,,,,,,,,,,,,,,,,,,,,DF2,M30-M36,Polyarteritis nodosa et condiciones cognatae
"#M13,#ASTHMA_CM,#COPD_CM,#GASTRO_CM,#ILD_CM",4,,M13_POLNODOSA,Polyarteritis nodosa,,,,,,,,M300,4460A,4460,,,,,M300,4460A,4460,,,,,,,,,,,,,,,,,,,,DF2,M30,Polyarteritis nodosa
"#M13,#ASTHMA_CM,#COPD_CM,#GASTRO_CM,#ILD_CM",4,,M13_JUVEPOLYNOD,Juvenile polyarteritis,,,,,,,,M302,$!$,$!$,,,,,M302,$!$,$!$,,,,,,,,,,,,,,,,,,,,DF2,M30,Polyarteritis nodosa juvenilis
"#M13,#ASTHMA_CM,#COPD_CM,#GASTRO_CM,#ILD_CM",4,,M13_KAWASAKI,Mucocutaneous lymph node syndrome [Kawasaki],,,,,,,,M303,4461,$!$,,,,,M303,4461,$!$,,,,,,,,,,,,,,,,,,,,DF2,M30,Syndroma mucocutaneum lymphonodorum (Kawasaki)
"#M13,#ASTHMA_CM,#COPD_CM,#GASTRO_CM,#ILD_CM",4,,M13_POYARTOTH,Other conditions related to polyarteritis nodosa,,,,,,,,M308,4460C,$!$,,,,,M308,4460C,$!$,,,,,,,,,,,,,,,,,,,,DF2,M30,Aliae condiciones polyarteritidi nodosae cognatae
"#M13,#ASTHMA_CM,#COPD_CM,#GASTRO_CM,#ILD_CM,#RHEUMA",3,,M13_NECROVASC,Other necrotizing vasculopathies,,M13_HYPERANG|M13_HTROMBMICROANG|M13_MIDGRANULOMA|M13_WEGENER|M13_TAKAYASU|M13_GIANTCELL|M13_MICROPOLYANG|M13_NECROVASCNAS,,,,,,M31,,,,,,,M31,,,,,,,,,,,,,,,,,,,,,,DF2,M30-M36,Aliae angiopathiae necroticantes
"#M13,#ASTHMA_CM,#COPD_CM,#GASTRO_CM,#ILD_CM,#RHEUMA",4,,M13_HYPERANG,Hypersensitivity angiitis,,,,,,,,M310,4462A,4461,,,,,M310,4462A,4461,,,,,,,,,,,,,,,,,,,,DF2,M31,Angi(i)tis hypersensitivitatis
"#M13,#ASTHMA_CM,#COPD_CM,#GASTRO_CM,#ILD_CM,#RHEUMA",4,,M13_HTROMBMICROANG,Thrombotic microangiopathy,,,,,,,,M311,4466,4464,,,,,M311,4466,4464,,,,,,,,,,,,,,,,,,,,DF2,M31,Microangiopathia thrombotica
"#M13,#ASTHMA_CM,#COPD_CM,#GASTRO_CM,#ILD_CM,#RHEUMA",4,,M13_MIDGRANULOMA,Lethal midline granuloma,,,,,,,,M312,4463,$!$,,,,,M312,4463,$!$,,,,,,,,,,,,,,,,,,,,DF2,M31,Granuloma lineae medialis letalis
"#M13,#ASTHMA_CM,#COPD_CM,#GASTRO_CM,#ILD_CM,#RHEUMA",4,,M13_WEGENER,Wegener granulomatosis,,,,,,,,M313,4464,4462,,,,,M313,4464,4462,,,,,,,,,,,,,,,,,,,,DF2,M31,Granulomatosis Wegener
"#M13,#ASTHMA_CM,#COPD_CM,#GASTRO_CM,#ILD_CM,#RHEUMA",4,,M13_TAKAYASU,Aortic arch syndrome [Takayasu],,,,,,,,M314,4467,$!$,,,,,M314,4467,$!$,,,,,,,,,,,,,,,,,,,,DF2,M31,Syndroma arcus aortae
"#M13,#ASTHMA_CM,#COPD_CM,#GASTRO_CM,#ILD_CM,#RHEUMA",4,,M13_GIANTCELL,Giant cell arteritis,,M13_TEMPARTERIT,,,,,,M31[5-6],4465,$!$,,,,,M31[5-6],4465,$!$,,,,,,,,,,,,,,,,,,,,DF2,,
"#M13,#ASTHMA_CM,#COPD_CM,#GASTRO_CM,#ILD_CM,#RHEUMA",5,,M13_TEMPARTERIT,Temporal arteritis,,,,,,,,M315,$!$,$!$,,,,,M315,$!$,$!$,,,,,,,,,,,,,,,,,,,,DF2,M31,Arteritis gigantocellularis cum polymyalgia reumatica
"#M13,#ASTHMA_CM,#COPD_CM,#GASTRO_CM,#ILD_CM,#RHEUMA",,,M13_MICROPOLYANG,Microscopic polyangiitis,,,,,,,,M317,$!$,$!$,,,,,M317,$!$,$!$,,,,,,,,,,,,,,,,,,,,DF2,M31,
"#M13,#ASTHMA_CM,#COPD_CM,#GASTRO_CM,#ILD_CM,#RHEUMA",4,,M13_NECROVASCNAS,Other specified/unspecified necrotizing vasculopathies,,,,,,,,M31[8-9],447[5-6],4469,,,,,M31[8-9],447[5-6],4469,,,,,,,,,,,,,,,,,,,,DF2,,
"#M13,#ASTHMA_CM,#COPD_CM,#GASTRO_CM,#ILD_CM,#RHEUMA",3,,M13_SLE,Systemic lupus erythematosus,,,,,,,,M32,7100,7431,,,,,M32,7100,7431,,,,,,,,,,,,,,,,,,,,DF2,M30-M36,Lupus erythematosus disseminatus (LED)
"#M13,#ASTHMA_CM,#COPD_CM,#GASTRO_CM,#ILD_CM",3,,M13_DERMATOPOLY,Dermatopolymyositis,,M13_JUVDERMATOMYO|M13_DERMATOMYOTH|M13_POLYMYO|M13_DERMATOPOLYNAS,,,,,,M33,,,,,,,M33,,,,,,,,,,,,,,,,,,,,,,DF2,M30-M36,Dermato[poly]myositis
"#M13,#ASTHMA_CM,#COPD_CM,#GASTRO_CM,#ILD_CM",4,,M13_JUVDERMATOMYO,Juvenile dermatomyositis,,,,,,,,M330,7103A,$!$,,,,,M330,7103A,$!$,,,,,,,,,,,,,,,,,,,,DF2,M33,Dermatomyositis juvenilis
"#M13,#ASTHMA_CM,#COPD_CM,#GASTRO_CM,#ILD_CM,#RHEUMA",4,,M13_DERMATOMYOTH,Other dermatomyositis,,,,,,,,M331,7103B,7160,,,,,M331,7103B,7160,,,,,,,,,,,,,,,,,,,,DF2,M33,Alia dermatomyositis
"#M13,#ASTHMA_CM,#COPD_CM,#GASTRO_CM,#ILD_CM,#RHEUMA",4,,M13_POLYMYO,Polymyositis,,,,,,,,M332,7104,7161,,,,,M332,7104,7161,,,,,,,,,,,,,,,,,,,,DF2,M33,Polymyositis
"#M13,#ASTHMA_CM,#COPD_CM,#GASTRO_CM,#ILD_CM,#RHEUMA",4,,M13_DERMATOPOLYNAS,"Dermatopolymyositis, unspecified",,,,,,,,M339,$!$,$!$,,,,,M339,$!$,$!$,,,,,,,,,,,,,,,,,,,,DF2,M33,Dermato[poly]myositis non specificata
"#M13,#ASTHMA_CM,#COPD_CM,#GASTRO_CM,#ILD_CM,#RHEUMA",4,,M13_SYSTSLCE,Systemic sclerosis,,,,,,,,M34,7101,7340,,,,,M34,7101,7340,,,,,,,,,,,,,,,,,,,,DF2,M30-M36,Sclerosis systemica
"#M13,#ASTHMA_CM,#COPD_CM,#GASTRO_CM",3,,M13_OTHCONN,Other systemic involvement of connective tissue,,M13_SJOGREN|M13_OVERLAP|M13_BEHCET|M13_POLYMYALGIA|M13_DIFFASCITIS|M13_MULTIFIBRO|M13_WEBERCHRISTIAN|M13_HYPERMOBILITY|M13_CONNECTNAS|M13_SYSTCONINOTH,,,,,,M35,,,,,,,M35,,,,,,,,,,,,,,,,,,,,,,DF2,M30-M36,Aliae morbositates systemicae textus connectivi
"#M13,#ASTHMA_CM,#COPD_CM,#GASTRO_CM,#ILD_CM,#RHEUMA",4,,M13_SJOGREN,Sicca syndrome [Sjögren],,,,,,,,M350,7102,73490,,,,,M350,7102,73490,,,,,,,,,,,,,,,,,,,,DF2,M35,Syndroma Sjögren
"#M13,#ASTHMA_CM,#COPD_CM,#GASTRO_CM,#RHEUMA",4,,M13_OVERLAP,Other overlap syndromes,,,,,,,,M351,$!$,$!$,,,,,M351,$!$,$!$,,,,,,,,,,,,,,,,,,,,DF2,M35,Alia syndromata mixta
"#M13,#ASTHMA_CM,#COPD_CM,#GASTRO_CM,#RHEUMA",4,,M13_BEHCET,Behçet disease,,,,,,,,M352,1361,,,,,,M352,1361,,,,,,,,,,,,,,,,,,,,,DF2,M35,Morbus Behçet
"#M13,#ASTHMA_CM,#COPD_CM,#GASTRO_CM,#RHEUMA",4,,M13_POLYMYALGIA,Polymyalgia rheumatica,,,,,,,,M353,725,4463,,,,,M353,725,4463,,,,,,,,,,,,,,,,,,,,DF2,M35,Polymyalgia rheumatica
"#M13,#ASTHMA_CM,#COPD_CM,#GASTRO_CM",4,,M13_DIFFASCITIS,Diffuse (eosinophilic) fasciitis,,,,,,,,M354,$!$,$!$,,,,,M354,$!$,$!$,,,,,,,,,,,,,,,,,,,,DF2,M35,Fasci[i]tis [eosinophila] diffusa
"#M13,#ASTHMA_CM,#COPD_CM,#GASTRO_CM",4,,M13_MULTIFIBRO,Multifocal fibrosclerosis,,,,,,,,M355,$!$,$!$,,,,,M355,$!$,$!$,,,,,,,,,,,,,,,,,,,,DF2,M35,Fibrosclerosis multifocalis
"#M13,#ASTHMA_CM,#COPD_CM,#GASTRO_CM",4,,M13_WEBERCHRISTIAN,Relapsing panniculitis [Weber-Christian],,,,,,,,M356,$!$,$!$,,,,,M356,$!$,$!$,,,,,,,,,,,,,,,,,,,,DF2,M35,Panniculitis recidiva (Weber-Christian)
"#M13,#ASTHMA_CM,#COPD_CM,#GASTRO_CM,#RHEUMA",4,,M13_HYPERMOBILITY,Hypermobility syndrome,,,,,,,,M357,$!$,$!$,,,,,M357,$!$,$!$,,,,,,,,,,,,,,,,,,,,DF2,M35,Syndroma hypermobilitatis
"#M13,#ASTHMA_CM,#COPD_CM,#GASTRO_CM,#ILD_CM,#RHEUMA",4,,M13_CONNECTNAS,Other specified/unspecified systemic involvement of connective tissue,,,,,,,,M35[8-9],710[8-9],7349[1-9],,,,,M35[8-9],710[8-9],7349[1-9],,,,,,,,,,,,,,,,,,,,DF2,,
"#M13,#ASTHMA_CM,#COPD_CM,#GASTRO_CM",4,,M13_SYSTCONINOTH,Systemic disorders of connective tissue in diseases classified elsewhere,,,,,,,,M36,$!$,$!$,,,,,M36,$!$,$!$,,,,,,,,,,,,,,,,,,,,DF2,,
"#M13,#ASTHMA_CM,#COPD_CM,#GASTRO_CM,#ILD_CM",3,,M13_OSTEOPOROSIS,Osteoporosis,,,,,,,,M8[0-2],733[0-1],7230|72391,,,,,M8[0-2],733[0-1],7230|72391,,,,,,,,,,,,,,,,,,,,DF2,,
"#M13,#GASTRO_CM",1,,M13_MUSCULOSKELETAL,Diseases of the musculoskeletal system and connective tissue,,M13_ARTHROPATHIES|M13_SYSTCONNECT|M13_DORSOPATHY|M13_SOFTTISSUE|M13_OSTEOCHONDRO|M13_MUSCULOSKELEOTH,,,,,,M,,,,,,,M,,,,,,,,,,,,,,,,,,,,,,DF2,,
"#M13,#GASTRO_CM",2,,M13_ARTHROPATHIES,Arthropathies,,M13_PYOGARTH|M13_REACTARTH|M13_POLYARTHROPATHIES|M13_ARTHROSIS|M13_OTHERJOINT,,,,,,M[0-2],,,,,,,M[0-2],,,,,,,,,,,,,,,,,,,,,,DF2,,
"#M13,#GASTRO_CM",3,,M13_PYOGARTH,Pyogenic arthritis,,,,,,,,M0[0-1],7110|7119,710,,,,,M0[0-1],7110|7119,710,,,,,,,,,,,,,,,,,,,,DF2,,
"#M13,#GASTRO_CM,#RHEUMA",3,,M13_REACTARTH,Reactive arthropathies,,,,,,,,M0[2-3],7111|7115|7118|713,71490,,,,,M0[2-3],7111|7115|7118|713,71490,,,,,,,,,,,,,,,,,,,,DF2,,
"#M13,#GASTRO_CM",3,,M13_POLYARTHROPATHIES,Polyarthropathies,,M13_RHEUMA|M13_PSORIARTH|M13_ENTEROARTHR|M13_JUVERHEU|M13_JUVEARTH|M13_GOUT|M13_CRYSTALARTH|M13_POSTRHEU|M13_KASHINBECK|M13_VILLONODULAR|M13_PALINDROMIC|M13_INTERHYDRARTHR|M13_TRAUMARTHR|M13_OTERSPECARTHR|M13_POLYARTHRITIS|M13_MONOARTHRITIS|M13_ARTHRITISNAS|M13_ARTHINOTH,,,,,,M0[5-9]|M1[0-4],,,,,,,M0[5-9]|M1[0-4],,,,,,,,,,,,,,,,,,,,,,DF2,,
"#M13,#GASTRO_CM,#ILD_CM,#RHEUMA",C,,M13_PSORIARTH_STRICT,"Psoriatic arthropathies, strict definition",,,,M13_PSORIARTH_ICD10,,,,,,,,,,,,,,,,,,,,,ANY,M07&L405|M07[1-3],,,,,,,,,,,DF3,,
"#M13,#GASTRO_CM,#ILD_CM,#RHEUMA",C,,M13_PSORIARTH_ICD10,"Psoriatic arthropathies, ICD10",,,,,,,,M07&L405|M07[1-3],$!$,$!$,,,,,M07&L405|M07[1-3],$!$,$!$,,,,,,,,,,,,,,,,,,,,DF3,,
"#M13,#GASTRO_CM,#ILD_CM,#RHEUMA",4,,M13_PSORIARTH,Psoriatic arthropathies,,,,,,,,M07[0-3],6960,6960,,,,,M07[0-3],6960,6960,,,,,,,,,,,,,,,,,,,,DF2,,
"#M13,#GASTRO_CM,#RHEUMA",4,,M13_ENTEROARTHR,Enteropathic arthropathies,,,,,,,,M07[4-6],7113,$!$,,,,,M07[4-6],7113,$!$,,,,,,,,,,,,,,,,,,,,DF2,,
"#M13,#GASTRO_CM,#RHEUMA",4,,M13_JUVERHEU,Juvenile rheuma,,,,,,,,M080,7143A,7120,,,,,M080,7143A,7120,,,,,,,,,,,,,,,,,,,,DF2,M08,Arthritis rheumatoides juvenilis
"#M13,#GASTRO_CM,#RHEUMA",4,,M13_JUVEARTH,Other juvenile arthritis,,,,,,,,M08|M09,7143,$!$,M080,7143A,,,M08|M09,7143,$!$,M080,7143A,,,,,,,,,,,,,,,,,,DF2,,
"#M13,#GASTRO_CM,#RHEUMA",4,,M13_GOUT,Gout,,,,,,,,M10,2740,2740,,,,,M10,2740,2740,,,,,,,,212,,,,,,,,,,,,DF2,M05-M14,
"#M13,#GASTRO_CM",4,,M13_CRYSTALARTH,Other crystal arthropathies,,,,,,,,M11,712,$!$,,,,,M11,712,$!$,,,,,,,,,,,,,,,,,,,,DF2,M05-M14,Aliae arthropathiae crystallinae
"#M13,#GASTRO_CM,#RHEUMA",4,,M13_POSTRHEU,Chronic postrheumatic arthropathy [Jaccoud],,,,,,,,M120,$!$,7125,,,,,M120,$!$,7125,,,,,,,,,,,,,,,,,,,,DF2,M12,Arthropathia postrheumatica chronica (Jaccoud)
"#M13,#GASTRO_CM",4,,M13_KASHINBECK,Kaschin-Beck disease,,,,,,,,M121,$!$,$!$,,,,,M121,$!$,$!$,,,,,,,,,,,,,,,,,,,,DF2,M12,Morbus Kashin-Beck
"#M13,#GASTRO_CM,#RHEUMA",4,,M13_VILLONODULAR,Villonodular synovitis (pigmented),,,,,,,,M122,7192,$!$,,,,,M122,7192,$!$,,,,,,,,,,,,,,,,,,,,DF2,M12,Synovitis villonodularis [pigmentata]
"#M13,#GASTRO_CM,#RHEUMA",4,,M13_PALINDROMIC,Palindromic rheumatism,,,,,,,,M123,$!$,71220,,,,,M123,$!$,71220,,,,,,,,,,,,,,,,,,,,DF2,M12,Rheumatismus palindromicus
"#M13,#GASTRO_CM",4,,M13_INTERHYDRARTHR,Intermittent hydrarthrosis,,,,,,,,M124,7193,$!$,,,,,M124,7193,$!$,,,,,,,,,,,,,,,,,,,,DF2,M12,Hydrarthrosis intermittens
"#M13,#GASTRO_CM,#RHEUMA",4,,M13_TRAUMARTHR,Traumatic arthropathy,,,,,,,,M125,$!$,71320,,,,,M125,$!$,71320,,,,,,,,,,,,,,,,,,,,DF2,M12,Arthropathia traumatica
"#M13,#GASTRO_CM,#RHEUMA",4,,M13_OTERSPECARTHR,Other specific arthropathies,,,,,,,,M128,7164,$!$,,,,,M128,7164,$!$,,,,,,,,,,,,,,,,,,,,DF2,M12,Aliae arthropathiae specificae non alibi classificatae
"#M13,#GASTRO_CM,#RHEUMA",4,,M13_POLYARTHRITIS,"Polyarthritis, unspecified",,,,,,,,M130,7165,71107|71493,,,,,M130,7165,71107|71493,,,,,,,,,,,,,,,,,,,,DF2,M13,Polyarthritis NAS
"#M13,#GASTRO_CM,#RHEUMA",4,,M13_MONOARTHRITIS,"Monoarthritis, not elsewhere classified",,,,,,,,M131,7166,711,,,7110[8-9],,M131,7166,711,,,7110[8-9],,,,,,,,,,,,,,,,,DF2,M13,Monoarthritis non alibi classificata
"#M13,#GASTRO_CM,#RHEUMA",4,,M13_ARTHRITISNAS,Ohter specific/unspecified arthritis,,,,,,,,M13[8-9],7169,7110[8-9]|71498,,,,,M13[8-9],7169,7110[8-9],,,,,,,,,,,,,,,,,,,,DF2,,
"#M13,#GASTRO_CM",4,,M13_ARTHINOTH,Arthropathies in other diseases classified elsewhere,,,,,,,,M14,$!$,$!$,,,,,M14,$!$,$!$,,,,,,,,,,,,,,,,,,,,DF2,,
"#M13,#GASTRO_CM",3,,M13_ARTHROSIS,Arthrosis,,M13_ARTHROSIS_POLY|M13_ARTHTROSIS_COX|M13_ARTHROSIS_KNEE|M13_ARTHROSIS_OTH,,,,,,M1[5-9],$!$,$!$,,,,,M1[5-9],$!$,$!$,,,,,,,,,,,,,,,,,,,,DF2,,
"#M13,#GASTRO_CM",4,,M13_ARTHROSIS_POLY,Polyarhtrosis,,,,,,,,M15,7151L|7152L,71303,,,,,M15,7151L|7152L,71303,,,,,,,,,,,,,,,,,,,,DF2,M15-M19,Polyarthrosis
"#M13,#GASTRO_CM,#RHEUMA",C,,M13_ARTHTROSIS_COX_PRIM_HIPSURG,"Coxarthrosis, primary, with hip surgery",,,,M13_ARTHTROSIS_COX_PRIM_ICD10,,,,,,,,,,,,,,,,,^NFB|^NFC,,,,,,,,,,,,,,,,DF3,,
"#M13,#GASTRO_CM,#RHEUMA",C,,M13_ARTHTROSIS_COX_PRIM_ICD10,"Coxarthrosis, primary",,,,,,,,M16[0-1],$!$,$!$,,,,,M16[0-1],$!$,$!$,,,,,,,,,,,,,,,,,,,,DF3,,
"#M13,#GASTRO_CM,#RHEUMA",4,,M13_ARTHTROSIS_COX,"Coxarthrosis,",,,,,,,,M16,7151E|7152E,71300,,,,,M16,7151E|7152E,71300,,,,,,,,,,,,,,,,,,,,DF2,M15-M19,Coxarthrosis
"#M13,#GASTRO_CM,#RHEUMA",C,,M13_ARTHROSIS_KNEE_PRIM_KNEESURG,"Gonarthrosis, primary, with knee surgery",,,,M13_ARTHROSIS_KNEE_PRIM_ICD10,,,,,,,,,,,,,,,,,^NGB|^NGC,,,,,,,,,,,,,,,,DF3,,
"#M13,#GASTRO_CM,#RHEUMA",C,,M13_ARTHROSIS_KNEE_PRIM_ICD10,"Gonarthrosis,primary",,,,,,,,M17[0-1],$!$,$!$,,,,,M17[0-1],$!$,$!$,,,,,,,,,,,,,,,,,,,,DF3,,
"#M13,#GASTRO_CM,#RHEUMA",4,,M13_ARTHROSIS_KNEE,Gonarthrosis,,,,,,,,M17,7151F|7152F,71301,,,,,M17,7151F|7152F,71301,,,,,,,,,,,,,,,,,,,,DF2,M15-M19,Gonarthrosis
"#M13,#GASTRO_CM",4,,M13_ARTHROSIS_OTH,Other arthrosis,,,,,,,,M19|M18,7151|7152,713,,7151L|7151E|7151F|7152L|7152E|7152F,7130[0-1]|71303|7131,,M19|M18,7151|7152,713,,7151L|7151E|7151F|7152L|7152E|7152F,7130[0-1]|71303,,,,,,,,,,,,,,,,,DF2,,
