query	term	label	source	quality	action
Non-rheumatic valve diseases	http://www.ebi.ac.uk/efo/EFO_0007148	aortic valve insufficiency	OLS API EFO lookup	fuzzy	check if valid
Other CVD					
Other aneurysm	http://www.ebi.ac.uk/efo/EFO_0009659	aneurysm	OLS API EFO lookup	fuzzy	check if valid
Other arrhytmias	http://purl.obolibrary.org/obo/MONDO_0019546	other acquired skin disease	OLS API EFO lookup	fuzzy	check if valid
Other heart diseases	http://www.ebi.ac.uk/efo/EFO_0003777	heart disease	OLS API EFO lookup	fuzzy	check if valid
Other or ill-defined heart diseases					
Other intracranial haemorrhages	http://www.ebi.ac.uk/efo/EFO_1000991	intracranial embolism	OLS API EFO lookup	fuzzy	check if valid
Other other unspecified disorders of the circulatory system					
Other peripheral vascular diseases	http://www.ebi.ac.uk/efo/EFO_0003875	peripheral vascular disease	OLS API EFO lookup	fuzzy	check if valid
Peripheral artery disease	http://www.ebi.ac.uk/efo/EFO_0004265	peripheral arterial disease	EFO OBO	match	
Paroxysmal tachycardia	http://www.ebi.ac.uk/efo/EFO_0009493	paroxysmal tachycardia	EFO OBO	match	
Other diseases of pericardium					
Pericarditis	http://www.ebi.ac.uk/efo/EFO_0007427	pericarditis	EFO OBO	match	
Peripheral artery operations in Hilmo	http://www.ebi.ac.uk/efo/EFO_0004265	peripheral arterial disease	OLS API EFO lookup	fuzzy	check if valid
Phlebitis and thrombophlebitis (not including DVT)	http://www.ebi.ac.uk/efo/EFO_1001395	Phlebitis	OLS API EFO lookup	fuzzy	check if valid
DVT of lower extremities	http://purl.obolibrary.org/obo/HP_0002166	Impaired vibration sensation in the lower limbs	OLS API EFO lookup	fuzzy	check if valid
Status post-ami	http://www.ebi.ac.uk/efo/EFO_0008526	status epilepticus	OLS API EFO lookup	fuzzy	check if valid
Progressive vascular leukoencephalopathy	http://www.ebi.ac.uk/efo/EFO_0007455	progressive multifocal leukoencephalopathy	OLS API EFO lookup	fuzzy	check if valid
Pulmonary embolism	http://www.ebi.ac.uk/efo/EFO_0003827	pulmonary embolism	EFO OBO	match	
Pulmonary heart disease, diseases of pulmonary circulation	http://purl.obolibrary.org/obo/MONDO_0001493	chronic pulmonary heart disease	OLS API EFO lookup	fuzzy	check if valid
Other pulmonary heart/vessel disease	http://purl.obolibrary.org/obo/MONDO_0001493	chronic pulmonary heart disease	OLS API EFO lookup	fuzzy	check if valid
Portal vein thrombosis	http://purl.obolibrary.org/obo/HP_0030242	Portal vein thrombosis	OLS API EFO lookup	match	
Right bundle-branch block	http://purl.obolibrary.org/obo/HP_0011712	Right bundle branch block	OLS API EFO lookup	match	
Coronary revascularization (ANGIO or CABG)					
Rheumatic fever incl heart disease	http://www.ebi.ac.uk/efo/EFO_1001160	rheumatic fever	OLS API EFO lookup	fuzzy	check if valid
Rheumatic valve diseases	http://www.ebi.ac.uk/efo/EFO_0005755	rheumatic disease	OLS API EFO lookup	fuzzy	check if valid
Subarachnoid haemmorrhage	http://www.ebi.ac.uk/efo/EFO_0000713	subarachnoid hemorrhage	OLS API EFO lookup	fuzzy	check if valid
Aneurysms, operations, SAH					
Secondary right heart disease	http://www.ebi.ac.uk/efo/EFO_0009193	Pulmonary arterial hypertension associated with another disease	OLS API EFO lookup	fuzzy	check if valid
Sequelae of cerebrovascular disease	http://www.ebi.ac.uk/efo/EFO_1000640	basal ganglia cerebrovascular disease	OLS API EFO lookup	fuzzy	check if valid
Occlusion and stenosis of arteries, not leading to stroke	http://www.ebi.ac.uk/efo/EFO_0009677	occlusion precerebral artery	OLS API EFO lookup	fuzzy	check if valid
Stroke, excluding SAH	http://www.ebi.ac.uk/efo/EFO_0000712	stroke	OLS API EFO lookup	fuzzy	check if valid
Ischaemic Stroke, excluding all haemorrhages	http://purl.obolibrary.org/obo/HP_0002140	Ischemic stroke	OLS API EFO lookup	fuzzy	check if valid
Stroke, including SAH	http://www.ebi.ac.uk/efo/EFO_0000712	stroke	OLS API EFO lookup	fuzzy	check if valid
Other embolism and thrombosis	http://www.ebi.ac.uk/efo/EFO_1001150	renal artery obstruction	OLS API EFO lookup	fuzzy	check if valid
Transient ischemic attack	http://www.ebi.ac.uk/efo/EFO_0003764	transient ischemic attack	EFO OBO	match	
Unstable angina pectoris	http://www.ebi.ac.uk/efo/EFO_0003913	angina pectoris	OLS API EFO lookup	fuzzy	check if valid
Valvular operations					
Varicose veins	http://purl.obolibrary.org/obo/MONDO_0008638	varicose disease	EFO OBO	match	
Oesophageal varices	http://www.ebi.ac.uk/efo/EFO_0009545	esophageal varices	OLS API EFO lookup	fuzzy	check if valid
Varicose veins of other sites	http://purl.obolibrary.org/obo/HP_0002619	Varicose veins	OLS API EFO lookup	fuzzy	check if valid
Vascular dementia	http://www.ebi.ac.uk/efo/EFO_0004718	vascular dementia	EFO OBO	match	
Vascular diseases of the intestine	http://www.ebi.ac.uk/efo/EFO_0004264	vascular disease	OLS API EFO lookup	fuzzy	check if valid
Vascular syndromes of brain in cerebrovascular disorders	http://www.ebi.ac.uk/efo/EFO_0003763	cerebrovascular disorder	OLS API EFO lookup	fuzzy	check if valid
Other disorders of veins	http://www.ebi.ac.uk/efo/EFO_0009692	voice disorders	OLS API EFO lookup	fuzzy	check if valid
Valvular heart disease including rheumatic fever	http://www.ebi.ac.uk/efo/EFO_1001161	rheumatic heart disease	OLS API EFO lookup	fuzzy	check if valid
Venous thromboembolism	http://www.ebi.ac.uk/efo/EFO_0004286	venous thromboembolism	EFO OBO	match	
Viral hepatitis, IBD co-morbidity	http://www.ebi.ac.uk/efo/EFO_0004196	viral human hepatitis infection	OLS API EFO lookup	fuzzy	check if valid
Interstitial lung disease	http://www.ebi.ac.uk/efo/EFO_0004244	interstitial lung disease	EFO OBO	match	
ILD-related co-morbidities					
ILD Co-morbidites, CVD and metabolic diseases					
ILD differential diagnosis					
Interstitial lung disease endpoints	http://www.ebi.ac.uk/efo/EFO_0004244	interstitial lung disease	OLS API EFO lookup	fuzzy	check if valid
ILD, hospital admissions	http://www.orpha.net/ORDO/Orphanet_264992	Genetic interstitial lung disease	OLS API EFO lookup	fuzzy	check if valid
ILD, hospital admissions 1, main diag only	http://www.ebi.ac.uk/efo/EFO_1001422	Sertoli Cell-Only Syndrome	OLS API EFO lookup	fuzzy	check if valid
ILD, hospital admissions 3, with pneumonia sepsis	http://www.ebi.ac.uk/efo/EFO_0003106	pneumonia	OLS API EFO lookup	fuzzy	check if valid
ILD, hospital admission 2, with pulmonary infections	http://www.ebi.ac.uk/efo/EFO_1001834	pulmonary aspergillosis	OLS API EFO lookup	fuzzy	check if valid
ILD-related respiratory insufficiency	http://purl.obolibrary.org/obo/HP_0002093	Respiratory insufficiency	OLS API EFO lookup	fuzzy	check if valid
ILD related to systemic autoimmune disease	http://purl.obolibrary.org/obo/MONDO_0015939	systemic autoimmune disease	OLS API EFO lookup	fuzzy	check if valid
Autoimmune diseases related-to ILD	http://www.ebi.ac.uk/efo/EFO_1000870	CNS demyelinating autoimmune disease	OLS API EFO lookup	fuzzy	check if valid
All influenza (not pneumonia)	http://www.ebi.ac.uk/efo/EFO_0007541	viral pneumonia	OLS API EFO lookup	fuzzy	check if valid
Invasive ventilation					
Idiopathic pulmonary fibrosis (attempt to specificity)	http://www.ebi.ac.uk/efo/EFO_0009448	pulmonary fibrosis	OLS API EFO lookup	fuzzy	check if valid
Abscess of lung	http://www.ebi.ac.uk/efo/EFO_1001362	Lung Abscess	OLS API EFO lookup	fuzzy	check if valid
Unspecified acute lower respiratory infection	http://www.ebi.ac.uk/efo/EFO_0000694	severe acute respiratory syndrome	OLS API EFO lookup	fuzzy	check if valid
Acute upper respiratory infections of multiple and unspecified sites	http://www.ebi.ac.uk/efo/EFO_0003102	osteomyelitis	OLS API EFO lookup	fuzzy	check if valid
Adult respiratory distress syndrome	http://purl.obolibrary.org/obo/MONDO_0100130	adult acute respiratory distress syndrome	EFO OBO	match	
Pneumoconiosis due to asbestos and other mineral fibres					
Asthma	http://www.ebi.ac.uk/efo/EFO_0000270	asthma	EFO OBO	match	
Asthma/COPD (KELA code 203)	http://www.ebi.ac.uk/efo/EFO_0000270	asthma	OLS API EFO lookup	fuzzy	check if valid
Asthma (more controls excluded)	http://www.ebi.ac.uk/efo/EFO_0000270	asthma	OLS API EFO lookup	fuzzy	check if valid
Asthma (only as main-diagnosis)	http://www.ebi.ac.uk/efo/EFO_0000270	asthma	OLS API EFO lookup	fuzzy	check if valid
Asthma (only as main-diagnosis) (more controls excluded)	http://www.ebi.ac.uk/efo/EFO_0000270	asthma	OLS API EFO lookup	fuzzy	check if valid
Bronchitis, not specified as acute or chronic	http://www.ebi.ac.uk/efo/EFO_1000178	Chronic Eosinophilic Leukemia, Not Otherwise Specified	OLS API EFO lookup	fuzzy	check if valid
Bronchiectasis	http://purl.obolibrary.org/obo/MONDO_0004822	bronchiectasis	EFO OBO	match	
Acute bronchiolitis	http://purl.obolibrary.org/obo/HP_0011950	Bronchiolitis	OLS API EFO lookup	fuzzy	check if valid
Acute bronchitis	http://www.ebi.ac.uk/efo/EFO_0009661	bronchitis	EFO OBO	match	
Unspecified chronic bronchitis	http://www.ebi.ac.uk/efo/EFO_0006505	chronic bronchitis	OLS API EFO lookup	fuzzy	check if valid
Chronic laryngitis and laryngotracheitis	http://www.ebi.ac.uk/efo/EFO_0007227	croup	OLS API EFO lookup	fuzzy	check if valid
Chronic rhinitsi, nasopharyngitis and pharyngitis	http://purl.obolibrary.org/obo/MONDO_0002258	pharyngitis	OLS API EFO lookup	fuzzy	check if valid
Chronic sinusitis	http://www.ebi.ac.uk/efo/EFO_1000024	chronic rhinosinusitis	EFO OBO	match	
Chronic diseases of tonsils and adenoids					
Acute nasopharyngitis(common cold)	http://www.ebi.ac.uk/efo/EFO_0007214	common cold	OLS API EFO lookup	fuzzy	check if valid
COPD	http://www.ebi.ac.uk/efo/EFO_0000341	chronic obstructive pulmonary disease	OLS API EFO lookup	match	
Other chronic obstructive pulmonary disease	http://www.ebi.ac.uk/efo/EFO_0000341	chronic obstructive pulmonary disease	OLS API EFO lookup	fuzzy	check if valid
Emphysema	http://www.ebi.ac.uk/efo/EFO_0000464	emphysema	EFO OBO	match	
Acute epiglottitis	http://www.ebi.ac.uk/efo/EFO_0007261	epiglottitis	EFO OBO	match	
Lung diseases due to external agents					
Hypersensitivity pneumonitis due to organic dust	http://purl.obolibrary.org/obo/MONDO_0017853	hypersensitivity pneumonitis	OLS API EFO lookup	fuzzy	check if valid
All influenza					
Influenza and pneumonia	http://www.ebi.ac.uk/efo/EFO_0007541	viral pneumonia	OLS API EFO lookup	fuzzy	check if valid
Other respiratory diseases principally affecting the interstitium					
Acute laryngitis and tracheitis					
Chronic lower respiratory diseases					
Other acute lower respiratory infections	http://purl.obolibrary.org/obo/HP_0002788	Recurrent upper respiratory tract infections	OLS API EFO lookup	fuzzy	check if valid
Nasal polyp	http://www.ebi.ac.uk/efo/EFO_1000391	Nasal Cavity Polyp	EFO OBO	match	
Suppurative and necrotic conditions of lower respiratory tract					
Other insterstitial pulmonary diseases	http://www.ebi.ac.uk/efo/EFO_0001361	pulmonary arterial hypertension	OLS API EFO lookup	fuzzy	check if valid
Peritonsillar abscess	http://www.ebi.ac.uk/efo/EFO_0007429	peritonsillar abscess	EFO OBO	match	
Acute pharyngitis	http://purl.obolibrary.org/obo/MONDO_0002258	pharyngitis	EFO OBO	match	
Other diseases of pleura					
Pleural effusion	http://www.ebi.ac.uk/efo/EFO_0009637	pleural effusion	EFO OBO	match	
Other pleural conditions	http://www.ebi.ac.uk/efo/EFO_0007446	pleural tuberculosis	OLS API EFO lookup	fuzzy	check if valid
Pleural plaque	http://www.ebi.ac.uk/efo/EFO_0007446	pleural tuberculosis	OLS API EFO lookup	fuzzy	check if valid
Bacterial pneumoniae	http://www.ebi.ac.uk/efo/EFO_1001272	bacterial pneumonia	OLS API EFO lookup	fuzzy	check if valid
Bacterial pneumonia, not elsewhere classified	http://www.ebi.ac.uk/efo/EFO_1001272	bacterial pneumonia	OLS API EFO lookup	fuzzy	check if valid
Pneumonia, organism unsepcified	http://www.ebi.ac.uk/efo/EFO_0003106	pneumonia	OLS API EFO lookup	fuzzy	check if valid
All pneumoniae					
Pneumonitis due to solids and liquids	http://www.ebi.ac.uk/efo/EFO_1001871	acquired cold urticaria	OLS API EFO lookup	fuzzy	check if valid
Pneumonia due to other infectious organisms, not elsewhere classified	http://www.ebi.ac.uk/efo/EFO_0003106	pneumonia	OLS API EFO lookup	fuzzy	check if valid
Pneumonia due to Streptococcus pneumoniae	http://www.ebi.ac.uk/efo/EFO_0007499	streptococcal pneumonia	OLS API EFO lookup	fuzzy	check if valid
Pneumonia (excl. viral and due to other infectious organisms not elsewhere classified)	http://www.ebi.ac.uk/efo/EFO_0003106	pneumonia	OLS API EFO lookup	fuzzy	check if valid
Pneumothorax	http://purl.obolibrary.org/obo/MONDO_0002076	pneumothorax (disease)	EFO OBO	match	
Pulmonary eosinophilia, not elsewhere classified	http://www.ebi.ac.uk/efo/EFO_0000341	chronic obstructive pulmonary disease	OLS API EFO lookup	fuzzy	check if valid
Pulmonary oedema	http://www.ebi.ac.uk/efo/EFO_1001134	pulmonary edema	EFO OBO	match	
Pyothorax	http://www.ebi.ac.uk/efo/EFO_0009680	pleural empyema	EFO OBO	match	
Respiratory conditions due to other external agents					
Other respiratory disorders and diseases	http://www.ebi.ac.uk/efo/EFO_1001840	respiratory paralysis	OLS API EFO lookup	fuzzy	check if valid
Diseases of the respiratory system					
Other diseases of the respiratory system					
Deviated nasal septum					
Simple and mucoplurulent chronic bronchitis					
Acute sinusitis	http://www.ebi.ac.uk/efo/EFO_0007486	sinusitis	OLS API EFO lookup	fuzzy	check if valid
Other and unspecified tonssillitis	http://www.ebi.ac.uk/efo/EFO_0009734	unspecified juvenile idiopathic arthritis	OLS API EFO lookup	fuzzy	check if valid
Other diseases of upper respiratory tract	http://purl.obolibrary.org/obo/MONDO_0004867	upper respiratory tract disease	OLS API EFO lookup	fuzzy	check if valid
Acute upper respiratory infections	http://purl.obolibrary.org/obo/HP_0002788	Recurrent upper respiratory tract infections	OLS API EFO lookup	fuzzy	check if valid
Vasomotor and allergic rhinitis					
Viral pneumonia	http://www.ebi.ac.uk/efo/EFO_0007541	viral pneumonia	EFO OBO	match	
Diseases of vocal cords and larynx+other diseases of upper respiratory tract, no elsewhere classified					
Pain in joint	http://www.ebi.ac.uk/efo/EFO_1001054	myofascial pain syndrome	OLS API EFO lookup	fuzzy	check if valid
Juvenile arthritis (FINNGEN)	http://www.ebi.ac.uk/efo/EFO_1001999	systemic juvenile idiopathic arthritis	OLS API EFO lookup	fuzzy	check if valid
Abscess of anal and rectal regions	http://www.ebi.ac.uk/efo/EFO_1000080	Anal Melanoma	OLS API EFO lookup	fuzzy	check if valid
Achalasia of cardia	http://purl.obolibrary.org/obo/HP_0002571	Achalasia	OLS API EFO lookup	fuzzy	check if valid
Acute gastritis	http://www.ebi.ac.uk/efo/EFO_0000217	gastritis	EFO OBO	match	
Acute pancreatitis	http://www.ebi.ac.uk/efo/EFO_1000652	acute pancreatitis	EFO OBO	match	
Intestinal adhesions without obstruction	http://purl.obolibrary.org/obo/MONDO_0004565	intestinal obstruction	OLS API EFO lookup	fuzzy	check if valid
Alcoholic gastritis	http://purl.obolibrary.org/obo/MONDO_0004640	alcoholic gastritis	EFO OBO	match	
Alcoholic liver disease	http://www.ebi.ac.uk/efo/EFO_0008573	alcoholic liver disease	EFO OBO	match	
Acute appendicitis	http://www.ebi.ac.uk/efo/EFO_0007149	appendicitis	EFO OBO	match	
Diseases of appendix	http://www.ebi.ac.uk/efo/EFO_1000088	Appendix Adenocarcinoma	OLS API EFO lookup	fuzzy	check if valid
Other appendicitis	http://www.ebi.ac.uk/efo/EFO_0007149	appendicitis	OLS API EFO lookup	fuzzy	check if valid
Barret oesophagus					
Other diseases of biliary tract	http://purl.obolibrary.org/obo/MONDO_0003060	biliary tract cancer	OLS API EFO lookup	fuzzy	check if valid
Crohn disease (strict definition, require KELA)	http://purl.obolibrary.org/obo/MONDO_0000709	Crohn ileitis	OLS API EFO lookup	fuzzy	check if valid
Crohn disease ( strict definition, all UC cases excluded)	http://purl.obolibrary.org/obo/MONDO_0000709	Crohn ileitis	OLS API EFO lookup	fuzzy	check if valid
Crohn disease ( strict definition, require KELA, min 2 HDR)	http://purl.obolibrary.org/obo/MONDO_0000709	Crohn ileitis	OLS API EFO lookup	fuzzy	check if valid
Cholangitis (primary sclerosing, PSC)	http://www.ebi.ac.uk/efo/EFO_0004268	sclerosing cholangitis	OLS API EFO lookup	fuzzy	check if valid
Cholangitis (primary sclerosing, PSC), with reimbursement 202	http://www.ebi.ac.uk/efo/EFO_0004268	sclerosing cholangitis	OLS API EFO lookup	fuzzy	check if valid
Chlocystitis					
Cholelithiasis	http://www.ebi.ac.uk/efo/EFO_0004799	cholelithiasis	EFO OBO	match	
Chronic gastritis	http://www.ebi.ac.uk/efo/EFO_0000337	chronic gastritis	EFO OBO	match	
Chronic hepatitis, not elsewhere classified	http://www.ebi.ac.uk/efo/EFO_0000341	chronic obstructive pulmonary disease	OLS API EFO lookup	fuzzy	check if valid
Chronic pancreatitis	http://www.ebi.ac.uk/efo/EFO_0000342	chronic pancreatitis	EFO OBO	match	
Coeliac disease	http://www.ebi.ac.uk/efo/EFO_0001060	celiac disease	EFO OBO	match	
Crohn disease	http://www.ebi.ac.uk/efo/EFO_0000384	Crohn's disease	OLS API EFO lookup	match	
Diaphragmatic hernia	http://www.ebi.ac.uk/efo/EFO_0008561	diaphragmatic hernia	EFO OBO	match	
Other diseases of liver	http://www.ebi.ac.uk/efo/EFO_0001421	liver disease	OLS API EFO lookup	fuzzy	check if valid
Disorders of oesophagus in diseases classified elsewhere	http://www.ebi.ac.uk/efo/EFO_0000318	cardiomyopathy	OLS API EFO lookup	fuzzy	check if valid
Diverticular disease of intestine	http://www.ebi.ac.uk/efo/EFO_0009959	diverticular disease	OLS API EFO lookup	fuzzy	check if valid
Duodenal ulcer	http://www.ebi.ac.uk/efo/EFO_0004607	duodenal ulcer	EFO OBO	match	
Noninfective enteritis and colitis	http://www.ebi.ac.uk/efo/EFO_0000384	Crohn's disease	OLS API EFO lookup	fuzzy	check if valid
Femoral hernia	http://www.ebi.ac.uk/efo/EFO_1001791	femoral hernia	EFO OBO	match	
Fibrosis and chirrhosis of liver					
Fissure and fistula of anal and rectal regions					
Functional dyspepsia	http://www.ebi.ac.uk/efo/EFO_0008533	dyspepsia	OLS API EFO lookup	fuzzy	check if valid
Disorders of gallbladder, biliary tract and pancreas	http://www.orpha.net/ORDO/Orphanet_183548	Genetic visceral malformation of the liver, biliary tract, pancreas or spleen	OLS API EFO lookup	fuzzy	check if valid
Other diseases of gallbladder	http://www.ebi.ac.uk/efo/EFO_0003832	gallbladder disease	OLS API EFO lookup	fuzzy	check if valid
Gastroduodenal ulcer					
GI-bleeding	http://purl.obolibrary.org/obo/HP_0002239	Gastrointestinal hemorrhage	OLS API EFO lookup	fuzzy	check if valid
Gastrointestinal diseases					
Gastric ulcer	http://www.ebi.ac.uk/efo/EFO_0009454	gastric ulcer	EFO OBO	match	
Haemmorrhoids and perianal venous thrombosis					
Hepatic failure, not elsewhere classified	http://purl.obolibrary.org/obo/HP_0001399	Hepatic failure	OLS API EFO lookup	fuzzy	check if valid
Inguinal hernia	http://purl.obolibrary.org/obo/HP_0000023	Inguinal hernia	OLS API EFO lookup	match	
Hernia	http://purl.obolibrary.org/obo/HP_0100790	Hernia	OLS API EFO lookup	match	
Inflammatory bowel disease	http://www.ebi.ac.uk/efo/EFO_0003767	inflammatory bowel disease	EFO OBO	match	
Inflammatory bowel disease, strict (require KELA)	http://www.ebi.ac.uk/efo/EFO_0003767	inflammatory bowel disease	OLS API EFO lookup	fuzzy	check if valid
Irritable bowel syndrome	http://www.ebi.ac.uk/efo/EFO_0000555	irritable bowel syndrome	EFO OBO	match	
Paralytic ileus and intestinal obstruction	http://purl.obolibrary.org/obo/HP_0004401	Meconium ileus	OLS API EFO lookup	fuzzy	check if valid
Other diseases of intestines					
Intussusception	http://purl.obolibrary.org/obo/HP_0002576	Intussusception	OLS API EFO lookup	match	
Crohn's disease patients in KELA-register (KELA code 209, or 208 with ICD K50)	http://www.ebi.ac.uk/efo/EFO_0000384	Crohn's disease	OLS API EFO lookup	fuzzy	check if valid
IBD patients in KELA-register	http://www.ebi.ac.uk/efo/EFO_1001994	Scleroderma Polymyositis Overlap Syndrome	OLS API EFO lookup	fuzzy	check if valid
UC patients in KELA-register ( KELA 208 prior to 1994, or ICD K51)					
Diseases of liver	http://www.ebi.ac.uk/efo/EFO_0001421	liver disease	OLS API EFO lookup	fuzzy	check if valid
Intestinal malabsorbtion	http://www.ebi.ac.uk/efo/EFO_0005632	intestinal necrosis	OLS API EFO lookup	fuzzy	check if valid
Oesophagitis	http://purl.obolibrary.org/obo/HP_0100633	Esophagitis	OLS API EFO lookup	match	
Oesophageal obstruction	http://www.ebi.ac.uk/efo/EFO_1000908	duodenal obstruction	OLS API EFO lookup	fuzzy	check if valid
Diseases of oesophagus, stomach and duodenum					
Ulcer of oesophagus					
Other and unspecified abdominal hernia	http://www.ebi.ac.uk/efo/EFO_0009734	unspecified juvenile idiopathic arthritis	OLS API EFO lookup	fuzzy	check if valid
Other diseases of anus and rectum					
Other diseases of appendix	http://www.ebi.ac.uk/efo/EFO_1000088	Appendix Adenocarcinoma	OLS API EFO lookup	fuzzy	check if valid
Other diseases of the digestive system					
Other diseases of the digestive system					
Other diseases of oesophagus					
Other diseases of stomach and duodenum					
Other noninfective gastroenteritis and colitis	http://www.ebi.ac.uk/efo/EFO_1001463	gastroenteritis	OLS API EFO lookup	fuzzy	check if valid
Other functional intestinal disroders					
Other gastritis (incl. Duodenitis)	http://www.ebi.ac.uk/efo/EFO_0000217	gastritis	OLS API EFO lookup	fuzzy	check if valid
Other or unspecified ileus, impaction or obstruction	http://purl.obolibrary.org/obo/MONDO_0004567	ileus	OLS API EFO lookup	fuzzy	check if valid
Other inflammatory liver diseases	http://www.ebi.ac.uk/efo/EFO_1000324	Liver Inflammatory Myofibroblastic Tumor	OLS API EFO lookup	fuzzy	check if valid
Other diseases of intestine					
Other diseases of peritoneum					
Other diseases of pancreas	http://www.orpha.net/ORDO/Orphanet_674	Accessory pancreas	OLS API EFO lookup	fuzzy	check if valid
Paralytic ileus	http://purl.obolibrary.org/obo/HP_0002590	Paralytic ileus	OLS API EFO lookup	match	
Diseases of peritoneum					
Acute peritonitis					
Postprocedural disorders of digestive system, not elsewhere classified					
Colitis, primary sclerosing	http://www.ebi.ac.uk/efo/EFO_0004268	sclerosing cholangitis	OLS API EFO lookup	fuzzy	check if valid
Colitis, primary sclerosing, strict definition	http://www.ebi.ac.uk/efo/EFO_0004268	sclerosing cholangitis	OLS API EFO lookup	fuzzy	check if valid
Peptic ulcer	http://purl.obolibrary.org/obo/MONDO_0004247	peptic ulcer disease	EFO OBO	match	
Gastro-oesophageal reflux disease	http://www.ebi.ac.uk/efo/EFO_0003948	gastroesophageal reflux disease	OLS API EFO lookup	fuzzy	check if valid
KELA_REIMBURSEMENT_202					
Toxic liver disease	http://www.ebi.ac.uk/efo/EFO_0004228	drug-induced liver injury	OLS API EFO lookup	fuzzy	check if valid
Ulcerative colitis ( strict definition, require KELA)	http://www.ebi.ac.uk/efo/EFO_0000729	ulcerative colitis	OLS API EFO lookup	fuzzy	check if valid
Ulcerative colitis ( strict definition, all Crohn cases excluded)	http://www.ebi.ac.uk/efo/EFO_0000729	ulcerative colitis	OLS API EFO lookup	fuzzy	check if valid
Ulcerative colitis (strict definition, require KELA, min 2 HDR)	http://www.ebi.ac.uk/efo/EFO_0000729	ulcerative colitis	OLS API EFO lookup	fuzzy	check if valid
Ulcerative colitis	http://www.ebi.ac.uk/efo/EFO_0000729	ulcerative colitis	EFO OBO	match	
Umbilical hernia	http://purl.obolibrary.org/obo/HP_0001537	Umbilical hernia	OLS API EFO lookup	match	
Vascular disorders of the intestines	http://purl.obolibrary.org/obo/MONDO_0003159	vascular hemostatic disease	OLS API EFO lookup	fuzzy	check if valid
Ventral hernia	http://www.ebi.ac.uk/efo/EFO_1001866	ventral hernia	EFO OBO	match	
Volvulus	http://www.ebi.ac.uk/efo/EFO_1000989	intestinal volvulus	OLS API EFO lookup	match	
Diabetes, insuline treatment (Kela reimbursement)	http://www.ebi.ac.uk/efo/EFO_0004996	type 1 diabetes nephropathy	OLS API EFO lookup	fuzzy	check if valid
Diabetes, insuline treatment (Kela reimbursement) (more controls excluded)	http://www.ebi.ac.uk/efo/EFO_1001511	monogenic diabetes	OLS API EFO lookup	fuzzy	check if valid
Gonarthrosis [arthrosis of knee](FG)					
Alcohol abuse, main dg	http://purl.obolibrary.org/obo/MONDO_0002046	alcohol abuse	OLS API EFO lookup	fuzzy	check if valid
Alcohol abuse, main dg (more controls excluded)	http://purl.obolibrary.org/obo/MONDO_0002046	alcohol abuse	OLS API EFO lookup	fuzzy	check if valid
Anxiety disorders	http://www.ebi.ac.uk/efo/EFO_0006788	anxiety disorder	EFO OBO	match	
Anxiety disorders (more controls excluded)	http://www.ebi.ac.uk/efo/EFO_0006788	anxiety disorder	OLS API EFO lookup	fuzzy	check if valid
Any mental disorder	http://www.ebi.ac.uk/efo/EFO_0000677	mental or behavioural disorder	OLS API EFO lookup	fuzzy	check if valid
Any mental disorder, or suicide (or attempt), or psychic disorders complicating pregnancy, partum or puerperum or nerve system disorders	http://www.ebi.ac.uk/efo/EFO_0010642	Neurodevelopmental disorder	OLS API EFO lookup	fuzzy	check if valid
Autism spe	http://www.ebi.ac.uk/efo/EFO_0003758	autism	OLS API EFO lookup	fuzzy	check if valid
Autism spe (more controls excluded)	http://www.ebi.ac.uk/efo/EFO_0003758	autism	OLS API EFO lookup	fuzzy	check if valid
Behavioural disorders	http://www.ebi.ac.uk/efo/EFO_0000677	mental or behavioural disorder	OLS API EFO lookup	fuzzy	check if valid
Behavioural disorders (more controls excluded)	http://www.ebi.ac.uk/efo/EFO_0000677	mental or behavioural disorder	OLS API EFO lookup	fuzzy	check if valid
Emotional disorders starting during childhood or adolecense	http://www.ebi.ac.uk/efo/EFO_0007663	childhood aggressive behaviour measurement	OLS API EFO lookup	fuzzy	check if valid
Emotional disorders starting during childhood or adolecense (more controls excluded)	http://www.ebi.ac.uk/efo/EFO_0007663	childhood aggressive behaviour measurement	OLS API EFO lookup	fuzzy	check if valid
Other disorders starting during childhood or adolecense	http://www.ebi.ac.uk/efo/EFO_0007663	childhood aggressive behaviour measurement	OLS API EFO lookup	fuzzy	check if valid
Other disorders starting during childhood or adolecense (more controls excluded)	http://www.ebi.ac.uk/efo/EFO_0007663	childhood aggressive behaviour measurement	OLS API EFO lookup	fuzzy	check if valid
Social disorders starting during childhood or adolecense	http://www.ebi.ac.uk/efo/EFO_0007663	childhood aggressive behaviour measurement	OLS API EFO lookup	fuzzy	check if valid
Social disorders starting during childhood or adolecense (more controls excluded)	http://www.ebi.ac.uk/efo/EFO_0007663	childhood aggressive behaviour measurement	OLS API EFO lookup	fuzzy	check if valid
Mixed disorders of conduct and emotions					
Mixed disorders of conduct and emotions (more controls excluded)					
Any dementia	http://purl.obolibrary.org/obo/HP_0000726	Dementia	OLS API EFO lookup	fuzzy	check if valid
Any dementia (more controls excluded)	http://purl.obolibrary.org/obo/HP_0000726	Dementia	OLS API EFO lookup	fuzzy	check if valid
Wide developmental disorders	http://www.ebi.ac.uk/efo/EFO_0003852	developmental disability	OLS API EFO lookup	fuzzy	check if valid
Wide developmental disorders (more controls excluded)	http://www.ebi.ac.uk/efo/EFO_0003852	developmental disability	OLS API EFO lookup	fuzzy	check if valid
