query	term	label	source	quality	action
Unspecified diabetes	http://www.ebi.ac.uk/efo/EFO_0001359	type I diabetes mellitus	OLS API EFO lookup	fuzzy	check if valid
Unspecified diabetes with multiple/unspecified complications	http://www.ebi.ac.uk/efo/EFO_0001359	type I diabetes mellitus	OLS API EFO lookup	fuzzy	check if valid
Unspecified diabetes without complications					
Other endocrine disorders	http://www.ebi.ac.uk/efo/EFO_0001379	Other endocrine disorders	Zooma API lookup	match	
Disorders of other endocrine glands	http://www.ebi.ac.uk/efo/EFO_0001379	endocrine system disease	OLS API EFO lookup	fuzzy	check if valid
Postprocedural endocrine and metabolic disorders, not elsewhere classified	http://www.ebi.ac.uk/efo/EFO_0000589	metabolic disease	OLS API EFO lookup	fuzzy	check if valid
Endocrine, nutritional and metabolic diseases	http://www.ebi.ac.uk/efo/EFO_1001067	nutritional deficiency disease	OLS API EFO lookup	fuzzy	check if valid
Other disorders of fluid, electrolyte and acid-base balance					
Other disorders of glucose regulation and pancreatic internal secretion					
Nontoxic diffuse goitre	http://www.ebi.ac.uk/efo/EFO_1000216	Diffuse Melanocytosis	OLS API EFO lookup	fuzzy	check if valid
Nontoxic multinodular goitre	http://www.orpha.net/ORDO/Orphanet_276399	Familial multinodular goiter	OLS API EFO lookup	fuzzy	check if valid
Other and/or unspecified nontoxic goitre	http://www.ebi.ac.uk/efo/EFO_0009734	unspecified juvenile idiopathic arthritis	OLS API EFO lookup	fuzzy	check if valid
Nontoxic single thyroid nodule	http://www.ebi.ac.uk/efo/EFO_1001436	thyroid nodule	OLS API EFO lookup	fuzzy	check if valid
Pure hypercholesterolaemia	http://www.ebi.ac.uk/efo/EFO_0007617	pure tone hearing measurement	OLS API EFO lookup	fuzzy	check if valid
Hyperkalaemia	http://purl.obolibrary.org/obo/HP_0002153	hyperkalaemia	OT Zooma Mappings	match	
Mixed hyperlipidaemia	http://www.orpha.net/ORDO/Orphanet_79211	Combined hyperlipidemia	OLS API EFO lookup	match	
Hyperlipidaemia, other/unspecified	http://www.ebi.ac.uk/efo/EFO_0009734	unspecified juvenile idiopathic arthritis	OLS API EFO lookup	fuzzy	check if valid
Hyperparathyroidism	http://www.ebi.ac.uk/efo/EFO_0008506	hyperparathyroidism	OLS API EFO lookup	match	
Hyperfunction of pituitary gland	http://www.ebi.ac.uk/efo/EFO_1000973	Hyperfunction of pituitary gland	Zooma API lookup	match	
Hyperprolactinaemia	http://www.ebi.ac.uk/efo/EFO_0007319	hyperprolactinemia	EFO OBO	match	
Hypoglycaemia, other or unspecified	http://www.ebi.ac.uk/efo/EFO_0009734	unspecified juvenile idiopathic arthritis	OLS API EFO lookup	fuzzy	check if valid
Hypokalaemia					
Hypo-osmolality and hyponatraemia					
Hypoparathyroidism	http://www.ebi.ac.uk/efo/EFO_0009451	Hypoparathyroidism	Zooma API lookup	match	
Hypopituitarism	http://www.ebi.ac.uk/efo/EFO_0001380	hypopituitarism	EFO OBO	match	
Hypothyroidism,other/unspecified	http://www.ebi.ac.uk/efo/EFO_0009734	unspecified juvenile idiopathic arthritis	OLS API EFO lookup	fuzzy	check if valid
Lactose intolerance, other/unspecified	http://www.ebi.ac.uk/efo/EFO_1000062	lactose intolerance	EFO OBO	match	
Lactose intolerance	http://www.ebi.ac.uk/efo/EFO_1000062	lactose intolerance	EFO OBO	match	
Disorders of lipoprotein metabolism and other lipidaemias	http://purl.obolibrary.org/obo/MONDO_0004069	inborn mitochondrial metabolism disorder	OLS API EFO lookup	fuzzy	check if valid
Disorder of lipoprotein metabolism, unspecified					
Other metabolic disorders	http://www.orpha.net/ORDO/Orphanet_91088	Other metabolic disease	OLS API EFO lookup	fuzzy	check if valid
Metabolic disorders	http://www.ebi.ac.uk/efo/EFO_0000589	metabolic disease	OLS API EFO lookup	match	
Disorders of mineral metabolism	http://www.ebi.ac.uk/efo/EFO_0009556	Disorders of mineral metabolism	Zooma API lookup	match	
Other nutritional deficiencies	http://www.ebi.ac.uk/efo/EFO_1001067	Other nutritional deficiencies	Zooma API lookup	match	
Obesity	http://www.ebi.ac.uk/efo/EFO_0001073	obesity	EFO OBO	match	
Obesity due to excess calories	http://www.ebi.ac.uk/efo/EFO_0001073	obesity	OLS API EFO lookup	fuzzy	check if valid
Obesity, other/unspecified	http://www.ebi.ac.uk/efo/EFO_0009734	unspecified juvenile idiopathic arthritis	OLS API EFO lookup	fuzzy	check if valid
Obesity and other hyperalimentation	http://www.orpha.net/ORDO/Orphanet_2563	MOMO syndrome	OLS API EFO lookup	fuzzy	check if valid
Ovarian dysfunction	http://www.ebi.ac.uk/efo/EFO_0009003	Ovarian dysfunction	Zooma API lookup	match	
Disorders of parathyroid gland	http://www.ebi.ac.uk/efo/EFO_0005754	parathyroid disease	OLS API EFO lookup	fuzzy	check if valid
Polycystic ovarian syndrome	http://www.ebi.ac.uk/efo/EFO_0000660	polycystic ovarian syndrome	Zooma API lookup	match	
Disorders of the thyroid gland	http://www.ebi.ac.uk/efo/EFO_1000627	thyroid disease	OLS API EFO lookup	fuzzy	check if valid
Subacute thyroiditis	http://www.ebi.ac.uk/efo/EFO_1001194	subacute thyroiditis	EFO OBO	match	
Thyrotoxicosis with diffuse goitr	http://www.ebi.ac.uk/efo/EFO_0009190	Thyrotoxicosis	OLS API EFO lookup	fuzzy	check if valid
Thyrotoxicosis with toxic multinodular goitre	http://purl.obolibrary.org/obo/HP_0011785	Thyrotoxicosis with toxic multinodular goiter	OLS API HP exact lookup	match	check if in OT
Thyrotoxicosis, other and/or unspecified	http://www.ebi.ac.uk/efo/EFO_0009734	unspecified juvenile idiopathic arthritis	OLS API EFO lookup	fuzzy	check if valid
Vitamin deficiency	http://www.ebi.ac.uk/efo/EFO_0005878	vitamin deficiency	EFO OBO	match	
Volume depletion	http://purl.obolibrary.org/obo/HP_0011106	Volume depletion	Zooma API lookup	match	
Unsepcified/other endometriosis	http://www.ebi.ac.uk/efo/EFO_0001065	endometriosis	OLS API EFO lookup	fuzzy	check if valid
Endometriosis of ovary	http://www.ebi.ac.uk/efo/EFO_1000418	Ovarian Endometriosis	OLS API EFO lookup	match	
Endometriosis of pelvic peritoneum	http://www.ebi.ac.uk/efo/EFO_0001065	endometriosis	OLS API EFO lookup	fuzzy	check if valid
Endometriosis of rectovaginal septum and vagina	http://www.orpha.net/ORDO/Orphanet_2491	Müllerian duct anomalies - limb anomalies	OLS API EFO lookup	fuzzy	check if valid
Endometriosis of uterus	http://www.ebi.ac.uk/efo/EFO_0001065	endometriosis	OLS API EFO lookup	fuzzy	check if valid
Etmoidectomy					
Disturbance of activity and attention	http://purl.obolibrary.org/obo/HP_0031987	Diminished ability to concentrate	OLS API EFO lookup	fuzzy	check if valid
Mental and behavioural disorders due to alcohol, excluding acute intoxication	http://www.ebi.ac.uk/efo/EFO_0000677	mental or behavioural disorder	OLS API EFO lookup	fuzzy	check if valid
Acute alcohol intoxication	http://www.ebi.ac.uk/efo/EFO_0003829	alcohol dependence	OLS API EFO lookup	fuzzy	check if valid
All anxiety disorders	http://www.ebi.ac.uk/efo/EFO_0006788	anxiety disorder	OLS API EFO lookup	fuzzy	check if valid
Dementia in Alzheimer disease	http://www.ebi.ac.uk/efo/EFO_1001870	late-onset Alzheimers disease	OLS API EFO lookup	fuzzy	check if valid
Anankastic personality disorder	http://purl.obolibrary.org/obo/HP_0012075	Personality disorder	OLS API EFO lookup	fuzzy	check if valid
Anorexia (incl.atypical)	http://www.ebi.ac.uk/efo/EFO_0004215	anorexia nervosa	OLS API EFO lookup	fuzzy	check if valid
Other anxiety disorders	http://www.ebi.ac.uk/efo/EFO_0006788	Other anxiety disorders	Zooma API lookup	match	
Behavioural syndromes associated with physiological disturbances and physical factors	http://www.ebi.ac.uk/efo/EFO_1000931	euthyroid sick syndrome	OLS API EFO lookup	fuzzy	check if valid
Behauvioural and emotional disorders with onset usually occuring in childhood and adolescence					
Other behavioural and emotional disorders with onset usually occuring in childhood and adolescence					
Bipolar affective disorders	http://www.ebi.ac.uk/efo/EFO_0000289	Bipolar affective disorder	Zooma API lookup	match	
Bulimia nervosa (incl. atypical)	http://www.ebi.ac.uk/efo/EFO_0005204	bulimia nervosa	OLS API EFO lookup	fuzzy	check if valid
Mental and behavioural disorders due to cannabinoids	http://www.ebi.ac.uk/efo/EFO_0000677	mental or behavioural disorder	OLS API EFO lookup	fuzzy	check if valid
Conduct disorder	http://www.ebi.ac.uk/efo/EFO_0004216	conduct disorder	EFO OBO	match	
Mixed disorders of conduct and emotions					
Delirium, not induced by alcohol and other psychoactive substances					
Persistent delusional disorders	http://www.ebi.ac.uk/efo/EFO_0009692	voice disorders	OLS API EFO lookup	fuzzy	check if valid
Dementia	http://purl.obolibrary.org/obo/HP_0000726	dementia	EFO OBO	match	
Dementia in other diseases classified elsewhere	http://www.ebi.ac.uk/efo/EFO_0000318	cardiomyopathy	OLS API EFO lookup	fuzzy	check if valid
Unspecified dementia	http://purl.obolibrary.org/obo/HP_0000726	Unspecified dementia	Zooma API lookup	match	
Dependent personality disorder	http://purl.obolibrary.org/obo/HP_0012075	Personality disorder	OLS API EFO lookup	fuzzy	check if valid
Depression	http://www.ebi.ac.uk/efo/EFO_0003761	unipolar depression	OLS API EFO lookup	match	
Dissocial personality disorder	http://purl.obolibrary.org/obo/HP_0012075	Personality disorder	OLS API EFO lookup	fuzzy	check if valid
Dissociative [conversion] disorders	http://www.ebi.ac.uk/efo/EFO_0009750	dissociation measurement	OLS API EFO lookup	fuzzy	check if valid
Eating disorders	http://www.ebi.ac.uk/efo/EFO_0005203	eating disorder	OLS API EFO lookup	fuzzy	check if valid
Other eating disorders	http://www.ebi.ac.uk/efo/EFO_0005203	eating disorder	OLS API EFO lookup	fuzzy	check if valid
Emotional disorders and disorders of social functioning with onset specific to childhood	http://purl.obolibrary.org/obo/MONDO_0024417	perceptual disorders	OLS API EFO lookup	fuzzy	check if valid
Emotionally unstable personality disorder	http://www.ebi.ac.uk/efo/EFO_0005429	borderline personality disorder symptom	OLS API EFO lookup	fuzzy	check if valid
Generalized anxiety disorder	http://www.ebi.ac.uk/efo/EFO_1001892	generalized anxiety disorder	EFO OBO	match	
Kela-cod for severe mental illness	http://purl.obolibrary.org/obo/HP_0010864	Intellectual disability, severe	OLS API EFO lookup	fuzzy	check if valid
Manic episode	http://www.ebi.ac.uk/efo/EFO_0007706	Manic episode	Zooma API lookup	match	
Mental disorders, not otherwise specified	http://www.ebi.ac.uk/efo/EFO_1000178	Chronic Eosinophilic Leukemia, Not Otherwise Specified	OLS API EFO lookup	fuzzy	check if valid
Other mental disorders due to brain damage and dysfunction and to physical disease	http://purl.obolibrary.org/obo/HP_0000011	Neurogenic bladder	OLS API EFO lookup	fuzzy	check if valid
Mental retardation	http://www.ebi.ac.uk/efo/EFO_0003847	mental retardation	EFO OBO	match	
Mild mental retardation	http://purl.obolibrary.org/obo/HP_0001256	Intellectual disability, mild	OLS API EFO lookup	match	
Mixed and other personality disorders	http://purl.obolibrary.org/obo/HP_0012075	Mixed and other personality disorders	Zooma API lookup	match	
Mood [affective] disorders	http://www.ebi.ac.uk/efo/EFO_0004247	mood disorder	OLS API EFO lookup	fuzzy	check if valid
Other and unspecidied mood [affective] disorders	http://www.ebi.ac.uk/efo/EFO_0004247	mood disorder	OLS API EFO lookup	fuzzy	check if valid
Neurotic, stress-related and somatoform disorders					
Other neurotic disorders	http://www.ebi.ac.uk/efo/EFO_0004257	neurotic disorder	OLS API EFO lookup	fuzzy	check if valid
Obsessive-compulsive disorder	http://www.ebi.ac.uk/efo/EFO_0004242	obsessive-compulsive disorder	EFO OBO	match	
Mental and behavioural disorders due to opioids	http://www.ebi.ac.uk/efo/EFO_0000677	mental or behavioural disorder	OLS API EFO lookup	fuzzy	check if valid
Organic, including symptomatic, mental disorders	http://www.ebi.ac.uk/efo/EFO_0003146	symptomatic heart failure	OLS API EFO lookup	fuzzy	check if valid
Mental and behavioural disorders due to multiple drug use and use of multiple drugs and use of other psycoactive substances					
Other specified and unspecified personality disorders	http://www.ebi.ac.uk/efo/EFO_0000516	glaucoma	OLS API EFO lookup	fuzzy	check if valid
Panic disorder	http://www.ebi.ac.uk/efo/EFO_0004262	panic disorder	EFO OBO	match	
Paranoid personality disorder	http://purl.obolibrary.org/obo/HP_0012075	Personality disorder	OLS API EFO lookup	fuzzy	check if valid
Persistent mood disorders	http://www.ebi.ac.uk/efo/EFO_0004247	mood disorder	OLS API EFO lookup	fuzzy	check if valid
Disorders of adult personality and behaviour	http://www.ebi.ac.uk/efo/EFO_0007052	antisocial behaviour measurement	OLS API EFO lookup	fuzzy	check if valid
Specific personality disorders					
Phobic anxiety disorders	http://www.ebi.ac.uk/efo/EFO_1001908	Phobic anxiety disorders	Zooma API lookup	match	
Psychiatric diseases	http://purl.obolibrary.org/obo/MONDO_0002025	psychiatric disorder	OLS API EFO lookup	fuzzy	check if valid
Disorders of psychological developtment	http://www.ebi.ac.uk/efo/EFO_0009095	psychological measurement	OLS API EFO lookup	fuzzy	check if valid
Other and unspecified nonorganic psychotic disorders	http://www.ebi.ac.uk/efo/EFO_0000692	schizophrenia	OLS API EFO lookup	fuzzy	check if valid
Acute and transient psychotic disorders	http://www.ebi.ac.uk/efo/EFO_0005940	Acute and transient psychotic disorders	Zooma API lookup	match	
Post-traumatic stress disorder	http://www.ebi.ac.uk/efo/EFO_0001358	post-traumatic stress disorder	EFO OBO	match	
Schizophrenia, schizotypal and delusional disorders					
Schizoaffective disorder	http://www.ebi.ac.uk/efo/EFO_0005411	schizoaffective disorder	EFO OBO	match	
Schizotypal disorder	http://www.ebi.ac.uk/efo/EFO_0000289	bipolar disorder	OLS API EFO lookup	fuzzy	check if valid
Schizoid personality disorder	http://purl.obolibrary.org/obo/HP_0012075	Personality disorder	OLS API EFO lookup	fuzzy	check if valid
Specific development disorders of scholastic skills	http://www.ebi.ac.uk/efo/EFO_0003756	autism spectrum disorder	OLS API EFO lookup	fuzzy	check if valid
Schizophrenia	http://www.ebi.ac.uk/efo/EFO_0000692	schizophrenia	EFO OBO	match	
Mental and behavioural disorders due to sedatives or hypnotics	http://www.ebi.ac.uk/efo/EFO_0000677	mental or behavioural disorder	OLS API EFO lookup	fuzzy	check if valid
Sleep disorders	http://www.ebi.ac.uk/efo/EFO_0008568	Sleep disorders	Zooma API lookup	match	
Somatoform disorder	http://www.ebi.ac.uk/efo/EFO_0009687	somatoform disorder	OLS API EFO lookup	match	
Specific development disorders of speech and language	http://purl.obolibrary.org/obo/HP_0000750	Delayed speech and language development	OLS API EFO lookup	fuzzy	check if valid
Mental and behavioural disorders due to use of other stimulants, including caffeine	http://www.ebi.ac.uk/efo/EFO_0000677	mental or behavioural disorder	OLS API EFO lookup	fuzzy	check if valid
Other reactioin to severe stress, and adjustment disorders	http://www.ebi.ac.uk/efo/EFO_1001905	Oxidative Stress	OLS API EFO lookup	fuzzy	check if valid
Substance use, excluding alcohol	http://purl.obolibrary.org/obo/MONDO_0019781	astrocytoma (excluding glioblastoma)	OLS API EFO lookup	fuzzy	check if valid
Mental and behavioural disorders due to psychoctive substance use	http://www.ebi.ac.uk/efo/EFO_0000677	mental or behavioural disorder	OLS API EFO lookup	fuzzy	check if valid
Mental and behavioural disorders due to tobacco	http://www.ebi.ac.uk/efo/EFO_0000677	mental or behavioural disorder	OLS API EFO lookup	fuzzy	check if valid
Unspecified mental disorder	http://www.orpha.net/ORDO/Orphanet_254837	Unspecified mitochondrial disorder	OLS API EFO lookup	fuzzy	check if valid
Vascular dementia	http://www.ebi.ac.uk/efo/EFO_0004718	vascular dementia	EFO OBO	match	
FESS (DNB20)					
Cardiomyopathy (excluding other)	http://www.ebi.ac.uk/efo/EFO_0000318	cardiomyopathy	OLS API EFO lookup	fuzzy	check if valid
Cerebrovascular diseases (FINNGEN)	http://www.ebi.ac.uk/efo/EFO_0003763	cerebrovascular disorder	OLS API EFO lookup	fuzzy	check if valid
Cardiovascular diseases (excluding rheumatic etc)	http://www.ebi.ac.uk/efo/EFO_0000319	cardiovascular disease	OLS API EFO lookup	fuzzy	check if valid
Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified (FINNGEN)	http://www.ebi.ac.uk/efo/EFO_0000684	respiratory system disease	OLS API EFO lookup	fuzzy	check if valid
Diseases of arteries, arterioles and capillaries (FINNGEN)	http://www.ebi.ac.uk/efo/EFO_0003967	vascular sarcoma	OLS API EFO lookup	fuzzy	check if valid
Hypertensive diseases (excluding secondary)	http://www.ebi.ac.uk/efo/EFO_1000977	hypertensive retinopathy	OLS API EFO lookup	fuzzy	check if valid
Other CVD (FINNGEN)	http://www.ebi.ac.uk/efo/EFO_0000319	cardiovascular disease	OLS API EFO lookup	fuzzy	check if valid
Other heart diseases	http://www.ebi.ac.uk/efo/EFO_0003777	heart disease	OLS API EFO lookup	fuzzy	check if valid
Pulmonary heart disease	http://purl.obolibrary.org/obo/MONDO_0004596	cor pulmonale	OLS API EFO lookup	match	
Fibromyalgia related co-morbidities	http://www.ebi.ac.uk/efo/EFO_0005687	fibromyalgia	OLS API EFO lookup	fuzzy	check if valid
Degeneration of the brain due to alcohol	http://purl.obolibrary.org/obo/MONDO_0022687	cerebellar degeneration	OLS API EFO lookup	fuzzy	check if valid
Alzheimer disease	http://www.ebi.ac.uk/efo/EFO_0000249	Alzheimer's disease	OLS API EFO lookup	match	
Alzheimer disease (more excluded)	http://purl.obolibrary.org/obo/MONDO_0100087	familial Alzheimer disease	OLS API EFO lookup	fuzzy	check if valid
Atypical facial pain	http://www.orpha.net/ORDO/Orphanet_398147	Persistent idiopathic facial pain	OLS API ORDO exact lookup	match	check if in OT
Bell's palsy	http://www.ebi.ac.uk/efo/EFO_0007167	Bell's palsy	OLS API EFO lookup	match	
Brachial plexus disorders	http://www.ebi.ac.uk/efo/EFO_1000844	brachial plexus neuropathy	OLS API EFO lookup	fuzzy	check if valid
Carpal tunnel syndrome	http://www.ebi.ac.uk/efo/EFO_0004143	carpal tunnel syndrome	EFO OBO	match	
Cerebral cysts	http://www.ebi.ac.uk/efo/EFO_1001858	Tarlov Cysts	OLS API EFO lookup	fuzzy	check if valid
Concussion	http://www.ebi.ac.uk/efo/EFO_1001827	post-concussion syndrome	OLS API EFO lookup	fuzzy	check if valid
Cerebral palsy and other paralytic syndromes	http://www.ebi.ac.uk/efo/EFO_0003783	progressive bulbar palsy	OLS API EFO lookup	fuzzy	check if valid
Demyelenating diseases of the central nervous system	http://www.orpha.net/ORDO/Orphanet_140989	Primary central nervous system vasculitis	OLS API EFO lookup	fuzzy	check if valid
Diabethic neuropathy	http://www.ebi.ac.uk/efo/EFO_0004149	neuropathy	OLS API EFO lookup	fuzzy	check if valid
Diffuse brain injury	http://purl.obolibrary.org/obo/MONDO_0043510	brain injury	OLS API EFO lookup	fuzzy	check if valid
Dystonia	http://purl.obolibrary.org/obo/HP_0001332	dystonia	OT Zooma Mappings	match	
Episodal and paroxysmal disorders					
Epilepsy	http://www.ebi.ac.uk/efo/EFO_0000474	epilepsy	EFO OBO	match	
Other facial nerve disorders	http://www.ebi.ac.uk/efo/EFO_0009380	facial neuralgia	OLS API EFO lookup	fuzzy	check if valid
Lesion of lateral popliteal nerve					
Focal brain injury	http://purl.obolibrary.org/obo/MONDO_0043510	brain injury	OLS API EFO lookup	fuzzy	check if valid
Other headache syndromes	http://www.ebi.ac.uk/efo/EFO_0009550	Other headache syndromes	Zooma API lookup	match	
Hemiplegia	http://www.orpha.net/ORDO/Orphanet_2131	hemiplegia	Zooma API lookup	match	
Hydrocephalus	http://purl.obolibrary.org/obo/HP_0000238	hydrocephalus	Zooma API lookup	match	
Other and unspecified intracranial injuries	http://www.ebi.ac.uk/efo/EFO_0009734	unspecified juvenile idiopathic arthritis	OLS API EFO lookup	fuzzy	check if valid
Intracranial trauma	http://www.ebi.ac.uk/efo/EFO_1000993	intracranial hypotension	OLS API EFO lookup	fuzzy	check if valid
Lumbosacral root disorders, not elsewhere classified	http://www.ebi.ac.uk/efo/EFO_0009692	voice disorders	OLS API EFO lookup	fuzzy	check if valid
Other lesions of median nerve	http://www.ebi.ac.uk/efo/EFO_1000936	femoral neuropathy	OLS API EFO lookup	fuzzy	check if valid
Bacterial meningitis	http://www.ebi.ac.uk/efo/EFO_1000831	bacterial meningitis	EFO OBO	match	
Meralgia paraesthetica					
Migraine	http://www.ebi.ac.uk/efo/EFO_0003821	migraine	OT Zooma Mappings	match	
Other and unspecified mononeuropathies of lower limb	http://www.ebi.ac.uk/efo/EFO_0009734	unspecified juvenile idiopathic arthritis	OLS API EFO lookup	fuzzy	check if valid
Other and unspecified mononeuropathies of upper limb	http://www.ebi.ac.uk/efo/EFO_0009734	unspecified juvenile idiopathic arthritis	OLS API EFO lookup	fuzzy	check if valid
Other and unsepcified mononeuropathies, also in other diseases					
MS-disease / Multiple Sclerosis	http://www.ebi.ac.uk/efo/EFO_0003885	multiple sclerosis	OLS API EFO lookup	fuzzy	check if valid
Diseases of the myoneural junction and muscle	http://www.ebi.ac.uk/efo/EFO_1001867	Zenker diverticulum	OLS API EFO lookup	fuzzy	check if valid
Other and unspecified myopathies	http://www.ebi.ac.uk/efo/EFO_0009734	unspecified juvenile idiopathic arthritis	OLS API EFO lookup	fuzzy	check if valid
Nerve, nerve root and plexus disorders	http://www.ebi.ac.uk/efo/EFO_0009559	Nerve root and plexus disorders	Zooma API lookup	match	
Systemic atrophies primarly affecting the central nervous system	http://purl.obolibrary.org/obo/MONDO_0003346	central nervous system vasculitis	OLS API EFO lookup	fuzzy	check if valid
Inflammatory diseases of the central nervous system	http://www.orpha.net/ORDO/Orphanet_140989	Primary central nervous system vasculitis	OLS API EFO lookup	fuzzy	check if valid
Neurological diseases	http://www.orpha.net/ORDO/Orphanet_137658	Microcephaly - intellectual disability - phalangeal and neurological anomalies	OLS API EFO lookup	fuzzy	check if valid
Other degenerative diseases of the nervous system	http://www.ebi.ac.uk/efo/EFO_0005772	neurodegenerative disease	OLS API EFO lookup	fuzzy	check if valid
Other disorders of nervous system	http://www.ebi.ac.uk/efo/EFO_0000618	Other disorders of nervous system	Zooma API lookup	match	
Other demyelinating diseases of the central nervous system	http://www.ebi.ac.uk/efo/EFO_1000870	CNS demyelinating autoimmune disease	OLS API EFO lookup	fuzzy	check if valid
Other neurological diseases	http://www.orpha.net/ORDO/Orphanet_137658	Microcephaly - intellectual disability - phalangeal and neurological anomalies	OLS API EFO lookup	fuzzy	check if valid
Parkinson's disease	http://www.ebi.ac.uk/efo/EFO_0002508	Parkinson's disease	Zooma API lookup	match	
Parkinson's disease	http://www.ebi.ac.uk/efo/EFO_0002508	Parkinson's disease	Zooma API lookup	match	
Secondary parkinsonism+Parkinsonism in other disease	http://purl.obolibrary.org/obo/HP_0001300	Parkinsonism	OLS API EFO lookup	fuzzy	check if valid
Lesion of plantar nerve	http://www.ebi.ac.uk/efo/EFO_1001143	radial nerve lesion	OLS API EFO lookup	fuzzy	check if valid
Polyneuropathies and other disorders of the peripheral nervous system	http://www.ebi.ac.uk/efo/EFO_1001115	POEMS syndrome	OLS API EFO lookup	fuzzy	check if valid
Other and unspecified polyneuropathies, also in other diseases	http://www.ebi.ac.uk/efo/EFO_0009734	unspecified juvenile idiopathic arthritis	OLS API EFO lookup	fuzzy	check if valid
Postprocedural disorders of nervous system	http://www.ebi.ac.uk/efo/EFO_0009387	peripheral nervous system disease	OLS API EFO lookup	fuzzy	check if valid
Lesion of radial nerve	http://www.ebi.ac.uk/efo/EFO_1001143	radial nerve lesion	OLS API EFO lookup	match	
Other and unspecified nerve root and plexus disorders, also in other diseases					
Lesion of sciatic nerve					
Traumatic subdural haemorrhage	http://www.ebi.ac.uk/efo/EFO_1001429	Subdural Effusion	OLS API EFO lookup	fuzzy	check if valid
Sleep apnoea	http://www.ebi.ac.uk/efo/EFO_0003877	sleep apnoea	Zooma API lookup	match	
Other sleepdisorders	http://purl.obolibrary.org/obo/MONDO_0019546	other acquired skin disease	OLS API EFO lookup	fuzzy	check if valid
Other diseases of spinal cord	http://www.ebi.ac.uk/efo/EFO_0009488	Other diseases of spinal cord	Zooma API lookup	match	
Status epilepticus	http://purl.obolibrary.org/obo/HP_0002133	status epilepticus	OT Zooma Mappings	match	
Transient ischemic attack	http://www.ebi.ac.uk/efo/EFO_0003764	transient ischemic attack	EFO OBO	match	
Trigeminal neuralgia	http://www.ebi.ac.uk/efo/EFO_1001219	trigeminal neuralgia	EFO OBO	match	
Lesion of ulnar nerve	http://www.ebi.ac.uk/efo/EFO_1001224	ulnar neuropathy	OLS API EFO lookup	fuzzy	check if valid
Vascular syndromes of brain in cerebrovascular disorders	http://www.ebi.ac.uk/efo/EFO_0003763	cerebrovascular disorder	OLS API EFO lookup	fuzzy	check if valid
Extrapyramidal and movement disorders	http://www.orpha.net/ORDO/Orphanet_139441	Hypomyelination with atrophy of basal ganglia and cerebellum	OLS API EFO lookup	fuzzy	check if valid
Other extrapyramidal and movement disorders+ in other diseases	http://purl.obolibrary.org/obo/HP_0002304	Akinesia	OLS API EFO lookup	fuzzy	check if valid
Gestational diabetes (for exclusion)	http://www.ebi.ac.uk/efo/EFO_0004593	gestational diabetes	OLS API EFO lookup	fuzzy	check if valid
Giant cell arteritis with polymyalgia rheumatica	http://www.ebi.ac.uk/efo/EFO_1001209	temporal arteritis	OLS API EFO lookup	fuzzy	check if valid
Glomerulonephritis	http://purl.obolibrary.org/obo/MONDO_0002462	glomerulonephritis (disease)	OLS API EFO lookup	match	
Glucagon-like peptide-1 (GLP-1) analogues	http://www.ebi.ac.uk/efo/EFO_0008531	GLP-1-stimulated insulin response	OLS API EFO lookup	fuzzy	check if valid
Other blood glucose lowering drugs, excl. Insulins	http://www.ebi.ac.uk/efo/EFO_0009698	gestational blood glucose measurement	OLS API EFO lookup	fuzzy	check if valid
Gout, FINNGEN					
Gout-related co-morbidities	http://www.ebi.ac.uk/efo/EFO_0004274	gout	OLS API EFO lookup	fuzzy	check if valid
Idiopathic gout	http://www.ebi.ac.uk/efo/EFO_0004274	gout	OLS API EFO lookup	fuzzy	check if valid
Gout, unspecified	http://www.ebi.ac.uk/efo/EFO_0009734	unspecified juvenile idiopathic arthritis	OLS API EFO lookup	fuzzy	check if valid
Allergic conjunctivitis	http://www.ebi.ac.uk/efo/EFO_0007141	allergic conjunctivitis	EFO OBO	match	
Amblyopia ex anopsia	http://purl.obolibrary.org/obo/MONDO_0001020	amblyopia (disease)	OLS API EFO lookup	fuzzy	check if valid
Anisometropia and aniseikonia					
Astigmatism	http://purl.obolibrary.org/obo/HP_0000483	astigmatism	Zooma API lookup	match	
Blepharochalasis	http://purl.obolibrary.org/obo/HP_0010749	Blepharochalasis	OLS API HP exact lookup	match	check if in OT
Visual impairment including blindness (binocular or monocular)	http://purl.obolibrary.org/obo/HP_0100704	Cerebral visual impairment	OLS API EFO lookup	fuzzy	check if valid
Other cataract	http://www.ebi.ac.uk/efo/EFO_0001059	Other cataract	Zooma API lookup	match	
Senile cataract	http://purl.obolibrary.org/obo/HP_0011141	Senile cataract	Zooma API lookup	match	
Chalazion	http://www.ebi.ac.uk/efo/EFO_0007363	meibomian cyst	OLS API EFO lookup	match	
Chorioretinal inflammation	http://purl.obolibrary.org/obo/MP_0001845	inflammation	OLS API EFO lookup	fuzzy	check if valid
Disorders of choroid and retina	http://www.orpha.net/ORDO/Orphanet_98942	Coloboma of choroid and retina	OLS API EFO lookup	fuzzy	check if valid
conjunctival haemorrhage	http://www.ebi.ac.uk/efo/EFO_1000203	Conjunctival Disorder	OLS API EFO lookup	fuzzy	check if valid
conjunctival degenerations and deposits					
Disorders of conjunctiva					
Conjunctivitis	http://www.ebi.ac.uk/efo/EFO_0009450	Conjunctivitis	Zooma API lookup	match	
