H7_OPTNEUROTH	Other disorders of optic [2nd] nerve and visual pathways
H7_ORBIT	Disorders of orbit
H7_OTHERCONJ	Other disorders of conjunctiva
H7_OTHIRISCILIARY	Other disorders of iris and ciliary body
H7_OTHRETARTOCC	Other retinal artery occlusion
H7_PAPILLOEDEMA	Papilloedema, unspecified
H7_PARASTRA3	Third [oculomotor] nerve palsy
H7_PARASTRA4	Fourth [trochlear] nerve palsy
H7_PARASTRA6	Sixth [abducent] nerve palsy
H7_PARASTRAB	Paralytic strabismus
H7_PERIPHRETINADEGEN	Peripheral retinal degeneration
H7_PRESBYOPIA	Presbyopia
H7_PTERYGIUM	Pterygium
H7_PTOSIS	Ptosis of eyelid
H7_REFRAACCOMMODIS	Disorders of refraction and accommodation
H7_RETINAHAEMORR	Retinal haemorrhage
H7_RETINALBREAK	Retinal breaks without detachment
H7_RETINALDETACH	Retinal detachments and breaks
H7_RETINALDETACHBREAK	Retinal detachment with retinal break
H7_RETINALDETACHOTH	Other, unspecified and serous retinal detachments
H7_RETINALDISOTH	Other retinal disorders
H7_RETINANAS	Other specified and unspecified retinal disorders
H7_RETINASEPAR	Separation of retinal layers (serosa)
H7_RETINAVASC	Retinal vascular disorders
H7_RETINOCHISISCYST	Retinoschisis and retinal cysts
H7_RETINOPATHYDIAB	Diabetic retinopathy
H7_RETINOPATHYDIAB_BKG	Diabetic background retinopathy
H7_RETINOPATHYDIAB_BKG_SEVERE	Severe diabetic background retinopathy
H7_RETINOPATHYDIAB_NAS	Other diabetic retinopathy
H7_RETINOPATHYDIAB_PROLIF	Proliferative diabetic retinopathy
H7_RETIVASCOCCLUSION	Retinal vascular occlusion
H7_RETVASCNAS	Other and unspecified vascular occlusions
H7_SCLERACORNEA	Disorders of sclera, cornea, iris and ciliary body
H7_SCLERITISEPISCLERITIS	Scleritis and episcleritis
H7_STENOLACRI	Stenosis and insufficiency of lacrimal passages
H7_STRABISMUS	Strabismus
H7_STRABOTH	Other strabismus
H7_USEOFEYEANTIALLERGENS	Use of eye-antiallergens (taken as indicator of allergic/atopic conjunctivitis)
H7_VASCCILIARY	Hyphaema and other vascular disorders of iris and ciliary body
H7_VERTISTRAB	Vertical strabismus
H7_VISDISTNAS	Other and unspecified visual disturbances
H7_VISFIELDDEF	Visual field defects
H7_VISUALDISTBLIND	Visual disturbances and blindness
H7_VISUDISTURB	Visual disturbances
H7_VISUDISTURBSUB	Subjective visual disturbances
H7_VITRBODYGLOBE	Disorders of vitreous body
H7_VITREOUS	Disorders of vitreous body and globe
H7_VITRHAEMORR	Vitreous haemorrhage
H7_VITROPACIT	Other vitreous opacities
H7_VITROTH	Other and unspecified disorders of vitreous body
H8_BPV	Benign paroxysmal vertigo
H8_CERUMEN	Impacted cerumen
H8_CHOLEASTOMA	Cholesteatoma of middle ear
H8_CHRON_SUPOTITIS	Chronic suppurative otitis media
H8_CONSENHEARINGLOSS	Conductive and sensorineural hearing loss
H8_EAR	Diseases of the ear and mastoid process
H8_EUSTNAS	Other disorders of Eustachian tube
H8_EUSTSALP	Eustachian salpingitis and obstruction
H8_EXTDISINOTH	Disorder of external ear, unspecified
H8_EXTDISNAS	Other specified disorders of external ear
H8_EXTERNAL	Diseases of external ear
H8_EXTOTITIS	Otitis externa
H8_EXT_ABSC	Abscess of external ear
H8_EXT_INFNAS	Other infective otitis externa
H8_EXT_NAS	Otitis externa, unspecified
H8_EXT_NONINF	Acute otitis externa, noninfective
H8_EXT_OTH	Other otitis externa (chronic)
H8_HL_CON_NAS	Conductive hearing loss, unspecified
H8_HL_IDIOP	Sudden idiopathic hearing loss
H8_HL_MIX_NAS	Mixed conductive and sensorineural hearing loss
H8_HL_NAS	Other specified/unspecified hearing loss
H8_HL_PRESBY	Presbycusis
H8_HL_SEN_NAS	Sensorineural hearing loss
H8_INNER	Diseases of inner ear
H8_MASTCHRON	Chronic mastoiditis
H8_MED_SUPP	Suppurative and unspecified otitis media
H8_MENIERE	Ménière disease
H8_MIDDLEADDH	Adhesive middle ear disease
H8_MIDDLEMASTOID	Diseases of middle ear and mastoid
H8_NOISEINNER	Noise effects on inner ear
H8_NONSUPPNAS	Nonsuppurative otitis media
H8_OTALGIA	Otalgia
H8_OTHEREAR	Other disorders of ear
H8_OTHHEARINGLOSS	Other hearing loss
H8_OTIMEDNAS	Otitis media, unspecified
H8_OTOSCLE	Otosclerosis
H8_PERCHRONDR	Perichondritis of external ear
H8_PERFORATION	Perforation of tympanic membrane
H8_PERIPHVERTIGO	Other peripheral vertigo
H8_SUP_ACUTE	Acute suppurative otitis media
H8_SUP_OTINAS	Suppurative otitis media, unspecified
H8_TINNITUS	Tinnitus
H8_VERTIGO	Disorders of vestibular function (Vertigo)
H8_VERTIGOCENT	Vertigo of central origin
H8_VESTIBNEUR	Vestibular neuronitis
H8_VESTIFUNCNAS	Other/unspecified disorders of vestibular function
HEADACHE	Headache
HEPATITIS_CHRONIC_VIRAL	Chronic viral hepatitis
HERING_BILATERAL	Inguinal hernia, bilateral
HERING_UNILATERAL	Inguinal hernia, unilateralk
HIP_FRACTURE	Hip fracture
HYPOSENSIBILIZATIONTHRPY	Hyposensibilization therapy
HYPOTHYROIDISM	Hypothyroidism (congenital or acquired)
HYPOTHY_LEVOTHY	Hypothyroidism, levothyroxin purchases
HYPOTHY_PURCHASE	Hypothyroidism and >3 levothyroxin purchases
HYPOTHY_REIMB	Hypothyroidism, drug reimbursement
I9_AF	Atrial fibrillation and flutter
I9_AF_REIMB	Atrial fibrillation and flutter with reimbursement
I9_ANEUR	Endovascular or surgical operations to intracerebral aneurysms
I9_ANEURYSM	Cerebral aneurysm, nonruptured
I9_ANGINA	Angina pectoris
I9_ANGIO	Coronary angiopasty
I9_AORTANEUR	Aortic aneurysm
I9_AORTDIS	Dissection of aorta
I9_ARTEMBTHR	Arterial embolism and thrombosis
I9_ARTEMBTHRLOW	Arterial embolism and thrombosis of lower extremity artery
I9_ARTEMBTHRNAS	Other arterial embolism and thrombosis
I9_ARTOTH	Other diseases of arteries and capillaries
I9_ATHSCLE	Atherosclerosis, excluding cerebral, coronary and PAD
I9_AVBLOCK	AV-block
I9_CABG	Coronary artery bypass grafting
I9_CARDARR	Cardiac arrest
I9_CARDMPRI	Cardiomyopathies, Primary/intrinsic
I9_CARDMYO	Cardiomyopathy
I9_CARDMYOHYP	Cardiomyopathy, Hypertrophic obstructive
I9_CARDMYOOTH	Cardiomyopathy, other and unspecified
I9_CEREBDOTH	Other specified cerebrovascular diseases, other cerebrovascular disorders in diseases classified elsewhere
I9_CEREBVASC	Cerebrovascular diseases
I9_CHD	Major coronary heart disease event
I9_CHD_NOREV	Major coronary heart disease event excluding revascularizations
I9_CONDUCTIO	Conduction disorders
I9_CORATHER	Coronary atherosclerosis
I9_CVD	Cardiovascular diseases
I9_CVD_HARD	Hard cardiovascular diseases
I9_DISVEINLYMPH	Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified
I9_DOAAC	Diseases of arteries, arterioles and capillaries
I9_DVTANDPULM	DVT of lower extremities and pulmonary embolism
I9_ENDOCARD	Endocarditis
I9_E_DRONE	Dronedarone medication
I9_HEARTFAIL	Heart failure,strict
I9_HEARTFAIL_ALLCAUSE	All-cause Heart Failure
I9_HEARTFAIL_EXMORE	Heart failure,strict (more controls excluded)
I9_HEARTFAIL_NS	Heart failure, not strict
I9_HYPERTENSION	Hypertensive diseases
I9_HYPERTROCARDMYOP	Hypertrophic cardiomyopathy
I9_HYPOTE	Hypotension
I9_HYPTENS	Hypertension
I9_HYPTENSEC	Secondary hypertension
I9_HYPTENSESS	Hypertension, essential
I9_HYPTENSHD	Hypertensive Heart Disease
I9_HYPTENSHR	Hypertensive heart and/or renal disease
I9_HYPTENSPREG	Hypertension complicating pregnancy, childbirth, and the puerperium
I9_HYPTENSRD	Hypertensive Renal Disease
I9_ICH	Intracerebral haemmorrhage
I9_IHD	Ischaemic heart disease, wide definition
I9_INTRACRA	Nontraumatic intracranial haemmorrhage
I9_ISCHHEART	Ischemic heart diseases
I9_K_CARDIAC	Death due to cardiac causes
I9_LBBB	Left bundle-branch block
I9_LYMPHADE	Nonspesific lymphadenitis
I9_LYMPHOTH	Other noninfective disordersof lymphatic vessels and lymph nodes
I9_MI	Myocardial infarction
I9_MI_STRICT	Myocardial infarction, strict
I9_MYOCARD	Myocarditis
I9_NONISCHCARDMYOP	Non-ischemic cardiomyopathy
I9_NONISCHCARDMYOP_STRICT	Nonischemic cardiomyopathy
I9_NONRHEVALV	Non-rheumatic valve diseases
I9_OTH	Other CVD
I9_OTHANEUR	Other aneurysm
I9_OTHARR	Other arrhytmias
I9_OTHHEART	Other heart diseases
I9_OTHILLHEART	Other or ill-defined heart diseases
I9_OTHINTRACRA	Other intracranial haemorrhages
I9_OTHOTH	Other other unspecified disorders of the circulatory system
I9_OTHPER	Other peripheral vascular diseases
I9_PAD	Peripheral artery disease
I9_PAROXTAC	Paroxysmal tachycardia
I9_PERICAOTH	Other diseases of pericardium
I9_PERICARD	Pericarditis
I9_PERIPH	Peripheral artery operations in Hilmo
I9_PHLETHROM	Phlebitis and thrombophlebitis (not including DVT)
I9_PHLETHROMBDVTLOW	DVT of lower extremities
I9_POSTAMI	Status post-ami
I9_PROGVASC	Progressive vascular leukoencephalopathy
I9_PULMEMB	Pulmonary embolism
I9_PULMHEART	Pulmonary heart disease, diseases of pulmonary circulation
I9_PULMOTHHD	Other pulmonary heart/vessel disease
I9_RBBB	Right bundle-branch block
I9_REVASC	Coronary revascularization (ANGIO or CABG)
I9_RHEUFEV	Rheumatic fever incl heart disease
I9_RHEUVALV	Rheumatic valve diseases
I9_SAH	Subarachnoid haemmorrhage
I9_SAHANEUR	Aneurysms, operations, SAH
I9_SECONDRIGHT	Secondary right heart disease
I9_SEQULAE	Sequelae of cerebrovascular disease
I9_STENOSIS	Occlusion and stenosis of arteries, not leading to stroke
I9_STR	Stroke, excluding SAH
I9_STR_EXH	Ischaemic Stroke, excluding all haemorrhages
I9_STR_SAH	Stroke, including SAH
I9_THROMBOTH	Other embolism and thrombosis
I9_TIA	Transient ischemic attack
I9_UAP	Unstable angina pectoris
I9_VALVES	Valvular operations
I9_VARICVE	Varicose veins
I9_VARICVEOES	Oesophageal varices
I9_VARICVESOTH	Varicose veins of other sites
I9_VASCDEM	Vascular dementia
I9_VASCINT	Vascular diseases of the intestine
I9_VASCSYND	Vascular syndromes of brain in cerebrovascular disorders
I9_VEINSOTH	Other disorders of veins
I9_VHD	Valvular heart disease including rheumatic fever
I9_VTE	Venous thromboembolism
IBD_VIRAL_HEPATITIS	Viral hepatitis, IBD co-morbidity
ILD	Interstitial lung disease
ILD_COMORB	ILD-related co-morbidities
ILD_CVDMETABOCOMORB	ILD Co-morbidites, CVD and metabolic diseases
ILD_DIFF_DG	ILD differential diagnosis
ILD_ENDPOINTS	Interstitial lung disease endpoints
ILD_HOSPITAL	ILD, hospital admissions
ILD_HOSPITAL_MAIN	ILD, hospital admissions 1, main diag only
ILD_HOSPITAL_PNEUMONIA_SEPSIS	ILD, hospital admissions 3, with pneumonia sepsis
ILD_HOSPITAL_PULM_INFECT	ILD, hospital admission 2, with pulmonary infections
ILD_INSUFFICIENCY	ILD-related respiratory insufficiency
ILD_SYST_AUTO	ILD related to systemic autoimmune disease
ILD_SYST_AUTO_DISEASES	Autoimmune diseases related-to ILD
INFLUENZA	All influenza (not pneumonia)
INV_VENT	Invasive ventilation
IPF	Idiopathic pulmonary fibrosis (attempt to specificity)
IS_SMOKE	IS_SMOKE
IS_SMOKE_OR_FORMER	IS_SMOKE_OR_FORMER
J10_ACUTELOWERNAS	Unspecified acute lower respiratory infection
J10_ACUTEUPPERINFEC	Acute upper respiratory infections of multiple and unspecified sites
J10_ASBESTPNEUMOC	Pneumoconiosis due to asbestos and other mineral fibres
J10_ASTHMA	Asthma
J10_ASTHMACOPDKELA	Asthma/COPD (KELA code 203)
J10_ASTHMA_EXMORE	Asthma (more controls excluded)
J10_ASTHMA_MAIN	Asthma (only as main-diagnosis)
J10_ASTHMA_MAIN_EXMORE	Asthma (only as main-diagnosis) (more controls excluded)
J10_BRONCH	Bronchitis, not specified as acute or chronic
J10_BRONCHIECTASIS	Bronchiectasis
J10_BRONCHIOLITIS	Acute bronchiolitis
J10_BRONCHITIS	Acute bronchitis
J10_BRONCHNAS	Unspecified chronic bronchitis
J10_CHRONLARYNGITIS	Chronic laryngitis and laryngotracheitis
J10_CHRONRHINITIS	Chronic rhinitsi, nasopharyngitis and pharyngitis
J10_CHRONSINUSITIS	Chronic sinusitis
J10_CHRONTONSADEN	Chronic diseases of tonsils and adenoids
J10_COLD	Acute nasopharyngitis(common cold)
J10_COPD	COPD
J10_COPDNAS	Other chronic obstructive pulmonary disease
J10_EMPHYSEMA	Emphysema
J10_EPIGLOTTITIS	Acute epiglottitis
J10_EXTERLUNG	Lung diseases due to external agents
J10_HYPERSPNEUMONI	Hypersensitivity pneumonitis due to organic dust
J10_INFLUENZA	All influenza
J10_INFLUPNEU	Influenza and pneumonia
J10_INTERSTITIUM	Other respiratory diseases principally affecting the interstitium
J10_LARYNGITIS	Acute laryngitis and tracheitis
J10_LOWCHRON	Chronic lower respiratory diseases
J10_LOWERINF	Other acute lower respiratory infections
J10_NASALPOLYP	Nasal polyp
J10_NECROTIC	Suppurative and necrotic conditions of lower respiratory tract
J10_OTHERINSTPULM	Other insterstitial pulmonary diseases
J10_PERITONSABSC	Peritonsillar abscess
J10_PHARYNGITIS	Acute pharyngitis
J10_PLEURA	Other diseases of pleura
J10_PLEUREFFUSION	Pleural effusion
J10_PLEUROTH	Other pleural conditions
J10_PLEURPLAGUE	Pleural plaque
J10_PNEUMOBACT	Bacterial pneumoniae
J10_PNEUMOBACTEROTH	Bacterial pneumonia, not elsewhere classified
J10_PNEUMONAS	Pneumonia, organism unsepcified
J10_PNEUMONIA	All pneumoniae
J10_PNEUMONISOLLIQ	Pneumonitis due to solids and liquids
J10_PNEUMONONBACT	Pneumonia due to other infectious organisms, not elsewhere classified
J10_PNEUMOPNEUMO	Pneumonia due to Streptococcus pneumoniae
J10_PNEUMOPROBBAC	Pneumonia (excl. viral and due to other infectious organisms not elsewhere classified)
J10_PNEUMOTHORAX	Pneumothorax
J10_PULMEOS	Pulmonary eosinophilia, not elsewhere classified
J10_PULMOEDEMA	Pulmonary oedema
J10_PYOTHORAX	Pyothorax
J10_RESPCONDEXT	Respiratory conditions due to other external agents
J10_RESPDISOTH	Other respiratory disorders and diseases
J10_RESPIRATORY	Diseases of the respiratory system
J10_RESPOTHER	Other diseases of the respiratory system
J10_SEPTDEV	Deviated nasal septum
J10_SIMPLBRONCH	Simple and mucoplurulent chronic bronchitis
J10_SINUSITIS	Acute sinusitis
J10_TONSILLITIS	Other and unspecified tonssillitis
J10_UPPERDIS	Other diseases of upper respiratory tract
J10_UPPERINFEC	Acute upper respiratory infections
J10_VASOALLERRHIN	Vasomotor and allergic rhinitis
J10_VIRALPNEUMO	Viral pneumonia
J10_VOCALLARYNX	Diseases of vocal cords and larynx+other diseases of upper respiratory tract, no elsewhere classified
JOINTPAIN	Pain in joint
JUVEN_ARTHR	Juvenile arthritis (FINNGEN)
K11_ABSCANAL	Abscess of anal and rectal regions
K11_ACHAL	Achalasia of cardia
K11_ACUTGASTR	Acute gastritis
K11_ACUTPANC	Acute pancreatitis
K11_ADHE	Intestinal adhesions without obstruction
K11_ALCGASTR	Alcoholic gastritis
K11_ALCOLIV	Alcoholic liver disease
K11_APPENDACUT	Acute appendicitis
K11_APPENDIX	Diseases of appendix
K11_APPENDOTH	Other appendicitis
K11_BARRET	Barret oesophagus
K11_BILIAOTH	Other diseases of biliary tract
K11_CD_JUHA	Crohn disease (Juha's strict definition, all UC cases excluded)
K11_CD_STRICT	Crohn disease (Aki's strict definition, require KELA)
K11_CD_STRICT2	Crohn disease (Aki's strict definition, require KELA, min 2 HDR)
K11_CHOLANGI	Cholangitis (primary sclerosing, PSC)
K11_CHOLECYST	Chlocystitis
K11_CHOLELITH	Cholelithiasis
K11_CHRONGASTR	Chronic gastritis
K11_CHRONHEP	Chronic hepatitis, not elsewhere classified
K11_CHRONPANC	Chronic pancreatitis
K11_COELIAC	Coeliac disease
K11_CROHN	Crohn disease
K11_DIAHER	Diaphragmatic hernia
K11_DISLIVOTH	Other diseases of liver
K11_DISOESINOTH	Disorders of oesophagus in diseases classified elsewhere
K11_DIVERTIC	Diverticular disease of intestine
K11_DULC	Duodenal ulcer
K11_ENERCOLNONINF	Noninfective enteritis and colitis
K11_FEMHER	Femoral hernia
K11_FIBROCHIRLIV	Fibrosis and chirrhosis of liver
K11_FISSANAL	Fissure and fistula of anal and rectal regions
K11_FUNCDYSP	Functional dyspepsia
K11_GALLBILPANC	Disorders of gallbladder, biliary tract and pancreas
K11_GALLBLAOTH	Other diseases of gallbladder
K11_GASTRODUOULC	Gastroduodenal ulcer
K11_GIBLEEDING	GI-bleeding
K11_GIDISEASES	Gastrointestinal diseases
K11_GULC	Gastric ulcer
K11_HAEMORR	Haemmorrhoids and perianal venous thrombosis
K11_HEPFAIL	Hepatic failure, not elsewhere classified
K11_HERING	Inguinal hernia
K11_HERNIA	Hernia
K11_IBD	Inflammatory bowel disease
K11_IBD_STRICT	Inflammatory bowel disease, strict (require KELA)
K11_IBS	Irritable bowel syndrome
K11_ILEUS	Paralytic ileus and intestinal obstruction
K11_INTESTOTH	Other diseases of intestines
K11_INTUSS	Intussusception
K11_KELACROHN	Crohn's disease patients in KELA-register (KELA code 209, or 208 with ICD K50)
K11_KELAIBD	IBD patients in KELA-register
K11_KELAUC	UC patients in KELA-register ( KELA 208 prior to 1994, or ICD K51)
K11_LIVER	Diseases of liver
K11_MALABSORB	Intestinal malabsorbtion
K11_OESITIS	Oesophagitis
K11_OESOBST	Oesophageal obstruction
K11_OESSTODUO	Diseases of oesophagus, stomach and duodenum
K11_OESULC	Ulcer of oesophagus
K11_OTHABDHER	Other and unspecified abdominal hernia
K11_OTHANRECT	Other diseases of anus and rectum
K11_OTHDIG	Other diseases of the digestive system
K11_OTHDISDIG	Other diseases of the digestive system
K11_OTHDISOES	Other diseases of oesophagus
K11_OTHDISSTOMDUOD	Other diseases of stomach and duodenum
K11_OTHENTERCOL	Other noninfective gastroenteritis and colitis
K11_OTHFUNC	Other functional intestinal disroders
K11_OTHGASTR	Other gastritis (incl. Duodenitis)
K11_OTHILEUS	Other or unspecified ileus, impaction or obstruction
K11_OTHINFLIV	Other inflammatory liver diseases
K11_OTHINT	Other diseases of intestine
K11_OTHPERITON	Other diseases of peritoneum
K11_PANCOTH	Other diseases of pancreas
K11_PARALIL	Paralytic ileus
K11_PERITON	Diseases of peritoneum
K11_PERITONITIS	Acute peritonitis
K11_POSTOPDIS	Postprocedural disorders of digestive system, not elsewhere classified
K11_REFLUX	Gastro-oesophageal reflux disease
K11_REIMB_202	KELA_REIMBURSEMENT_202
K11_TOXLIV	Toxic liver disease
K11_UC_JUHA	Ulcerative colitis (Juha's strict definition, all Crohn cases excluded)
K11_UC_STRICT	Ulcerative colitis (Aki's strict definition, require KELA)
K11_UC_STRICT2	Ulcerative colitis (Aki's strict definition, require KELA, min 2 HDR)
K11_ULCER	Ulcerative colitis
K11_UMBHER	Umbilical hernia
K11_VASCINT	Vascular disorders of the intestines
K11_VENTHER	Ventral hernia
K11_VOLVU	Volvulus
KELA_DIAB_INSUL	Diabetes, insuline treatment (Kela reimbursement)
KELA_DIAB_INSUL_EXMORE	Diabetes, insuline treatment (Kela reimbursement) (more controls excluded)
KNEE_ARTHROSIS	Gonarthrosis [arthrosis of knee](FG)
KRA_PSY_ALCOH	Alcohol abuse, main dg
KRA_PSY_ALCOH_EXMORE	Alcohol abuse, main dg (more controls excluded)
KRA_PSY_ANXIETY	Anxiety disorders
KRA_PSY_ANXIETY_EXMORE	Anxiety disorders (more controls excluded)
KRA_PSY_ANYMENTAL	Any mental disorder
KRA_PSY_ANYMENTAL_SUICID	Any mental disorder, or suicide (or attempt)
KRA_PSY_ANYMENTAL_SUICID_EXMORE	Any mental disorder, or suicide (or attempt) (more controls excluded)
KRA_PSY_ANYMENTAL_SUICID_PREG_NERV	Any mental disorder, or suicide (or attempt), or psychic disorders complicating pregnancy, partum or puerperum or nerve system disorders
KRA_PSY_ANYMENTAL_SUICID_PREG_NERV_EXMORE	Any mental disorder, or suicide (or attempt), or psychic disorders complicating pregnancy, partum or puerperum or nerve system disorders (more controls excluded)
KRA_PSY_AUTISM	Autism spe
KRA_PSY_AUTISM_EXMORE	Autism spe (more controls excluded)
KRA_PSY_BEHAV	Behavioural disorders
KRA_PSY_BEHAV_EXMORE	Behavioural disorders (more controls excluded)
KRA_PSY_CHILDEMOT	Emotional disorders starting during childhood or adolecense
KRA_PSY_CHILDEMOT_EXMORE	Emotional disorders starting during childhood or adolecense (more controls excluded)
KRA_PSY_CHILDOTH	Other disorders starting during childhood or adolecense
KRA_PSY_CHILDOTH_EXMORE	Other disorders starting during childhood or adolecense (more controls excluded)
KRA_PSY_CODUCTEMOT	Mixed disorders of conduct and emotions
KRA_PSY_CODUCTEMOT_EXMORE	Mixed disorders of conduct and emotions (more controls excluded)
KRA_PSY_DEMENTIA	Any dementia
KRA_PSY_DEMENTIA_EXMORE	Any dementia (more controls excluded)
KRA_PSY_DEVWIDE	Wide developmental disorders
KRA_PSY_DEVWIDE_EXMORE	Wide developmental disorders (more controls excluded)
KRA_PSY_EATING	KRA_PSY_EATING
KRA_PSY_EATING_EXMORE	KRA_PSY_EATING (more controls excluded)
KRA_PSY_HYPERKIN	Hyperkinetic disorders
KRA_PSY_HYPERKIN_EXMORE	Hyperkinetic disorders (more controls excluded)
KRA_PSY_MENTALRET	Mental retardation
KRA_PSY_MENTALRET_EXMORE	Mental retardation (more controls excluded)
KRA_PSY_MOOD	Mood disorders
KRA_PSY_MOOD_EXMORE	Mood disorders (more controls excluded)
KRA_PSY_PERSON	Personality disorders
KRA_PSY_PERSON_EXMORE	Personality disorders (more controls excluded)
KRA_PSY_PUERPER	Mental and behabioural disorders of puerperum, not classified elsewhere
KRA_PSY_PUERPER_EXMORE	Mental and behabioural disorders of puerperum, not classified elsewhere (more controls excluded)
KRA_PSY_SCHIZODEL	Schizophrenia or delusion
KRA_PSY_SCHIZODEL_EXMORE	Schizophrenia or delusion (more controls excluded)
KRA_PSY_SLEEP_NONORG	Nonorganic sleeping disorders
KRA_PSY_SLEEP_NONORG_EXMORE	Nonorganic sleeping disorders (more controls excluded)
KRA_PSY_SPEELING	Speech and linguistic disorders
KRA_PSY_SPEELING_EXMORE	Speech and linguistic disorders (more controls excluded)
KRA_PSY_SUBSTANCE	Substance abuse
KRA_PSY_SUBSTANCE_EXMORE	Substance abuse (more controls excluded)
L12_ABSCESS_CUT	Cutaneous abscess, furuncle and carbuncle
L12_ACNE	Acne
L12_ACNE_VULGARIS	Acne vulgaris
L12_ACTINKERA	Actinic keratosis
L12_ALLERGICCONTACT	Alergic contact dermatitis
L12_ALOPECAREATA	Alopecia areata
L12_ATOPIC	Atopic dermatitis
L12_ATROPHICSKIN	Atrophic disorders of skin
L12_BULLOTH	Other bullous disorders
L12_BULLOUS	Bullous disorders
L12_CELLULITIS	Cellulitis
L12_CHRONICULCEROFSKIN	Chronic ulcer of skin, not elsewhere classified
L12_CORNSANDCALLOS	Corns and callosities
L12_DECUBITANSULCERANDPRESSURE	Decubitus ulcer and pressure area
L12_DERMATHERP	Dermatitis herpetiformis
L12_DERMATITISECZEMA	Dermatitis and eczema
L12_DERMATITISNAS	Other and unspecified dermatitis
L12_DERM_NAS	Other and unspecified dermatitis
L12_DERM_NUMMULAR	Nummular dermatitis
L12_DISORDSKINAPPENDIX	Disorders of skin appendages
L12_DYSHIDROSIS	Dyshidrosis [pompholyx]
L12_EPIDERMALTHICKOTH	Other epidermal thickening
L12_EPIDERMTHICKNAS	Other and unspecified epidermal thickening
L12_ERYTHEMAMULTIF	Erythema multiforme
L12_ERYTHEMANODOSUM	Erythema nodosum
L12_ERYTHEMATOUSOTH	Other erythematous conditions
L12_ERYTH_NAS	Other and unspecified erythematous conditions
L12_ERYT_INTERTRIG	Erythema intertrigo
L12_FOLICULAROTH	Other follicular disorders
L12_FOLLICULARCYST	Follicular cysts of skin and subcutaneous tissue
L12_FOLLICULARNAS	Other and unspecified follicular disorders
L12_FOODDERMAT	Dermatitis due to ingested food
L12_GRANUANNU	Granuloma annulare
L12_GRANULOMATOUSSKIN	Granulomatous disorders of skin and subcutaneous tissue
L12_HIDRADENITISSUP	Hidradenitis suppurativa
L12_HIRSUTISM	Hirsutism
L12_HYPERTRICHOSIS	Hypertrichosis
L12_HYPERTROPHICSKIN	Hypertrophic disorders of skin
L12_HYPETROPHICSCAR	Hypertrophic scar
L12_IMPETIGO	Impetigo
L12_INFECT_DERM	Infective dermatitis
L12_INFECT_SKIN	Infections of the skin and subcutaneous tissue
L12_INFECT_SKIN_NAS	Other and unspecified local infections of skin and subcutaneous tissue
L12_INFECT_SKIN_OTHER	Other local infections of skin and subcutaneous tissue
L12_INTERNALSUBSTANCEDERM	Dermatitis due to substances taken internally
L12_LICHENPLANUS	Lichen planus
L12_LICHENSCLERATROPH	Lichen sclerosus et atrophicus
L12_LICHENSIMPLEX	Lichen simplex chronicus
L12_LICHSIMPANDPRURIGO	Lichen simplex chronicus and prurigo
L12_LOCALDCONNECTISSUEOTH	Other localized connective tissue disorders
L12_LUPUS	Lupus erythematosus
L12_LYMPHADENITIS	Acute lymphadenitis
L12_NAILDIS	Nail disorders
L12_NAILNAS	Other and unspecified nail disorders
L12_NAIL_INGROW	Ingrowing nail
L12_NONIONRADISKIN	Skin changes due to chronic exposure to nonionizing radiation
L12_OTHACUSKINSUN	Other acute skin changes due to ultraviolet radiation
L12_OTHACUSKINSUNNAS	Other and unspecified acute skin changes due to ultraviolet radiation
L12_OTHERCONTACT	Other contact dermatitis
L12_OTHERDISSKINANDSUBCUTIS	Other disorders of skin and subcutaneous tissue, not elsewhere classified
L12_OTHERMELANIN	Other melanin hyperpigmentation
L12_OTHERSKINSUBCUTIS	Other disorders of skin and subcutaneous tissue
L12_OTHPIGMENTATION	Other disorders of pigmentation
L12_PAPULOSQUAMOUS	Papulosquamous disorders
L12_PARAPSORI	Parapsoriasis
L12_PEMPHIGOID	Pemphigoid
L12_PEMPHIGOID_BULL	Bullous pemphigoid
L12_PERIORALDERM	Perioral dermatitis
L12_PILONIDALCYST	Pilonidal cyst
L12_PRURIGONOD	Prurigo nodularis
L12_PRURITUS	Pruritus
L12_PSORIASIS	Psoriasis
L12_PSORI_ARTHRO	Arthropathic psoriasis
L12_PSORI_GUTTATE	Guttate psoriasis
L12_PSORI_NAS	Other and unspecified psoriasis
L12_PSORI_PUSTUPALM	Pustulosis palmaris et plantaris
L12_PSORI_VULG	Psoriasis vulgaris
L12_PYOGENGRANUL	Pyogenic granuloma
L12_RADIATIONRELATEDSKIN	Radiation-related disorders of the skin and subcutaneous tissue
L12_ROSACEA	Rosacea
L12_ROSACEANAS	Other and unspcified rosacea
L12_SCARCONDITIONS	Scar conditions and fibrosis of skin
L12_SEBORRHOEIC	Seborrhoeic dermatitis
L12_SEBORRKERAT	Seborrhoeic keratosis
L12_SKIN	Diseases of the skin and subcutaneous tissue
L12_SKINSUBCUTISNAS	Other and unspecified disorders of skin and subcutaneous tissue
L12_ULCERLOWLIMB	Ulcer of lower limb, not elsewhere classified
L12_URTICARIA	Urticaria
L12_URTICARIAERYTHEMA	Urticaria and erythema
L12_URTICA_ALLERG	Allergic urticaria
L12_URTICA_DERTMATOG	Dermatographic urticaria
L12_URTICA_IDIOPAT	Idiopathic urticaria
L12_URTICA_NAS	Other and unspecified urticaria
