query	term	label	source	quality	action
Scleritis and episcleritis	http://purl.obolibrary.org/obo/MONDO_0001269	scleral disease	OLS API EFO lookup	fuzzy	check if valid
Stenosis and insufficiency of lacrimal passages	http://purl.obolibrary.org/obo/MONDO_0019817	congenital mitral valve insufficiency and/or stenosis	OLS API EFO lookup	fuzzy	check if valid
Strabismus	http://purl.obolibrary.org/obo/HP_0000486	strabismus	Zooma API lookup	match	
Other strabismus	http://purl.obolibrary.org/obo/HP_0000486	Other strabismus	Zooma API lookup	match	
Use of eye-antiallergens (taken as indicator of allergic/atopic conjunctivitis)	http://purl.obolibrary.org/obo/HP_0000758	Impaired use of nonverbal behaviors	OLS API EFO lookup	fuzzy	check if valid
Hyphaema and other vascular disorders of iris and ciliary body					
Vertical strabismus	http://purl.obolibrary.org/obo/HP_0000486	Strabismus	OLS API EFO lookup	fuzzy	check if valid
Other and unspecified visual disturbances	http://www.ebi.ac.uk/efo/EFO_0009734	unspecified juvenile idiopathic arthritis	OLS API EFO lookup	fuzzy	check if valid
Visual field defects	http://purl.obolibrary.org/obo/HP_0001123	Visual field defect	OLS API EFO lookup	match	
Visual disturbances and blindness					
Visual disturbances	http://purl.obolibrary.org/obo/HP_0000505	Visual disturbances	Zooma API lookup	match	
Subjective visual disturbances	http://www.ebi.ac.uk/efo/EFO_0009543	disturbances of sensation of smell and taste	OLS API EFO lookup	fuzzy	check if valid
Disorders of vitreous body	http://www.ebi.ac.uk/efo/EFO_0008624	Disorders of vitreous body	Zooma API lookup	match	
Disorders of vitreous body and globe					
Vitreous haemorrhage	http://www.ebi.ac.uk/efo/EFO_0008625	vitreous prolapse	OLS API EFO lookup	fuzzy	check if valid
Other vitreous opacities	http://purl.obolibrary.org/obo/HP_0100832	Vitreous floaters	OLS API EFO lookup	fuzzy	check if valid
Other and unspecified disorders of vitreous body	http://www.ebi.ac.uk/efo/EFO_0009734	unspecified juvenile idiopathic arthritis	OLS API EFO lookup	fuzzy	check if valid
Benign paroxysmal vertigo	http://www.orpha.net/ORDO/Orphanet_71518	Benign paroxysmal torticollis of infancy	OLS API EFO lookup	fuzzy	check if valid
Impacted cerumen	http://purl.obolibrary.org/obo/HP_0011079	Impacted tooth	OLS API EFO lookup	fuzzy	check if valid
Cholesteatoma of middle ear	http://www.ebi.ac.uk/efo/EFO_1000678	cholesteatoma of middle ear	EFO OBO	match	
Chronic suppurative otitis media	http://purl.obolibrary.org/obo/MONDO_0021206	chronic non-suppurative otitis media	OLS API EFO lookup	fuzzy	check if valid
Conductive and sensorineural hearing loss	http://www.ebi.ac.uk/efo/EFO_1001176	Conductive and sensorineural hearing loss	Zooma API lookup	match	
Diseases of the ear and mastoid process	http://www.ebi.ac.uk/efo/EFO_1000678	cholesteatoma of middle ear	OLS API EFO lookup	fuzzy	check if valid
Other disorders of Eustachian tube	http://www.ebi.ac.uk/efo/EFO_0009667	Other disorders of Eustachian tube	Zooma API lookup	match	
Eustachian salpingitis and obstruction					
Disorder of external ear, unspecified	http://www.ebi.ac.uk/efo/EFO_0009668	external ear disease	OLS API EFO lookup	fuzzy	check if valid
Other specified disorders of external ear					
Diseases of external ear					
Otitis externa	http://www.ebi.ac.uk/efo/EFO_0009560	otitis externa	EFO OBO	match	
Abscess of external ear					
Other infective otitis externa	http://www.ebi.ac.uk/efo/EFO_0009560	otitis externa	OLS API EFO lookup	fuzzy	check if valid
Otitis externa, unspecified	http://www.ebi.ac.uk/efo/EFO_0009560	otitis externa	OLS API EFO lookup	fuzzy	check if valid
Acute otitis externa, noninfective	http://www.ebi.ac.uk/efo/EFO_0009560	otitis externa	OLS API EFO lookup	fuzzy	check if valid
Other otitis externa (chronic)	http://www.ebi.ac.uk/efo/EFO_0009560	otitis externa	OLS API EFO lookup	fuzzy	check if valid
Conductive hearing loss, unspecified	http://purl.obolibrary.org/obo/HP_0000405	Conductive hearing impairment	OLS API EFO lookup	fuzzy	check if valid
Sudden idiopathic hearing loss	http://purl.obolibrary.org/obo/MONDO_0020677	sudden hearing loss disorder	OLS API EFO lookup	fuzzy	check if valid
Mixed conductive and sensorineural hearing loss	http://purl.obolibrary.org/obo/MONDO_0044001	hearing loss, mixed conductive-sensorineural	EFO OBO	match	
Other specified/unspecified hearing loss	http://www.ebi.ac.uk/efo/EFO_0004238	hearing loss	OLS API EFO lookup	fuzzy	check if valid
Presbycusis	http://purl.obolibrary.org/obo/MONDO_0043765	presbycusis	EFO OBO	match	
Sensorineural hearing loss	http://www.orpha.net/ORDO/Orphanet_383	X-linked mixed deafness with perilymphatic gusher	EFO OBO	match	
Diseases of inner ear	http://www.ebi.ac.uk/efo/EFO_0009672	inner ear disease	OLS API EFO lookup	fuzzy	check if valid
Chronic mastoiditis	http://purl.obolibrary.org/obo/HP_0000265	Mastoiditis	OLS API EFO lookup	fuzzy	check if valid
Suppurative and unspecified otitis media	http://www.ebi.ac.uk/efo/EFO_0007503	Suppurative and unspecified otitis media	Zooma API lookup	match	
Ménière disease					
Adhesive middle ear disease	http://purl.obolibrary.org/obo/MONDO_0003276	middle ear disease	OLS API EFO lookup	fuzzy	check if valid
Diseases of middle ear and mastoid	http://www.ebi.ac.uk/efo/EFO_1000678	cholesteatoma of middle ear	OLS API EFO lookup	fuzzy	check if valid
Noise effects on inner ear	http://www.ebi.ac.uk/efo/EFO_0009672	inner ear disease	OLS API EFO lookup	fuzzy	check if valid
Nonsuppurative otitis media	http://purl.obolibrary.org/obo/MONDO_0001212	non-suppurative otitis media	EFO OBO	match	
Otalgia	http://purl.obolibrary.org/obo/HP_0030766	Ear pain	OLS API EFO lookup	match	
Other disorders of ear					
Other hearing loss	http://www.ebi.ac.uk/efo/EFO_0004238	Other hearing loss	Zooma API lookup	match	
Otitis media, unspecified	http://www.ebi.ac.uk/efo/EFO_0007503	suppurative otitis media	OLS API EFO lookup	fuzzy	check if valid
Otosclerosis	http://www.ebi.ac.uk/efo/EFO_0004213	otosclerosis	EFO OBO	match	
Perichondritis of external ear					
Perforation of tympanic membrane	http://www.ebi.ac.uk/efo/EFO_0009472	Perforation of tympanic membrane	Zooma API lookup	match	
Other peripheral vertigo	http://purl.obolibrary.org/obo/MONDO_0004900	peripheral vertigo	OLS API EFO lookup	fuzzy	check if valid
Acute suppurative otitis media	http://www.ebi.ac.uk/efo/EFO_0007503	suppurative otitis media	OLS API EFO lookup	fuzzy	check if valid
Suppurative otitis media, unspecified	http://www.ebi.ac.uk/efo/EFO_0007503	suppurative otitis media	OLS API EFO lookup	fuzzy	check if valid
Tinnitus	http://purl.obolibrary.org/obo/HP_0000360	tinnitus	OT Zooma Mappings	match	
Disorders of vestibular function (Vertigo)	http://purl.obolibrary.org/obo/MONDO_0002317	central nervous system origin vertigo	OLS API EFO lookup	fuzzy	check if valid
Vertigo of central origin	http://purl.obolibrary.org/obo/MONDO_0002317	central nervous system origin vertigo	EFO OBO	match	
Vestibular neuronitis	http://www.ebi.ac.uk/efo/EFO_0007537	vestibular neuronitis	EFO OBO	match	
Other/unspecified disorders of vestibular function	http://www.ebi.ac.uk/efo/EFO_0000516	glaucoma	OLS API EFO lookup	fuzzy	check if valid
Headache	http://purl.obolibrary.org/obo/HP_0002315	Headache	Zooma API lookup	match	
Chronic viral hepatitis	http://www.ebi.ac.uk/efo/EFO_0007540	Chronic viral hepatitis	Zooma API lookup	match	
Inguinal hernia, bilateral	http://purl.obolibrary.org/obo/HP_0000023	Inguinal hernia	OLS API EFO lookup	fuzzy	check if valid
Inguinal hernia, unilateralk	http://purl.obolibrary.org/obo/HP_0000023	Inguinal hernia	OLS API EFO lookup	fuzzy	check if valid
Hip fracture	http://www.ebi.ac.uk/efo/EFO_0003964	hip fracture	EFO OBO	match	
Hyposensibilization therapy	http://www.ebi.ac.uk/efo/EFO_0007613	response to endocrine therapy	OLS API EFO lookup	fuzzy	check if valid
Hypothyroidism (congenital or acquired)	http://www.orpha.net/ORDO/Orphanet_442	Congenital hypothyroidism	OLS API EFO lookup	fuzzy	check if valid
Hypothyroidism, levothyroxin purchases	http://www.ebi.ac.uk/efo/EFO_0004705	hypothyroidism	OLS API EFO lookup	fuzzy	check if valid
Hypothyroidism and >3 levothyroxin purchases					
Hypothyroidism, drug reimbursement	http://www.ebi.ac.uk/efo/EFO_0004705	hypothyroidism	OLS API EFO lookup	fuzzy	check if valid
Atrial fibrillation and flutter	http://www.ebi.ac.uk/efo/EFO_0000275	Atrial fibrillation and flutter	Zooma API lookup	match	
Atrial fibrillation and flutter with reimbursement	http://www.ebi.ac.uk/efo/EFO_0003911	atrial flutter	OLS API EFO lookup	fuzzy	check if valid
Endovascular or surgical operations to intracerebral aneurysms	http://www.ebi.ac.uk/efo/EFO_0005669	intracerebral hemorrhage	OLS API EFO lookup	fuzzy	check if valid
Cerebral aneurysm, nonruptured	http://www.orpha.net/ORDO/Orphanet_231160	Familial cerebral saccular aneurysm	OLS API EFO lookup	fuzzy	check if valid
Angina pectoris	http://www.ebi.ac.uk/efo/EFO_0003913	angina pectoris	EFO OBO	match	
Coronary angiopasty	http://www.ebi.ac.uk/efo/EFO_0004224	Coronary Restenosis	OLS API EFO lookup	fuzzy	check if valid
Aortic aneurysm	http://www.ebi.ac.uk/efo/EFO_0001666	aortic aneurysm	EFO OBO	match	
Dissection of aorta					
Arterial embolism and thrombosis	http://www.ebi.ac.uk/efo/EFO_0004286	Arterial embolism and thrombosis	Zooma API lookup	match	
Arterial embolism and thrombosis of lower extremity artery	http://www.ebi.ac.uk/efo/EFO_1001150	renal artery obstruction	OLS API EFO lookup	fuzzy	check if valid
Other arterial embolism and thrombosis	http://www.ebi.ac.uk/efo/EFO_1001150	renal artery obstruction	OLS API EFO lookup	fuzzy	check if valid
Other diseases of arteries and capillaries	http://www.ebi.ac.uk/efo/EFO_1000041	nephrosclerosis	OLS API EFO lookup	fuzzy	check if valid
Atherosclerosis, excluding cerebral, coronary and PAD					
AV-block	http://purl.obolibrary.org/obo/MONDO_0000465	atrioventricular block (disease)	OLS API EFO lookup	fuzzy	check if valid
Coronary artery bypass grafting					
Cardiac arrest	http://www.ebi.ac.uk/efo/EFO_0009492	cardiac arrest	EFO OBO	match	
Cardiomyopathies, Primary/intrinsic	http://www.ebi.ac.uk/efo/EFO_0000318	cardiomyopathy	OLS API EFO lookup	fuzzy	check if valid
Cardiomyopathy	http://www.ebi.ac.uk/efo/EFO_0000318	cardiomyopathy	EFO OBO	match	
Cardiomyopathy, Hypertrophic obstructive	http://www.ebi.ac.uk/efo/EFO_0000538	hypertrophic cardiomyopathy	OLS API EFO lookup	match	
Cardiomyopathy, other and unspecified	http://www.ebi.ac.uk/efo/EFO_0009734	unspecified juvenile idiopathic arthritis	OLS API EFO lookup	fuzzy	check if valid
Other specified cerebrovascular diseases, other cerebrovascular disorders in diseases classified elsewhere	http://www.ebi.ac.uk/efo/EFO_0003763	cerebrovascular disorder	OLS API EFO lookup	fuzzy	check if valid
Cerebrovascular diseases	http://www.ebi.ac.uk/efo/EFO_0003763	cerebrovascular disorder	OLS API EFO lookup	fuzzy	check if valid
Major coronary heart disease event	http://www.ebi.ac.uk/efo/EFO_0001645	coronary heart disease	OLS API EFO lookup	fuzzy	check if valid
Major coronary heart disease event excluding revascularizations	http://www.ebi.ac.uk/efo/EFO_0001645	coronary heart disease	OLS API EFO lookup	fuzzy	check if valid
Conduction disorders	http://www.ebi.ac.uk/efo/EFO_0009692	voice disorders	OLS API EFO lookup	fuzzy	check if valid
Coronary atherosclerosis	http://purl.obolibrary.org/obo/MONDO_0021661	coronary atherosclerosis	EFO OBO	match	
Cardiovascular diseases					
Hard cardiovascular diseases					
Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified					
Diseases of arteries, arterioles and capillaries					
DVT of lower extremities and pulmonary embolism	http://www.orpha.net/ORDO/Orphanet_221043	Hereditary sclerosing poikiloderma with tendon and pulmonary involvement	OLS API EFO lookup	fuzzy	check if valid
Endocarditis	http://www.ebi.ac.uk/efo/EFO_0000465	endocarditis	EFO OBO	match	
Dronedarone medication	http://www.ebi.ac.uk/efo/EFO_0006344	medication adherence behavior	OLS API EFO lookup	fuzzy	check if valid
Heart failure,strict	http://www.ebi.ac.uk/efo/EFO_0003144	heart failure	OLS API EFO lookup	fuzzy	check if valid
All-cause Heart Failure	http://www.ebi.ac.uk/efo/EFO_0003144	heart failure	OLS API EFO lookup	fuzzy	check if valid
Heart failure,strict (more controls excluded)	http://www.ebi.ac.uk/efo/EFO_0000373	congestive heart failure	OLS API EFO lookup	fuzzy	check if valid
Heart failure, not strict	http://www.ebi.ac.uk/efo/EFO_0003144	heart failure	OLS API EFO lookup	fuzzy	check if valid
Hypertensive diseases	http://www.ebi.ac.uk/efo/EFO_1000977	hypertensive retinopathy	OLS API EFO lookup	fuzzy	check if valid
Hypertrophic cardiomyopathy	http://www.ebi.ac.uk/efo/EFO_0000538	hypertrophic cardiomyopathy	EFO OBO	match	
Hypotension	http://www.ebi.ac.uk/efo/EFO_0005251	hypotension	EFO OBO	match	
Hypertension	http://www.ebi.ac.uk/efo/EFO_0000537	hypertension	EFO OBO	match	
Secondary hypertension	http://www.ebi.ac.uk/efo/EFO_1002034	secondary hypertension	EFO OBO	match	
Hypertension, essential	http://www.ebi.ac.uk/efo/EFO_0000537	hypertension	OLS API EFO lookup	fuzzy	check if valid
Hypertensive Heart Disease	http://purl.obolibrary.org/obo/MONDO_0001302	hypertensive heart disease	EFO OBO	match	
Hypertensive heart and/or renal disease	http://purl.obolibrary.org/obo/MONDO_0024633	hypertensive renal disease	OLS API EFO lookup	fuzzy	check if valid
Hypertension complicating pregnancy, childbirth, and the puerperium	http://www.ebi.ac.uk/efo/EFO_0003917	premature birth	OLS API EFO lookup	fuzzy	check if valid
Hypertensive Renal Disease	http://purl.obolibrary.org/obo/MONDO_0024633	hypertensive renal disease	EFO OBO	match	
Intracerebral haemmorrhage	http://www.ebi.ac.uk/efo/EFO_0005669	intracerebral hemorrhage	OLS API EFO lookup	fuzzy	check if valid
Ischaemic heart disease, wide definition	http://www.ebi.ac.uk/efo/EFO_1001339	Heart neoplasm	OLS API EFO lookup	fuzzy	check if valid
Nontraumatic intracranial haemmorrhage	http://www.ebi.ac.uk/efo/EFO_0000551	intracranial hemorrhage	OLS API EFO lookup	fuzzy	check if valid
Ischemic heart diseases	http://www.ebi.ac.uk/efo/EFO_1001375	Myocardial Ischemia	EFO OBO	match	
Death due to cardiac causes	http://www.ebi.ac.uk/efo/EFO_0004278	sudden cardiac arrest	OLS API EFO lookup	fuzzy	check if valid
Left bundle-branch block	http://purl.obolibrary.org/obo/MONDO_0000991	left bundle branch block	OLS API EFO lookup	fuzzy	check if valid
Nonspesific lymphadenitis	http://purl.obolibrary.org/obo/HP_0002840	Lymphadenitis	OLS API EFO lookup	fuzzy	check if valid
Other noninfective disordersof lymphatic vessels and lymph nodes					
Myocardial infarction	http://www.ebi.ac.uk/efo/EFO_0000612	myocardial infarction	EFO OBO	match	
Myocardial infarction, strict	http://www.ebi.ac.uk/efo/EFO_0000612	myocardial infarction	OLS API EFO lookup	fuzzy	check if valid
Myocarditis	http://www.ebi.ac.uk/efo/EFO_0009609	myocarditis	EFO OBO	match	
Non-ischemic cardiomyopathy	http://www.ebi.ac.uk/efo/EFO_0009881	nonischemic cardiomyopathy	EFO OBO	match	
Nonischemic cardiomyopathy	http://www.ebi.ac.uk/efo/EFO_0009881	nonischemic cardiomyopathy	EFO OBO	match	
Non-rheumatic valve diseases	http://www.ebi.ac.uk/efo/EFO_0007148	aortic valve insufficiency	OLS API EFO lookup	fuzzy	check if valid
Other CVD					
Other aneurysm	http://www.ebi.ac.uk/efo/EFO_0009659	Other aneurysm	Zooma API lookup	match	
Other arrhytmias	http://purl.obolibrary.org/obo/MONDO_0018798	other genetic dermis disorder	OLS API EFO lookup	fuzzy	check if valid
Other heart diseases	http://www.ebi.ac.uk/efo/EFO_0003777	heart disease	OLS API EFO lookup	fuzzy	check if valid
Other or ill-defined heart diseases					
Other intracranial haemorrhages	http://www.ebi.ac.uk/efo/EFO_1000991	intracranial embolism	OLS API EFO lookup	fuzzy	check if valid
Other other unspecified disorders of the circulatory system					
Other peripheral vascular diseases	http://www.ebi.ac.uk/efo/EFO_0003875	Other peripheral vascular diseases	Zooma API lookup	match	
Peripheral artery disease	http://www.ebi.ac.uk/efo/EFO_0004265	peripheral arterial disease	EFO OBO	match	
Paroxysmal tachycardia	http://www.ebi.ac.uk/efo/EFO_0009493	paroxysmal tachycardia	EFO OBO	match	
Other diseases of pericardium	http://www.ebi.ac.uk/efo/EFO_0007427	Other diseases of pericardium	Zooma API lookup	match	
Pericarditis	http://www.ebi.ac.uk/efo/EFO_0007427	pericarditis	EFO OBO	match	
Peripheral artery operations in Hilmo	http://www.ebi.ac.uk/efo/EFO_0004265	peripheral arterial disease	OLS API EFO lookup	fuzzy	check if valid
Phlebitis and thrombophlebitis (not including DVT)	http://www.ebi.ac.uk/efo/EFO_1001395	Phlebitis	OLS API EFO lookup	fuzzy	check if valid
DVT of lower extremities	http://purl.obolibrary.org/obo/HP_0002166	Impaired vibration sensation in the lower limbs	OLS API EFO lookup	fuzzy	check if valid
Status post-ami	http://www.ebi.ac.uk/efo/EFO_0000473	epigenetic status	OLS API EFO lookup	fuzzy	check if valid
Progressive vascular leukoencephalopathy	http://www.ebi.ac.uk/efo/EFO_0007455	progressive multifocal leukoencephalopathy	OLS API EFO lookup	fuzzy	check if valid
Pulmonary embolism	http://www.ebi.ac.uk/efo/EFO_0003827	pulmonary embolism	EFO OBO	match	
Pulmonary heart disease, diseases of pulmonary circulation	http://purl.obolibrary.org/obo/MONDO_0001493	chronic pulmonary heart disease	OLS API EFO lookup	fuzzy	check if valid
Other pulmonary heart/vessel disease	http://purl.obolibrary.org/obo/MONDO_0001493	chronic pulmonary heart disease	OLS API EFO lookup	fuzzy	check if valid
Right bundle-branch block	http://purl.obolibrary.org/obo/HP_0011712	Right bundle branch block	OLS API EFO lookup	match	
Coronary revascularization (ANGIO or CABG)					
Rheumatic fever incl heart disease	http://www.ebi.ac.uk/efo/EFO_1001160	rheumatic fever	OLS API EFO lookup	fuzzy	check if valid
Rheumatic valve diseases	http://www.ebi.ac.uk/efo/EFO_0005755	rheumatic disease	OLS API EFO lookup	fuzzy	check if valid
Subarachnoid haemmorrhage	http://www.ebi.ac.uk/efo/EFO_0000713	subarachnoid hemorrhage	OLS API EFO lookup	fuzzy	check if valid
Aneurysms, operations, SAH					
Secondary right heart disease	http://www.ebi.ac.uk/efo/EFO_0009193	Pulmonary arterial hypertension associated with another disease	OLS API EFO lookup	fuzzy	check if valid
Sequelae of cerebrovascular disease	http://www.ebi.ac.uk/efo/EFO_0003763	Sequelae of cerebrovascular disease	Zooma API lookup	match	
Occlusion and stenosis of arteries, not leading to stroke	http://www.ebi.ac.uk/efo/EFO_0009677	occlusion precerebral artery	OLS API EFO lookup	fuzzy	check if valid
Stroke, excluding SAH	http://www.ebi.ac.uk/efo/EFO_0000712	stroke	OLS API EFO lookup	fuzzy	check if valid
Ischaemic Stroke, excluding all haemorrhages	http://purl.obolibrary.org/obo/HP_0002140	Ischemic stroke	OLS API EFO lookup	fuzzy	check if valid
Stroke, including SAH	http://www.ebi.ac.uk/efo/EFO_0000712	stroke	OLS API EFO lookup	fuzzy	check if valid
Other embolism and thrombosis	http://www.ebi.ac.uk/efo/EFO_1001150	renal artery obstruction	OLS API EFO lookup	fuzzy	check if valid
Transient ischemic attack	http://www.ebi.ac.uk/efo/EFO_0003764	transient ischemic attack	EFO OBO	match	
Unstable angina pectoris	http://www.ebi.ac.uk/efo/EFO_0003913	angina pectoris	OLS API EFO lookup	fuzzy	check if valid
Valvular operations					
Varicose veins	http://purl.obolibrary.org/obo/MONDO_0008638	varicose disease	EFO OBO	match	
Oesophageal varices	http://www.ebi.ac.uk/efo/EFO_0009545	Oesophageal varices	Zooma API lookup	match	
Varicose veins of other sites	http://purl.obolibrary.org/obo/HP_0002619	Varicose veins of other sites	Zooma API lookup	match	
Vascular dementia	http://www.ebi.ac.uk/efo/EFO_0004718	vascular dementia	EFO OBO	match	
Vascular diseases of the intestine	http://www.ebi.ac.uk/efo/EFO_0004264	vascular disease	OLS API EFO lookup	fuzzy	check if valid
Vascular syndromes of brain in cerebrovascular disorders	http://www.ebi.ac.uk/efo/EFO_0003763	cerebrovascular disorder	OLS API EFO lookup	fuzzy	check if valid
Other disorders of veins	http://www.ebi.ac.uk/efo/EFO_0004264	Other disorders of veins	Zooma API lookup	match	
Valvular heart disease including rheumatic fever	http://www.ebi.ac.uk/efo/EFO_1001161	rheumatic heart disease	OLS API EFO lookup	fuzzy	check if valid
Venous thromboembolism	http://www.ebi.ac.uk/efo/EFO_0004286	venous thromboembolism	EFO OBO	match	
Viral hepatitis, IBD co-morbidity	http://www.ebi.ac.uk/efo/EFO_0004196	viral human hepatitis infection	OLS API EFO lookup	fuzzy	check if valid
Interstitial lung disease	http://www.ebi.ac.uk/efo/EFO_0004244	interstitial lung disease	EFO OBO	match	
ILD-related co-morbidities					
ILD Co-morbidites, CVD and metabolic diseases					
ILD differential diagnosis					
Interstitial lung disease endpoints	http://www.ebi.ac.uk/efo/EFO_0004244	interstitial lung disease	OLS API EFO lookup	fuzzy	check if valid
ILD, hospital admissions	http://www.orpha.net/ORDO/Orphanet_264992	Genetic interstitial lung disease	OLS API EFO lookup	fuzzy	check if valid
ILD, hospital admissions 1, main diag only	http://www.ebi.ac.uk/efo/EFO_1001422	Sertoli Cell-Only Syndrome	OLS API EFO lookup	fuzzy	check if valid
ILD, hospital admissions 3, with pneumonia sepsis	http://www.ebi.ac.uk/efo/EFO_0003106	pneumonia	OLS API EFO lookup	fuzzy	check if valid
ILD, hospital admission 2, with pulmonary infections	http://www.ebi.ac.uk/efo/EFO_1001834	pulmonary aspergillosis	OLS API EFO lookup	fuzzy	check if valid
ILD-related respiratory insufficiency	http://purl.obolibrary.org/obo/HP_0002093	Respiratory insufficiency	OLS API EFO lookup	fuzzy	check if valid
ILD related to systemic autoimmune disease	http://purl.obolibrary.org/obo/MONDO_0015939	systemic autoimmune disease	OLS API EFO lookup	fuzzy	check if valid
Autoimmune diseases related-to ILD	http://www.ebi.ac.uk/efo/EFO_1000870	CNS demyelinating autoimmune disease	OLS API EFO lookup	fuzzy	check if valid
All influenza (not pneumonia)	http://www.ebi.ac.uk/efo/EFO_0007541	viral pneumonia	OLS API EFO lookup	fuzzy	check if valid
Invasive ventilation					
Idiopathic pulmonary fibrosis (attempt to specificity)	http://www.ebi.ac.uk/efo/EFO_0009448	pulmonary fibrosis	OLS API EFO lookup	fuzzy	check if valid
Smoking: yes	http://www.ebi.ac.uk/efo/EFO_0004318	smoking behavior	OLS API EFO lookup	fuzzy	check if valid
Smoking: current or former smoker	http://www.ebi.ac.uk/efo/EFO_0006527	smoking status measurement	OLS API EFO lookup	fuzzy	check if valid
Unspecified acute lower respiratory infection	http://www.ebi.ac.uk/efo/EFO_0009433	Unspecified acute lower respiratory infection	Zooma API lookup	match	
Acute upper respiratory infections of multiple and unspecified sites	http://www.ebi.ac.uk/efo/EFO_0003102	osteomyelitis	OLS API EFO lookup	fuzzy	check if valid
Pneumoconiosis due to asbestos and other mineral fibres					
Asthma	http://www.ebi.ac.uk/efo/EFO_0000270	asthma	EFO OBO	match	
Asthma/COPD (KELA code 203)	http://www.ebi.ac.uk/efo/EFO_0000270	asthma	OLS API EFO lookup	fuzzy	check if valid
Asthma (more controls excluded)	http://www.ebi.ac.uk/efo/EFO_0000270	asthma	OLS API EFO lookup	fuzzy	check if valid
Asthma (only as main-diagnosis)	http://www.ebi.ac.uk/efo/EFO_0000270	asthma	OLS API EFO lookup	fuzzy	check if valid
Asthma (only as main-diagnosis) (more controls excluded)	http://www.ebi.ac.uk/efo/EFO_0000270	asthma	OLS API EFO lookup	fuzzy	check if valid
Bronchitis, not specified as acute or chronic	http://www.ebi.ac.uk/efo/EFO_0009661	"""Bronchitis, not specified as acute or chronic"""	Zooma API lookup	match	
Bronchiectasis	http://purl.obolibrary.org/obo/HP_0002110	bronchiectasis	OT Zooma Mappings	match	
Acute bronchiolitis	http://purl.obolibrary.org/obo/HP_0011950	Bronchiolitis	OLS API EFO lookup	fuzzy	check if valid
Acute bronchitis	http://www.ebi.ac.uk/efo/EFO_0009661	bronchitis	EFO OBO	match	
Unspecified chronic bronchitis	http://www.ebi.ac.uk/efo/EFO_0006505	chronic bronchitis	OLS API EFO lookup	fuzzy	check if valid
Chronic laryngitis and laryngotracheitis	http://www.ebi.ac.uk/efo/EFO_0007227	croup	OLS API EFO lookup	fuzzy	check if valid
Chronic rhinitsi, nasopharyngitis and pharyngitis	http://purl.obolibrary.org/obo/MONDO_0002258	pharyngitis	OLS API EFO lookup	fuzzy	check if valid
Chronic sinusitis	http://www.ebi.ac.uk/efo/EFO_1000024	chronic rhinosinusitis	EFO OBO	match	
Chronic diseases of tonsils and adenoids	http://www.ebi.ac.uk/efo/EFO_0007352	Chronic diseases of tonsils and adenoids	Zooma API lookup	match	
Acute nasopharyngitis(common cold)	http://www.ebi.ac.uk/efo/EFO_0007214	common cold	OLS API EFO lookup	fuzzy	check if valid
COPD	http://www.ebi.ac.uk/efo/EFO_0000341	COPD	Zooma API lookup	match	
Other chronic obstructive pulmonary disease	http://www.ebi.ac.uk/efo/EFO_0000341	Other chronic obstructive pulmonary disease	Zooma API lookup	match	
Emphysema	http://www.ebi.ac.uk/efo/EFO_0000464	emphysema	EFO OBO	match	
Acute epiglottitis	http://www.ebi.ac.uk/efo/EFO_0007261	epiglottitis	EFO OBO	match	
Lung diseases due to external agents					
Hypersensitivity pneumonitis due to organic dust	http://www.ebi.ac.uk/efo/EFO_1001991	pneumonitis	OLS API EFO lookup	fuzzy	check if valid
All influenza					
Influenza and pneumonia	http://www.ebi.ac.uk/efo/EFO_0007541	viral pneumonia	OLS API EFO lookup	fuzzy	check if valid
Other respiratory diseases principally affecting the interstitium					
Acute laryngitis and tracheitis					
Chronic lower respiratory diseases					
Other acute lower respiratory infections	http://purl.obolibrary.org/obo/HP_0002788	Recurrent upper respiratory tract infections	OLS API EFO lookup	fuzzy	check if valid
Nasal polyp	http://www.ebi.ac.uk/efo/EFO_1000391	Nasal Cavity Polyp	EFO OBO	match	
Suppurative and necrotic conditions of lower respiratory tract					
Other insterstitial pulmonary diseases	http://www.ebi.ac.uk/efo/EFO_0001361	pulmonary arterial hypertension	OLS API EFO lookup	fuzzy	check if valid
Peritonsillar abscess	http://www.ebi.ac.uk/efo/EFO_0007429	peritonsillar abscess	EFO OBO	match	
Acute pharyngitis	http://purl.obolibrary.org/obo/MONDO_0002258	pharyngitis	EFO OBO	match	
Other diseases of pleura					
Pleural effusion	http://www.ebi.ac.uk/efo/EFO_0009637	pleural effusion	EFO OBO	match	
Other pleural conditions	http://www.ebi.ac.uk/efo/EFO_0009680	pleural empyema	OLS API EFO lookup	fuzzy	check if valid
Pleural plaque	http://www.ebi.ac.uk/efo/EFO_0007646	amyloid plaque accumulation rate	OLS API EFO lookup	fuzzy	check if valid
Bacterial pneumoniae	http://www.ebi.ac.uk/efo/EFO_1001272	bacterial pneumonia	OLS API EFO lookup	fuzzy	check if valid
Bacterial pneumonia, not elsewhere classified	http://www.ebi.ac.uk/efo/EFO_1001272	"""Bacterial pneumonia, not elsewhere classified"""	Zooma API lookup	match	
Pneumonia, organism unsepcified	http://www.ebi.ac.uk/efo/EFO_0003106	pneumonia	OLS API EFO lookup	fuzzy	check if valid
All pneumoniae					
Pneumonitis due to solids and liquids	http://www.ebi.ac.uk/efo/EFO_1001871	acquired cold urticaria	OLS API EFO lookup	fuzzy	check if valid
