phenocode	name	category	n_cases	n_controls	path_bucket	path_https
I9_VARICVE_EXNONE	Varicose veins (no controls excluded)	IX Diseases of the circulatory system (I9_)	17027	201765	gs://finngen-public-data-r5/summary_stats/finngen_R5_I9_VARICVE_EXNONE.gz	https://storage.googleapis.com/finngen-public-data-r5/summary_stats/finngen_R5_I9_VARICVE_EXNONE.gz
I9_VASCDEM	Vascular dementia	IX Diseases of the circulatory system (I9_)	859	211300	gs://finngen-public-data-r5/summary_stats/finngen_R5_I9_VASCDEM.gz	https://storage.googleapis.com/finngen-public-data-r5/summary_stats/finngen_R5_I9_VASCDEM.gz
I9_VASCINT	Vascular diseases of the intestine	IX Diseases of the circulatory system (I9_)	415	206541	gs://finngen-public-data-r5/summary_stats/finngen_R5_I9_VASCINT.gz	https://storage.googleapis.com/finngen-public-data-r5/summary_stats/finngen_R5_I9_VASCINT.gz
I9_VASCSYND	Vascular syndromes of brain in cerebrovascular disorders	IX Diseases of the circulatory system (I9_)	591	210801	gs://finngen-public-data-r5/summary_stats/finngen_R5_I9_VASCSYND.gz	https://storage.googleapis.com/finngen-public-data-r5/summary_stats/finngen_R5_I9_VASCSYND.gz
I9_VEINSOTH	Other disorders of veins	IX Diseases of the circulatory system (I9_)	6073	190028	gs://finngen-public-data-r5/summary_stats/finngen_R5_I9_VEINSOTH.gz	https://storage.googleapis.com/finngen-public-data-r5/summary_stats/finngen_R5_I9_VEINSOTH.gz
I9_VEINSOTH_EXNONE	Other disorders of veins (no controls excluded)	IX Diseases of the circulatory system (I9_)	6073	212719	gs://finngen-public-data-r5/summary_stats/finngen_R5_I9_VEINSOTH_EXNONE.gz	https://storage.googleapis.com/finngen-public-data-r5/summary_stats/finngen_R5_I9_VEINSOTH_EXNONE.gz
I9_VHD	Valvular heart disease including rheumatic fever	IX Diseases of the circulatory system (I9_)	38209	156711	gs://finngen-public-data-r5/summary_stats/finngen_R5_I9_VHD.gz	https://storage.googleapis.com/finngen-public-data-r5/summary_stats/finngen_R5_I9_VHD.gz
I9_VHD_EXNONE	Valvular heart disease including rheumatic fever (no controls excluded)	IX Diseases of the circulatory system (I9_)	38209	180583	gs://finngen-public-data-r5/summary_stats/finngen_R5_I9_VHD_EXNONE.gz	https://storage.googleapis.com/finngen-public-data-r5/summary_stats/finngen_R5_I9_VHD_EXNONE.gz
I9_VTE	Venous thromboembolism	IX Diseases of the circulatory system (I9_)	9176	209616	gs://finngen-public-data-r5/summary_stats/finngen_R5_I9_VTE.gz	https://storage.googleapis.com/finngen-public-data-r5/summary_stats/finngen_R5_I9_VTE.gz
ILD	Interstitial lung disease	Interstitial lung disease endpoints	1969	196986	gs://finngen-public-data-r5/summary_stats/finngen_R5_ILD.gz	https://storage.googleapis.com/finngen-public-data-r5/summary_stats/finngen_R5_ILD.gz
ILD_ENDPOINTS	Interstitial lung disease endpoints	Interstitial lung disease endpoints	21806	196986	gs://finngen-public-data-r5/summary_stats/finngen_R5_ILD_ENDPOINTS.gz	https://storage.googleapis.com/finngen-public-data-r5/summary_stats/finngen_R5_ILD_ENDPOINTS.gz
ILD_INSUFFICIENCY	ILD-related respiratory insufficiency	Interstitial lung disease endpoints	934	196986	gs://finngen-public-data-r5/summary_stats/finngen_R5_ILD_INSUFFICIENCY.gz	https://storage.googleapis.com/finngen-public-data-r5/summary_stats/finngen_R5_ILD_INSUFFICIENCY.gz
ILD_SYST_AUTO	ILD related to systemic autoimmune disease	Interstitial lung disease endpoints	411	196986	gs://finngen-public-data-r5/summary_stats/finngen_R5_ILD_SYST_AUTO.gz	https://storage.googleapis.com/finngen-public-data-r5/summary_stats/finngen_R5_ILD_SYST_AUTO.gz
INCREASEDMUSCLETONE	Increased muscle tone	Miscellaneous, not yet classified endpoints	92	218700	gs://finngen-public-data-r5/summary_stats/finngen_R5_INCREASEDMUSCLETONE.gz	https://storage.googleapis.com/finngen-public-data-r5/summary_stats/finngen_R5_INCREASEDMUSCLETONE.gz
INFLUENZA	All influenza (not pneumonia)	Asthma and related endpoints	2676	188868	gs://finngen-public-data-r5/summary_stats/finngen_R5_INFLUENZA.gz	https://storage.googleapis.com/finngen-public-data-r5/summary_stats/finngen_R5_INFLUENZA.gz
INV_VENT	Invasive ventilation	Comorbidities of COPD	625	217231	gs://finngen-public-data-r5/summary_stats/finngen_R5_INV_VENT.gz	https://storage.googleapis.com/finngen-public-data-r5/summary_stats/finngen_R5_INV_VENT.gz
IPF	Idiopathic pulmonary fibrosis	Interstitial lung disease endpoints	1028	196986	gs://finngen-public-data-r5/summary_stats/finngen_R5_IPF.gz	https://storage.googleapis.com/finngen-public-data-r5/summary_stats/finngen_R5_IPF.gz
J10_ABSCLUNGPNEUMO	Abscess of lung	X Diseases of the respiratory system (J10_)	170	218125	gs://finngen-public-data-r5/summary_stats/finngen_R5_J10_ABSCLUNGPNEUMO.gz	https://storage.googleapis.com/finngen-public-data-r5/summary_stats/finngen_R5_J10_ABSCLUNGPNEUMO.gz
J10_ACUTELOWERNAS	Unspecified acute lower respiratory infection	X Diseases of the respiratory system (J10_)	2272	208689	gs://finngen-public-data-r5/summary_stats/finngen_R5_J10_ACUTELOWERNAS.gz	https://storage.googleapis.com/finngen-public-data-r5/summary_stats/finngen_R5_J10_ACUTELOWERNAS.gz
J10_ACUTEUPPERINFEC	Acute upper respiratory infections of multiple and unspecified sites	X Diseases of the respiratory system (J10_)	17920	182945	gs://finngen-public-data-r5/summary_stats/finngen_R5_J10_ACUTEUPPERINFEC.gz	https://storage.googleapis.com/finngen-public-data-r5/summary_stats/finngen_R5_J10_ACUTEUPPERINFEC.gz
J10_ARDS	Adult respiratory distress syndrome	X Diseases of the respiratory system (J10_)	165	216363	gs://finngen-public-data-r5/summary_stats/finngen_R5_J10_ARDS.gz	https://storage.googleapis.com/finngen-public-data-r5/summary_stats/finngen_R5_J10_ARDS.gz
J10_ASBESTPNEUMOC	Pneumoconiosis due to asbestos and other mineral fibres	X Diseases of the respiratory system (J10_)	235	216866	gs://finngen-public-data-r5/summary_stats/finngen_R5_J10_ASBESTPNEUMOC.gz	https://storage.googleapis.com/finngen-public-data-r5/summary_stats/finngen_R5_J10_ASBESTPNEUMOC.gz
J10_ASTHMA	Asthma	X Diseases of the respiratory system (J10_)	20629	135449	gs://finngen-public-data-r5/summary_stats/finngen_R5_J10_ASTHMA.gz	https://storage.googleapis.com/finngen-public-data-r5/summary_stats/finngen_R5_J10_ASTHMA.gz
J10_ASTHMACOPDKELA	Asthma/COPD (KELA code 203)	X Diseases of the respiratory system (J10_)	21444	186723	gs://finngen-public-data-r5/summary_stats/finngen_R5_J10_ASTHMACOPDKELA.gz	https://storage.googleapis.com/finngen-public-data-r5/summary_stats/finngen_R5_J10_ASTHMACOPDKELA.gz
J10_ASTHMA_EXMORE	Asthma (more controls excluded)	X Diseases of the respiratory system (J10_)	20629	131051	gs://finngen-public-data-r5/summary_stats/finngen_R5_J10_ASTHMA_EXMORE.gz	https://storage.googleapis.com/finngen-public-data-r5/summary_stats/finngen_R5_J10_ASTHMA_EXMORE.gz
J10_ASTHMA_INCLAVO	"Asthma, including avohilmo"	X Diseases of the respiratory system (J10_)	22244	196548	gs://finngen-public-data-r5/summary_stats/finngen_R5_J10_ASTHMA_INCLAVO.gz	https://storage.googleapis.com/finngen-public-data-r5/summary_stats/finngen_R5_J10_ASTHMA_INCLAVO.gz
J10_ASTHMA_MAIN	Asthma (only as main-diagnosis)	X Diseases of the respiratory system (J10_)	17438	135449	gs://finngen-public-data-r5/summary_stats/finngen_R5_J10_ASTHMA_MAIN.gz	https://storage.googleapis.com/finngen-public-data-r5/summary_stats/finngen_R5_J10_ASTHMA_MAIN.gz
J10_ASTHMA_MAIN_EXMORE	Asthma (only as main-diagnosis) (more controls excluded)	X Diseases of the respiratory system (J10_)	17438	131051	gs://finngen-public-data-r5/summary_stats/finngen_R5_J10_ASTHMA_MAIN_EXMORE.gz	https://storage.googleapis.com/finngen-public-data-r5/summary_stats/finngen_R5_J10_ASTHMA_MAIN_EXMORE.gz
J10_BRONCH	"Bronchitis, not specified as acute or chronic"	X Diseases of the respiratory system (J10_)	1533	186723	gs://finngen-public-data-r5/summary_stats/finngen_R5_J10_BRONCH.gz	https://storage.googleapis.com/finngen-public-data-r5/summary_stats/finngen_R5_J10_BRONCH.gz
J10_BRONCHIECTASIS	Bronchiectasis	X Diseases of the respiratory system (J10_)	1107	186723	gs://finngen-public-data-r5/summary_stats/finngen_R5_J10_BRONCHIECTASIS.gz	https://storage.googleapis.com/finngen-public-data-r5/summary_stats/finngen_R5_J10_BRONCHIECTASIS.gz
J10_BRONCHIOLITIS	Acute bronchiolitis	X Diseases of the respiratory system (J10_)	976	208689	gs://finngen-public-data-r5/summary_stats/finngen_R5_J10_BRONCHIOLITIS.gz	https://storage.googleapis.com/finngen-public-data-r5/summary_stats/finngen_R5_J10_BRONCHIOLITIS.gz
J10_BRONCHITIS	Acute bronchitis	X Diseases of the respiratory system (J10_)	7338	208689	gs://finngen-public-data-r5/summary_stats/finngen_R5_J10_BRONCHITIS.gz	https://storage.googleapis.com/finngen-public-data-r5/summary_stats/finngen_R5_J10_BRONCHITIS.gz
J10_BRONCHNAS	Unspecified chronic bronchitis	X Diseases of the respiratory system (J10_)	459	186723	gs://finngen-public-data-r5/summary_stats/finngen_R5_J10_BRONCHNAS.gz	https://storage.googleapis.com/finngen-public-data-r5/summary_stats/finngen_R5_J10_BRONCHNAS.gz
J10_CHEMGASRESP	"Respiratory conditions due to inhalation of chemicals, gases, fumes and vapours"	X Diseases of the respiratory system (J10_)	127	216866	gs://finngen-public-data-r5/summary_stats/finngen_R5_J10_CHEMGASRESP.gz	https://storage.googleapis.com/finngen-public-data-r5/summary_stats/finngen_R5_J10_CHEMGASRESP.gz
J10_CHRONLARYNGITIS	Chronic laryngitis and laryngotracheitis	X Diseases of the respiratory system (J10_)	2138	167849	gs://finngen-public-data-r5/summary_stats/finngen_R5_J10_CHRONLARYNGITIS.gz	https://storage.googleapis.com/finngen-public-data-r5/summary_stats/finngen_R5_J10_CHRONLARYNGITIS.gz
J10_CHRONRHINITIS	"Chronic rhinitsi, nasopharyngitis and pharyngitis"	X Diseases of the respiratory system (J10_)	5355	167849	gs://finngen-public-data-r5/summary_stats/finngen_R5_J10_CHRONRHINITIS.gz	https://storage.googleapis.com/finngen-public-data-r5/summary_stats/finngen_R5_J10_CHRONRHINITIS.gz
J10_CHRONSINUSITIS	Chronic sinusitis	X Diseases of the respiratory system (J10_)	8524	167849	gs://finngen-public-data-r5/summary_stats/finngen_R5_J10_CHRONSINUSITIS.gz	https://storage.googleapis.com/finngen-public-data-r5/summary_stats/finngen_R5_J10_CHRONSINUSITIS.gz
J10_CHRONTONSADEN	Chronic diseases of tonsils and adenoids	X Diseases of the respiratory system (J10_)	24463	167849	gs://finngen-public-data-r5/summary_stats/finngen_R5_J10_CHRONTONSADEN.gz	https://storage.googleapis.com/finngen-public-data-r5/summary_stats/finngen_R5_J10_CHRONTONSADEN.gz
J10_COLD	Acute nasopharyngitis(common cold)	X Diseases of the respiratory system (J10_)	2253	182945	gs://finngen-public-data-r5/summary_stats/finngen_R5_J10_COLD.gz	https://storage.googleapis.com/finngen-public-data-r5/summary_stats/finngen_R5_J10_COLD.gz
J10_COPD	COPD	X Diseases of the respiratory system (J10_)	6915	186723	gs://finngen-public-data-r5/summary_stats/finngen_R5_J10_COPD.gz	https://storage.googleapis.com/finngen-public-data-r5/summary_stats/finngen_R5_J10_COPD.gz
J10_COPDNAS	Other chronic obstructive pulmonary disease	X Diseases of the respiratory system (J10_)	6595	186723	gs://finngen-public-data-r5/summary_stats/finngen_R5_J10_COPDNAS.gz	https://storage.googleapis.com/finngen-public-data-r5/summary_stats/finngen_R5_J10_COPDNAS.gz
J10_COPDNAS_INCLAVO	Other chronic obstructive pulmonary disease	X Diseases of the respiratory system (J10_)	7010	211782	gs://finngen-public-data-r5/summary_stats/finngen_R5_J10_COPDNAS_INCLAVO.gz	https://storage.googleapis.com/finngen-public-data-r5/summary_stats/finngen_R5_J10_COPDNAS_INCLAVO.gz
J10_EMPHYSEMA	Emphysema	X Diseases of the respiratory system (J10_)	673	186723	gs://finngen-public-data-r5/summary_stats/finngen_R5_J10_EMPHYSEMA.gz	https://storage.googleapis.com/finngen-public-data-r5/summary_stats/finngen_R5_J10_EMPHYSEMA.gz
J10_EPIGLOTTITIS	Acute epiglottitis	X Diseases of the respiratory system (J10_)	199	182945	gs://finngen-public-data-r5/summary_stats/finngen_R5_J10_EPIGLOTTITIS.gz	https://storage.googleapis.com/finngen-public-data-r5/summary_stats/finngen_R5_J10_EPIGLOTTITIS.gz
J10_EXTERLUNG	Lung diseases due to external agents	X Diseases of the respiratory system (J10_)	1926	216866	gs://finngen-public-data-r5/summary_stats/finngen_R5_J10_EXTERLUNG.gz	https://storage.googleapis.com/finngen-public-data-r5/summary_stats/finngen_R5_J10_EXTERLUNG.gz
J10_HYPERSPNEUMONI	Hypersensitivity pneumonitis due to organic dust	X Diseases of the respiratory system (J10_)	244	216866	gs://finngen-public-data-r5/summary_stats/finngen_R5_J10_HYPERSPNEUMONI.gz	https://storage.googleapis.com/finngen-public-data-r5/summary_stats/finngen_R5_J10_HYPERSPNEUMONI.gz
J10_INFLUENZA	All influenza	X Diseases of the respiratory system (J10_)	4262	188868	gs://finngen-public-data-r5/summary_stats/finngen_R5_J10_INFLUENZA.gz	https://storage.googleapis.com/finngen-public-data-r5/summary_stats/finngen_R5_J10_INFLUENZA.gz
J10_INFLUPNEU	Influenza and pneumonia	X Diseases of the respiratory system (J10_)	29924	188868	gs://finngen-public-data-r5/summary_stats/finngen_R5_J10_INFLUPNEU.gz	https://storage.googleapis.com/finngen-public-data-r5/summary_stats/finngen_R5_J10_INFLUPNEU.gz
J10_INTERSTITIUM	Other respiratory diseases principally affecting the interstitium	X Diseases of the respiratory system (J10_)	2429	216363	gs://finngen-public-data-r5/summary_stats/finngen_R5_J10_INTERSTITIUM.gz	https://storage.googleapis.com/finngen-public-data-r5/summary_stats/finngen_R5_J10_INTERSTITIUM.gz
J10_LARYNGITIS	Acute laryngitis and tracheitis	X Diseases of the respiratory system (J10_)	2194	182945	gs://finngen-public-data-r5/summary_stats/finngen_R5_J10_LARYNGITIS.gz	https://storage.googleapis.com/finngen-public-data-r5/summary_stats/finngen_R5_J10_LARYNGITIS.gz
J10_LOWCHRON	Chronic lower respiratory diseases	X Diseases of the respiratory system (J10_)	32069	186723	gs://finngen-public-data-r5/summary_stats/finngen_R5_J10_LOWCHRON.gz	https://storage.googleapis.com/finngen-public-data-r5/summary_stats/finngen_R5_J10_LOWCHRON.gz
J10_LOWERINF	Other acute lower respiratory infections	X Diseases of the respiratory system (J10_)	10103	208689	gs://finngen-public-data-r5/summary_stats/finngen_R5_J10_LOWERINF.gz	https://storage.googleapis.com/finngen-public-data-r5/summary_stats/finngen_R5_J10_LOWERINF.gz
J10_NASALPOLYP	Nasal polyp	X Diseases of the respiratory system (J10_)	3236	167849	gs://finngen-public-data-r5/summary_stats/finngen_R5_J10_NASALPOLYP.gz	https://storage.googleapis.com/finngen-public-data-r5/summary_stats/finngen_R5_J10_NASALPOLYP.gz
J10_NECROTIC	Suppurative and necrotic conditions of lower respiratory tract	X Diseases of the respiratory system (J10_)	667	218125	gs://finngen-public-data-r5/summary_stats/finngen_R5_J10_NECROTIC.gz	https://storage.googleapis.com/finngen-public-data-r5/summary_stats/finngen_R5_J10_NECROTIC.gz
J10_OTHERINSTPULM	Other insterstitial pulmonary diseases	X Diseases of the respiratory system (J10_)	1969	216363	gs://finngen-public-data-r5/summary_stats/finngen_R5_J10_OTHERINSTPULM.gz	https://storage.googleapis.com/finngen-public-data-r5/summary_stats/finngen_R5_J10_OTHERINSTPULM.gz
J10_PERITONSABSC	Peritonsillar abscess	X Diseases of the respiratory system (J10_)	4040	167849	gs://finngen-public-data-r5/summary_stats/finngen_R5_J10_PERITONSABSC.gz	https://storage.googleapis.com/finngen-public-data-r5/summary_stats/finngen_R5_J10_PERITONSABSC.gz
J10_PHARYNGITIS	Acute pharyngitis	X Diseases of the respiratory system (J10_)	2280	182945	gs://finngen-public-data-r5/summary_stats/finngen_R5_J10_PHARYNGITIS.gz	https://storage.googleapis.com/finngen-public-data-r5/summary_stats/finngen_R5_J10_PHARYNGITIS.gz
J10_PLEURA	Other diseases of pleura	X Diseases of the respiratory system (J10_)	6755	212037	gs://finngen-public-data-r5/summary_stats/finngen_R5_J10_PLEURA.gz	https://storage.googleapis.com/finngen-public-data-r5/summary_stats/finngen_R5_J10_PLEURA.gz
J10_PLEUREFFUSION	Pleural effusion	X Diseases of the respiratory system (J10_)	1958	212037	gs://finngen-public-data-r5/summary_stats/finngen_R5_J10_PLEUREFFUSION.gz	https://storage.googleapis.com/finngen-public-data-r5/summary_stats/finngen_R5_J10_PLEUREFFUSION.gz
J10_PLEUROTH	Other pleural conditions	X Diseases of the respiratory system (J10_)	1241	212037	gs://finngen-public-data-r5/summary_stats/finngen_R5_J10_PLEUROTH.gz	https://storage.googleapis.com/finngen-public-data-r5/summary_stats/finngen_R5_J10_PLEUROTH.gz
J10_PLEURPLAGUE	Pleural plaque	X Diseases of the respiratory system (J10_)	1287	212037	gs://finngen-public-data-r5/summary_stats/finngen_R5_J10_PLEURPLAGUE.gz	https://storage.googleapis.com/finngen-public-data-r5/summary_stats/finngen_R5_J10_PLEURPLAGUE.gz
J10_PNEUMOBACT	Bacterial pneumoniae	X Diseases of the respiratory system (J10_)	7987	188868	gs://finngen-public-data-r5/summary_stats/finngen_R5_J10_PNEUMOBACT.gz	https://storage.googleapis.com/finngen-public-data-r5/summary_stats/finngen_R5_J10_PNEUMOBACT.gz
J10_PNEUMOBACTEROTH	"Bacterial pneumonia, not elsewhere classified"	X Diseases of the respiratory system (J10_)	7514	188868	gs://finngen-public-data-r5/summary_stats/finngen_R5_J10_PNEUMOBACTEROTH.gz	https://storage.googleapis.com/finngen-public-data-r5/summary_stats/finngen_R5_J10_PNEUMOBACTEROTH.gz
J10_PNEUMONAS	"Pneumonia, organism unsepcified"	X Diseases of the respiratory system (J10_)	23390	188868	gs://finngen-public-data-r5/summary_stats/finngen_R5_J10_PNEUMONAS.gz	https://storage.googleapis.com/finngen-public-data-r5/summary_stats/finngen_R5_J10_PNEUMONAS.gz
J10_PNEUMONIA	All pneumoniae	X Diseases of the respiratory system (J10_)	27370	191422	gs://finngen-public-data-r5/summary_stats/finngen_R5_J10_PNEUMONIA.gz	https://storage.googleapis.com/finngen-public-data-r5/summary_stats/finngen_R5_J10_PNEUMONIA.gz
J10_PNEUMONISOLLIQ	Pneumonitis due to solids and liquids	X Diseases of the respiratory system (J10_)	1011	216866	gs://finngen-public-data-r5/summary_stats/finngen_R5_J10_PNEUMONISOLLIQ.gz	https://storage.googleapis.com/finngen-public-data-r5/summary_stats/finngen_R5_J10_PNEUMONISOLLIQ.gz
J10_PNEUMONONBACT	"Pneumonia due to other infectious organisms, not elsewhere classified"	X Diseases of the respiratory system (J10_)	374	188868	gs://finngen-public-data-r5/summary_stats/finngen_R5_J10_PNEUMONONBACT.gz	https://storage.googleapis.com/finngen-public-data-r5/summary_stats/finngen_R5_J10_PNEUMONONBACT.gz
J10_PNEUMOPNEUMO	Pneumonia due to Streptococcus pneumoniae	X Diseases of the respiratory system (J10_)	648	188868	gs://finngen-public-data-r5/summary_stats/finngen_R5_J10_PNEUMOPNEUMO.gz	https://storage.googleapis.com/finngen-public-data-r5/summary_stats/finngen_R5_J10_PNEUMOPNEUMO.gz
J10_PNEUMOPROBBAC	Pneumonia (excl. viral and due to other infectious organisms not elsewhere classified)	X Diseases of the respiratory system (J10_)	26809	191983	gs://finngen-public-data-r5/summary_stats/finngen_R5_J10_PNEUMOPROBBAC.gz	https://storage.googleapis.com/finngen-public-data-r5/summary_stats/finngen_R5_J10_PNEUMOPROBBAC.gz
J10_PNEUMOTHORAX	Pneumothorax	X Diseases of the respiratory system (J10_)	884	212037	gs://finngen-public-data-r5/summary_stats/finngen_R5_J10_PNEUMOTHORAX.gz	https://storage.googleapis.com/finngen-public-data-r5/summary_stats/finngen_R5_J10_PNEUMOTHORAX.gz
J10_PULMEOS	"Pulmonary eosinophilia, not elsewhere classified"	X Diseases of the respiratory system (J10_)	175	216363	gs://finngen-public-data-r5/summary_stats/finngen_R5_J10_PULMEOS.gz	https://storage.googleapis.com/finngen-public-data-r5/summary_stats/finngen_R5_J10_PULMEOS.gz
J10_PULMOEDEMA	Pulmonary oedema	X Diseases of the respiratory system (J10_)	193	216363	gs://finngen-public-data-r5/summary_stats/finngen_R5_J10_PULMOEDEMA.gz	https://storage.googleapis.com/finngen-public-data-r5/summary_stats/finngen_R5_J10_PULMOEDEMA.gz
J10_PYOTHORAX	Pyothorax	X Diseases of the respiratory system (J10_)	507	218125	gs://finngen-public-data-r5/summary_stats/finngen_R5_J10_PYOTHORAX.gz	https://storage.googleapis.com/finngen-public-data-r5/summary_stats/finngen_R5_J10_PYOTHORAX.gz
J10_RESPCONDEXT	Respiratory conditions due to other external agents	X Diseases of the respiratory system (J10_)	224	216866	gs://finngen-public-data-r5/summary_stats/finngen_R5_J10_RESPCONDEXT.gz	https://storage.googleapis.com/finngen-public-data-r5/summary_stats/finngen_R5_J10_RESPCONDEXT.gz
J10_RESPDISOTH	Other respiratory disorders and diseases	X Diseases of the respiratory system (J10_)	2626	216166	gs://finngen-public-data-r5/summary_stats/finngen_R5_J10_RESPDISOTH.gz	https://storage.googleapis.com/finngen-public-data-r5/summary_stats/finngen_R5_J10_RESPDISOTH.gz
J10_RESPIRATORY	Diseases of the respiratory system	X Diseases of the respiratory system (J10_)	107261	111531	gs://finngen-public-data-r5/summary_stats/finngen_R5_J10_RESPIRATORY.gz	https://storage.googleapis.com/finngen-public-data-r5/summary_stats/finngen_R5_J10_RESPIRATORY.gz
J10_RESPOTHER	Other diseases of the respiratory system	X Diseases of the respiratory system (J10_)	2626	216166	gs://finngen-public-data-r5/summary_stats/finngen_R5_J10_RESPOTHER.gz	https://storage.googleapis.com/finngen-public-data-r5/summary_stats/finngen_R5_J10_RESPOTHER.gz
J10_SEPTDEV	Deviated nasal septum	X Diseases of the respiratory system (J10_)	6509	167849	gs://finngen-public-data-r5/summary_stats/finngen_R5_J10_SEPTDEV.gz	https://storage.googleapis.com/finngen-public-data-r5/summary_stats/finngen_R5_J10_SEPTDEV.gz
J10_SIMPLBRONCH	Simple and mucoplurulent chronic bronchitis	X Diseases of the respiratory system (J10_)	574	186723	gs://finngen-public-data-r5/summary_stats/finngen_R5_J10_SIMPLBRONCH.gz	https://storage.googleapis.com/finngen-public-data-r5/summary_stats/finngen_R5_J10_SIMPLBRONCH.gz
J10_SINUSITIS	Acute sinusitis	X Diseases of the respiratory system (J10_)	10916	182945	gs://finngen-public-data-r5/summary_stats/finngen_R5_J10_SINUSITIS.gz	https://storage.googleapis.com/finngen-public-data-r5/summary_stats/finngen_R5_J10_SINUSITIS.gz
J10_TONSILLITIS	Other and unspecified tonssillitis	X Diseases of the respiratory system (J10_)	7113	182945	gs://finngen-public-data-r5/summary_stats/finngen_R5_J10_TONSILLITIS.gz	https://storage.googleapis.com/finngen-public-data-r5/summary_stats/finngen_R5_J10_TONSILLITIS.gz
J10_UPPERDIS	Other diseases of upper respiratory tract	X Diseases of the respiratory system (J10_)	50943	167849	gs://finngen-public-data-r5/summary_stats/finngen_R5_J10_UPPERDIS.gz	https://storage.googleapis.com/finngen-public-data-r5/summary_stats/finngen_R5_J10_UPPERDIS.gz
J10_UPPERINFEC	Acute upper respiratory infections	X Diseases of the respiratory system (J10_)	35847	182945	gs://finngen-public-data-r5/summary_stats/finngen_R5_J10_UPPERINFEC.gz	https://storage.googleapis.com/finngen-public-data-r5/summary_stats/finngen_R5_J10_UPPERINFEC.gz
J10_VASOALLERRHIN	Vasomotor and allergic rhinitis	X Diseases of the respiratory system (J10_)	7308	167849	gs://finngen-public-data-r5/summary_stats/finngen_R5_J10_VASOALLERRHIN.gz	https://storage.googleapis.com/finngen-public-data-r5/summary_stats/finngen_R5_J10_VASOALLERRHIN.gz
J10_VIRALPNEUMO	Viral pneumonia	X Diseases of the respiratory system (J10_)	700	188868	gs://finngen-public-data-r5/summary_stats/finngen_R5_J10_VIRALPNEUMO.gz	https://storage.googleapis.com/finngen-public-data-r5/summary_stats/finngen_R5_J10_VIRALPNEUMO.gz
J10_VOCALLARYNX	"Diseases of vocal cords and larynx+other diseases of upper respiratory tract, no elsewhere classified"	X Diseases of the respiratory system (J10_)	10142	167849	gs://finngen-public-data-r5/summary_stats/finngen_R5_J10_VOCALLARYNX.gz	https://storage.googleapis.com/finngen-public-data-r5/summary_stats/finngen_R5_J10_VOCALLARYNX.gz
JOINTPAIN	Pain in joint	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	13419	131550	gs://finngen-public-data-r5/summary_stats/finngen_R5_JOINTPAIN.gz	https://storage.googleapis.com/finngen-public-data-r5/summary_stats/finngen_R5_JOINTPAIN.gz
JUVEN_ARTHR	Juvenile arthritis (FINNGEN)	Rheuma endpoints	788	172834	gs://finngen-public-data-r5/summary_stats/finngen_R5_JUVEN_ARTHR.gz	https://storage.googleapis.com/finngen-public-data-r5/summary_stats/finngen_R5_JUVEN_ARTHR.gz
K11_ABSCANAL	Abscess of anal and rectal regions	XI Diseases of the digestive system (K11_)	1287	182423	gs://finngen-public-data-r5/summary_stats/finngen_R5_K11_ABSCANAL.gz	https://storage.googleapis.com/finngen-public-data-r5/summary_stats/finngen_R5_K11_ABSCANAL.gz
K11_ACHAL	Achalasia of cardia	XI Diseases of the digestive system (K11_)	255	189695	gs://finngen-public-data-r5/summary_stats/finngen_R5_K11_ACHAL.gz	https://storage.googleapis.com/finngen-public-data-r5/summary_stats/finngen_R5_K11_ACHAL.gz
K11_ACUTGASTR	Acute gastritis	XI Diseases of the digestive system (K11_)	1284	189695	gs://finngen-public-data-r5/summary_stats/finngen_R5_K11_ACUTGASTR.gz	https://storage.googleapis.com/finngen-public-data-r5/summary_stats/finngen_R5_K11_ACUTGASTR.gz
K11_ACUTPANC	Acute pancreatitis	XI Diseases of the digestive system (K11_)	3022	195144	gs://finngen-public-data-r5/summary_stats/finngen_R5_K11_ACUTPANC.gz	https://storage.googleapis.com/finngen-public-data-r5/summary_stats/finngen_R5_K11_ACUTPANC.gz
K11_ADHE	Intestinal adhesions without obstruction	XI Diseases of the digestive system (K11_)	1121	182423	gs://finngen-public-data-r5/summary_stats/finngen_R5_K11_ADHE.gz	https://storage.googleapis.com/finngen-public-data-r5/summary_stats/finngen_R5_K11_ADHE.gz
K11_ALCGASTR	Alcoholic gastritis	XI Diseases of the digestive system (K11_)	250	189695	gs://finngen-public-data-r5/summary_stats/finngen_R5_K11_ALCGASTR.gz	https://storage.googleapis.com/finngen-public-data-r5/summary_stats/finngen_R5_K11_ALCGASTR.gz
K11_ALCOLIV	Alcoholic liver disease	XI Diseases of the digestive system (K11_)	1416	213592	gs://finngen-public-data-r5/summary_stats/finngen_R5_K11_ALCOLIV.gz	https://storage.googleapis.com/finngen-public-data-r5/summary_stats/finngen_R5_K11_ALCOLIV.gz
K11_ANOMALI_DENTAL_ARCH_RELATIONS1	Anomalies of dental arch relationship	XI Diseases of the digestive system (K11_)	1299	217493	gs://finngen-public-data-r5/summary_stats/finngen_R5_K11_ANOMALI_DENTAL_ARCH_RELATIONS1.gz	https://storage.googleapis.com/finngen-public-data-r5/summary_stats/finngen_R5_K11_ANOMALI_DENTAL_ARCH_RELATIONS1.gz
