phenocode	name	category	n_cases	n_controls	path_bucket	path_https
H7_OPTNERVNAS	Disorders of optic nerve, not elsewhere classified	Eye and adnexa	136	134912	gs://finngen-public-data-r3/summary_stats/finngen_r3_H7_OPTNERVNAS.gz	https://storage.googleapis.com/finngen-public-data-r3/summary_stats/finngen_r3_H7_OPTNERVNAS.gz
H7_OPTNEURITIS	Optic neuritis	Eye and adnexa	334	134912	gs://finngen-public-data-r3/summary_stats/finngen_r3_H7_OPTNEURITIS.gz	https://storage.googleapis.com/finngen-public-data-r3/summary_stats/finngen_r3_H7_OPTNEURITIS.gz
H7_OPTNEUROTH	Other disorders of optic [2nd] nerve and visual pathways	Eye and adnexa	431	134912	gs://finngen-public-data-r3/summary_stats/finngen_r3_H7_OPTNEUROTH.gz	https://storage.googleapis.com/finngen-public-data-r3/summary_stats/finngen_r3_H7_OPTNEUROTH.gz
H7_ORBIT	Disorders of orbit	Eye and adnexa	342	126532	gs://finngen-public-data-r3/summary_stats/finngen_r3_H7_ORBIT.gz	https://storage.googleapis.com/finngen-public-data-r3/summary_stats/finngen_r3_H7_ORBIT.gz
H7_OTHERCONJ	Other disorders of conjunctiva	Eye and adnexa	1141	126542	gs://finngen-public-data-r3/summary_stats/finngen_r3_H7_OTHERCONJ.gz	https://storage.googleapis.com/finngen-public-data-r3/summary_stats/finngen_r3_H7_OTHERCONJ.gz
H7_OTHIRISCILIARY	Other disorders of iris and ciliary body	Eye and adnexa	194	130011	gs://finngen-public-data-r3/summary_stats/finngen_r3_H7_OTHIRISCILIARY.gz	https://storage.googleapis.com/finngen-public-data-r3/summary_stats/finngen_r3_H7_OTHIRISCILIARY.gz
H7_OTHRETARTOCC	Other retinal artery occlusion	Eye and adnexa	166	126333	gs://finngen-public-data-r3/summary_stats/finngen_r3_H7_OTHRETARTOCC.gz	https://storage.googleapis.com/finngen-public-data-r3/summary_stats/finngen_r3_H7_OTHRETARTOCC.gz
H7_PAPILLOEDEMA	Papilloedema, unspecified	Eye and adnexa	129	134912	gs://finngen-public-data-r3/summary_stats/finngen_r3_H7_PAPILLOEDEMA.gz	https://storage.googleapis.com/finngen-public-data-r3/summary_stats/finngen_r3_H7_PAPILLOEDEMA.gz
H7_PARASTRA3	Third [oculomotor] nerve palsy	Eye and adnexa	127	131288	gs://finngen-public-data-r3/summary_stats/finngen_r3_H7_PARASTRA3.gz	https://storage.googleapis.com/finngen-public-data-r3/summary_stats/finngen_r3_H7_PARASTRA3.gz
H7_PARASTRA4	Fourth [trochlear] nerve palsy	Eye and adnexa	142	131288	gs://finngen-public-data-r3/summary_stats/finngen_r3_H7_PARASTRA4.gz	https://storage.googleapis.com/finngen-public-data-r3/summary_stats/finngen_r3_H7_PARASTRA4.gz
H7_PARASTRA6	Sixth [abducent] nerve palsy	Eye and adnexa	222	131288	gs://finngen-public-data-r3/summary_stats/finngen_r3_H7_PARASTRA6.gz	https://storage.googleapis.com/finngen-public-data-r3/summary_stats/finngen_r3_H7_PARASTRA6.gz
H7_PARASTRAB	Paralytic strabismus	Eye and adnexa	525	131288	gs://finngen-public-data-r3/summary_stats/finngen_r3_H7_PARASTRAB.gz	https://storage.googleapis.com/finngen-public-data-r3/summary_stats/finngen_r3_H7_PARASTRAB.gz
H7_PERIPHRETINADEGEN	Peripheral retinal degeneration	Eye and adnexa	255	126333	gs://finngen-public-data-r3/summary_stats/finngen_r3_H7_PERIPHRETINADEGEN.gz	https://storage.googleapis.com/finngen-public-data-r3/summary_stats/finngen_r3_H7_PERIPHRETINADEGEN.gz
H7_PRESBYOPIA	Presbyopia	Eye and adnexa	319	131288	gs://finngen-public-data-r3/summary_stats/finngen_r3_H7_PRESBYOPIA.gz	https://storage.googleapis.com/finngen-public-data-r3/summary_stats/finngen_r3_H7_PRESBYOPIA.gz
H7_PTERYGIUM	Pterygium	Eye and adnexa	230	126542	gs://finngen-public-data-r3/summary_stats/finngen_r3_H7_PTERYGIUM.gz	https://storage.googleapis.com/finngen-public-data-r3/summary_stats/finngen_r3_H7_PTERYGIUM.gz
H7_PTOSIS	Ptosis of eyelid	Eye and adnexa	764	126532	gs://finngen-public-data-r3/summary_stats/finngen_r3_H7_PTOSIS.gz	https://storage.googleapis.com/finngen-public-data-r3/summary_stats/finngen_r3_H7_PTOSIS.gz
H7_REFRAACCOMMODIS	Disorders of refraction and accommodation	Eye and adnexa	1889	131288	gs://finngen-public-data-r3/summary_stats/finngen_r3_H7_REFRAACCOMMODIS.gz	https://storage.googleapis.com/finngen-public-data-r3/summary_stats/finngen_r3_H7_REFRAACCOMMODIS.gz
H7_RETINAHAEMORR	Retinal haemorrhage	Eye and adnexa	144	126333	gs://finngen-public-data-r3/summary_stats/finngen_r3_H7_RETINAHAEMORR.gz	https://storage.googleapis.com/finngen-public-data-r3/summary_stats/finngen_r3_H7_RETINAHAEMORR.gz
H7_RETINALBREAK	Retinal breaks without detachment	Eye and adnexa	1224	126333	gs://finngen-public-data-r3/summary_stats/finngen_r3_H7_RETINALBREAK.gz	https://storage.googleapis.com/finngen-public-data-r3/summary_stats/finngen_r3_H7_RETINALBREAK.gz
H7_RETINALDETACH	Retinal detachments and breaks	Eye and adnexa	3301	126333	gs://finngen-public-data-r3/summary_stats/finngen_r3_H7_RETINALDETACH.gz	https://storage.googleapis.com/finngen-public-data-r3/summary_stats/finngen_r3_H7_RETINALDETACH.gz
H7_RETINALDETACHBREAK	Retinal detachment with retinal break	Eye and adnexa	1195	126333	gs://finngen-public-data-r3/summary_stats/finngen_r3_H7_RETINALDETACHBREAK.gz	https://storage.googleapis.com/finngen-public-data-r3/summary_stats/finngen_r3_H7_RETINALDETACHBREAK.gz
H7_RETINALDETACHOTH	Other, unspecified and serous retinal detachments	Eye and adnexa	236	126333	gs://finngen-public-data-r3/summary_stats/finngen_r3_H7_RETINALDETACHOTH.gz	https://storage.googleapis.com/finngen-public-data-r3/summary_stats/finngen_r3_H7_RETINALDETACHOTH.gz
H7_RETINALDISOTH	Other retinal disorders	Eye and adnexa	6549	126333	gs://finngen-public-data-r3/summary_stats/finngen_r3_H7_RETINALDISOTH.gz	https://storage.googleapis.com/finngen-public-data-r3/summary_stats/finngen_r3_H7_RETINALDISOTH.gz
H7_RETINANAS	Other specified and unspecified retinal disorders	Eye and adnexa	220	126333	gs://finngen-public-data-r3/summary_stats/finngen_r3_H7_RETINANAS.gz	https://storage.googleapis.com/finngen-public-data-r3/summary_stats/finngen_r3_H7_RETINANAS.gz
H7_RETINASEPAR	Separation of retinal layers (serosa)	Eye and adnexa	307	126333	gs://finngen-public-data-r3/summary_stats/finngen_r3_H7_RETINASEPAR.gz	https://storage.googleapis.com/finngen-public-data-r3/summary_stats/finngen_r3_H7_RETINASEPAR.gz
H7_RETINAVASC	Retinal vascular disorders	Eye and adnexa	994	126333	gs://finngen-public-data-r3/summary_stats/finngen_r3_H7_RETINAVASC.gz	https://storage.googleapis.com/finngen-public-data-r3/summary_stats/finngen_r3_H7_RETINAVASC.gz
H7_RETINOCHISISCYST	Retinoschisis and retinal cysts	Eye and adnexa	158	126333	gs://finngen-public-data-r3/summary_stats/finngen_r3_H7_RETINOCHISISCYST.gz	https://storage.googleapis.com/finngen-public-data-r3/summary_stats/finngen_r3_H7_RETINOCHISISCYST.gz
H7_RETINOPATHYDIAB	Diabetic retinopathy	Eye and adnexa	2319	126333	gs://finngen-public-data-r3/summary_stats/finngen_r3_H7_RETINOPATHYDIAB.gz	https://storage.googleapis.com/finngen-public-data-r3/summary_stats/finngen_r3_H7_RETINOPATHYDIAB.gz
H7_RETINOPATHYDIAB_BKG	Diabetic background retinopathy	Eye and adnexa	1294	126333	gs://finngen-public-data-r3/summary_stats/finngen_r3_H7_RETINOPATHYDIAB_BKG.gz	https://storage.googleapis.com/finngen-public-data-r3/summary_stats/finngen_r3_H7_RETINOPATHYDIAB_BKG.gz
H7_RETINOPATHYDIAB_BKG_SEVERE	Severe diabetic background retinopathy	Eye and adnexa	276	126333	gs://finngen-public-data-r3/summary_stats/finngen_r3_H7_RETINOPATHYDIAB_BKG_SEVERE.gz	https://storage.googleapis.com/finngen-public-data-r3/summary_stats/finngen_r3_H7_RETINOPATHYDIAB_BKG_SEVERE.gz
H7_RETINOPATHYDIAB_NAS	Other diabetic retinopathy	Eye and adnexa	640	126333	gs://finngen-public-data-r3/summary_stats/finngen_r3_H7_RETINOPATHYDIAB_NAS.gz	https://storage.googleapis.com/finngen-public-data-r3/summary_stats/finngen_r3_H7_RETINOPATHYDIAB_NAS.gz
H7_RETINOPATHYDIAB_PROLIF	Proliferative diabetic retinopathy	Eye and adnexa	865	126333	gs://finngen-public-data-r3/summary_stats/finngen_r3_H7_RETINOPATHYDIAB_PROLIF.gz	https://storage.googleapis.com/finngen-public-data-r3/summary_stats/finngen_r3_H7_RETINOPATHYDIAB_PROLIF.gz
H7_RETIVASCOCCLUSION	Retinal vascular occlusion	Eye and adnexa	964	126333	gs://finngen-public-data-r3/summary_stats/finngen_r3_H7_RETIVASCOCCLUSION.gz	https://storage.googleapis.com/finngen-public-data-r3/summary_stats/finngen_r3_H7_RETIVASCOCCLUSION.gz
H7_RETVASCNAS	Other and unspecified vascular occlusions	Eye and adnexa	748	126333	gs://finngen-public-data-r3/summary_stats/finngen_r3_H7_RETVASCNAS.gz	https://storage.googleapis.com/finngen-public-data-r3/summary_stats/finngen_r3_H7_RETVASCNAS.gz
H7_SCLERACORNEA	Disorders of sclera, cornea, iris and ciliary body	Eye and adnexa	5627	130011	gs://finngen-public-data-r3/summary_stats/finngen_r3_H7_SCLERACORNEA.gz	https://storage.googleapis.com/finngen-public-data-r3/summary_stats/finngen_r3_H7_SCLERACORNEA.gz
H7_SCLERITISEPISCLERITIS	Scleritis and episcleritis	Eye and adnexa	440	130011	gs://finngen-public-data-r3/summary_stats/finngen_r3_H7_SCLERITISEPISCLERITIS.gz	https://storage.googleapis.com/finngen-public-data-r3/summary_stats/finngen_r3_H7_SCLERITISEPISCLERITIS.gz
H7_STENOLACRI	Stenosis and insufficiency of lacrimal passages	Eye and adnexa	776	126532	gs://finngen-public-data-r3/summary_stats/finngen_r3_H7_STENOLACRI.gz	https://storage.googleapis.com/finngen-public-data-r3/summary_stats/finngen_r3_H7_STENOLACRI.gz
H7_STRABISMUS	Strabismus	Eye and adnexa	2563	133075	gs://finngen-public-data-r3/summary_stats/finngen_r3_H7_STRABISMUS.gz	https://storage.googleapis.com/finngen-public-data-r3/summary_stats/finngen_r3_H7_STRABISMUS.gz
H7_STRABOTH	Other strabismus	Eye and adnexa	2106	131288	gs://finngen-public-data-r3/summary_stats/finngen_r3_H7_STRABOTH.gz	https://storage.googleapis.com/finngen-public-data-r3/summary_stats/finngen_r3_H7_STRABOTH.gz
H7_USEOFEYEANTIALLERGENS	Use of eye-antiallergens (taken as indicator of allergic/atopic conjunctivitis)	Eye and adnexa	5750	126542	gs://finngen-public-data-r3/summary_stats/finngen_r3_H7_USEOFEYEANTIALLERGENS.gz	https://storage.googleapis.com/finngen-public-data-r3/summary_stats/finngen_r3_H7_USEOFEYEANTIALLERGENS.gz
H7_VASCCILIARY	Hyphaema and other vascular disorders of iris and ciliary body	Eye and adnexa	124	130011	gs://finngen-public-data-r3/summary_stats/finngen_r3_H7_VASCCILIARY.gz	https://storage.googleapis.com/finngen-public-data-r3/summary_stats/finngen_r3_H7_VASCCILIARY.gz
H7_VERTISTRAB	Vertical strabismus	Eye and adnexa	234	131288	gs://finngen-public-data-r3/summary_stats/finngen_r3_H7_VERTISTRAB.gz	https://storage.googleapis.com/finngen-public-data-r3/summary_stats/finngen_r3_H7_VERTISTRAB.gz
H7_VISDISTNAS	Other and unspecified visual disturbances	Eye and adnexa	507	131199	gs://finngen-public-data-r3/summary_stats/finngen_r3_H7_VISDISTNAS.gz	https://storage.googleapis.com/finngen-public-data-r3/summary_stats/finngen_r3_H7_VISDISTNAS.gz
H7_VISFIELDDEF	Visual field defects	Eye and adnexa	656	131199	gs://finngen-public-data-r3/summary_stats/finngen_r3_H7_VISFIELDDEF.gz	https://storage.googleapis.com/finngen-public-data-r3/summary_stats/finngen_r3_H7_VISFIELDDEF.gz
H7_VISUALDISTBLIND	Visual disturbances and blindness	Eye and adnexa	4439	131199	gs://finngen-public-data-r3/summary_stats/finngen_r3_H7_VISUALDISTBLIND.gz	https://storage.googleapis.com/finngen-public-data-r3/summary_stats/finngen_r3_H7_VISUALDISTBLIND.gz
H7_VISUDISTURB	Visual disturbances	Eye and adnexa	4006	131199	gs://finngen-public-data-r3/summary_stats/finngen_r3_H7_VISUDISTURB.gz	https://storage.googleapis.com/finngen-public-data-r3/summary_stats/finngen_r3_H7_VISUDISTURB.gz
H7_VISUDISTURBSUB	Subjective visual disturbances	Eye and adnexa	1744	131199	gs://finngen-public-data-r3/summary_stats/finngen_r3_H7_VISUDISTURBSUB.gz	https://storage.googleapis.com/finngen-public-data-r3/summary_stats/finngen_r3_H7_VISUDISTURBSUB.gz
H7_VITRBODYGLOBE	Disorders of vitreous body	Eye and adnexa	4116	131341	gs://finngen-public-data-r3/summary_stats/finngen_r3_H7_VITRBODYGLOBE.gz	https://storage.googleapis.com/finngen-public-data-r3/summary_stats/finngen_r3_H7_VITRBODYGLOBE.gz
H7_VITREOUS	Disorders of vitreous body and globe	Eye and adnexa	4297	131341	gs://finngen-public-data-r3/summary_stats/finngen_r3_H7_VITREOUS.gz	https://storage.googleapis.com/finngen-public-data-r3/summary_stats/finngen_r3_H7_VITREOUS.gz
H7_VITRHAEMORR	Vitreous haemorrhage	Eye and adnexa	822	131341	gs://finngen-public-data-r3/summary_stats/finngen_r3_H7_VITRHAEMORR.gz	https://storage.googleapis.com/finngen-public-data-r3/summary_stats/finngen_r3_H7_VITRHAEMORR.gz
H7_VITROPACIT	Other vitreous opacities	Eye and adnexa	275	131341	gs://finngen-public-data-r3/summary_stats/finngen_r3_H7_VITROPACIT.gz	https://storage.googleapis.com/finngen-public-data-r3/summary_stats/finngen_r3_H7_VITROPACIT.gz
H7_VITROTH	Other and unspecified disorders of vitreous body	Eye and adnexa	3243	131341	gs://finngen-public-data-r3/summary_stats/finngen_r3_H7_VITROTH.gz	https://storage.googleapis.com/finngen-public-data-r3/summary_stats/finngen_r3_H7_VITROTH.gz
H8_BPV	Benign paroxysmal vertigo	Ear and mastoid process	2194	130102	gs://finngen-public-data-r3/summary_stats/finngen_r3_H8_BPV.gz	https://storage.googleapis.com/finngen-public-data-r3/summary_stats/finngen_r3_H8_BPV.gz
H8_CERUMEN	Impacted cerumen	Ear and mastoid process	471	132918	gs://finngen-public-data-r3/summary_stats/finngen_r3_H8_CERUMEN.gz	https://storage.googleapis.com/finngen-public-data-r3/summary_stats/finngen_r3_H8_CERUMEN.gz
H8_CHOLEASTOMA	Cholesteatoma of middle ear	Ear and mastoid process	492	129169	gs://finngen-public-data-r3/summary_stats/finngen_r3_H8_CHOLEASTOMA.gz	https://storage.googleapis.com/finngen-public-data-r3/summary_stats/finngen_r3_H8_CHOLEASTOMA.gz
H8_CHRON_SUPOTITIS	Chronic suppurative otitis media	Ear and mastoid process	322	129169	gs://finngen-public-data-r3/summary_stats/finngen_r3_H8_CHRON_SUPOTITIS.gz	https://storage.googleapis.com/finngen-public-data-r3/summary_stats/finngen_r3_H8_CHRON_SUPOTITIS.gz
H8_CONSENHEARINGLOSS	Conductive and sensorineural hearing loss	Ear and mastoid process	10424	122327	gs://finngen-public-data-r3/summary_stats/finngen_r3_H8_CONSENHEARINGLOSS.gz	https://storage.googleapis.com/finngen-public-data-r3/summary_stats/finngen_r3_H8_CONSENHEARINGLOSS.gz
H8_EAR	Diseases of the ear and mastoid process	Ear and mastoid process	23485	112153	gs://finngen-public-data-r3/summary_stats/finngen_r3_H8_EAR.gz	https://storage.googleapis.com/finngen-public-data-r3/summary_stats/finngen_r3_H8_EAR.gz
H8_EUSTNAS	Other disorders of Eustachian tube	Ear and mastoid process	171	129169	gs://finngen-public-data-r3/summary_stats/finngen_r3_H8_EUSTNAS.gz	https://storage.googleapis.com/finngen-public-data-r3/summary_stats/finngen_r3_H8_EUSTNAS.gz
H8_EUSTSALP	Eustachian salpingitis and obstruction	Ear and mastoid process	163	129169	gs://finngen-public-data-r3/summary_stats/finngen_r3_H8_EUSTSALP.gz	https://storage.googleapis.com/finngen-public-data-r3/summary_stats/finngen_r3_H8_EUSTSALP.gz
H8_EXTDISINOTH	Disorder of external ear, unspecified	Ear and mastoid process	206	132918	gs://finngen-public-data-r3/summary_stats/finngen_r3_H8_EXTDISINOTH.gz	https://storage.googleapis.com/finngen-public-data-r3/summary_stats/finngen_r3_H8_EXTDISINOTH.gz
H8_EXTDISNAS	Other specified disorders of external ear	Ear and mastoid process	291	132918	gs://finngen-public-data-r3/summary_stats/finngen_r3_H8_EXTDISNAS.gz	https://storage.googleapis.com/finngen-public-data-r3/summary_stats/finngen_r3_H8_EXTDISNAS.gz
H8_EXTERNAL	Diseases of external ear	Ear and mastoid process	2720	132918	gs://finngen-public-data-r3/summary_stats/finngen_r3_H8_EXTERNAL.gz	https://storage.googleapis.com/finngen-public-data-r3/summary_stats/finngen_r3_H8_EXTERNAL.gz
H8_EXTOTITIS	Otitis externa	Ear and mastoid process	1777	132918	gs://finngen-public-data-r3/summary_stats/finngen_r3_H8_EXTOTITIS.gz	https://storage.googleapis.com/finngen-public-data-r3/summary_stats/finngen_r3_H8_EXTOTITIS.gz
H8_EXT_ABSC	Abscess of external ear	Ear and mastoid process	133	132918	gs://finngen-public-data-r3/summary_stats/finngen_r3_H8_EXT_ABSC.gz	https://storage.googleapis.com/finngen-public-data-r3/summary_stats/finngen_r3_H8_EXT_ABSC.gz
H8_EXT_INFNAS	Other infective otitis externa	Ear and mastoid process	519	132918	gs://finngen-public-data-r3/summary_stats/finngen_r3_H8_EXT_INFNAS.gz	https://storage.googleapis.com/finngen-public-data-r3/summary_stats/finngen_r3_H8_EXT_INFNAS.gz
H8_EXT_NAS	Otitis externa, unspecified	Ear and mastoid process	698	132918	gs://finngen-public-data-r3/summary_stats/finngen_r3_H8_EXT_NAS.gz	https://storage.googleapis.com/finngen-public-data-r3/summary_stats/finngen_r3_H8_EXT_NAS.gz
H8_EXT_NONINF	Acute otitis externa, noninfective	Ear and mastoid process	139	132918	gs://finngen-public-data-r3/summary_stats/finngen_r3_H8_EXT_NONINF.gz	https://storage.googleapis.com/finngen-public-data-r3/summary_stats/finngen_r3_H8_EXT_NONINF.gz
H8_EXT_OTH	Other otitis externa (chronic)	Ear and mastoid process	513	132918	gs://finngen-public-data-r3/summary_stats/finngen_r3_H8_EXT_OTH.gz	https://storage.googleapis.com/finngen-public-data-r3/summary_stats/finngen_r3_H8_EXT_OTH.gz
H8_HL_CON_NAS	Conductive hearing loss, unspecified	Ear and mastoid process	756	122327	gs://finngen-public-data-r3/summary_stats/finngen_r3_H8_HL_CON_NAS.gz	https://storage.googleapis.com/finngen-public-data-r3/summary_stats/finngen_r3_H8_HL_CON_NAS.gz
H8_HL_IDIOP	Sudden idiopathic hearing loss	Ear and mastoid process	876	122327	gs://finngen-public-data-r3/summary_stats/finngen_r3_H8_HL_IDIOP.gz	https://storage.googleapis.com/finngen-public-data-r3/summary_stats/finngen_r3_H8_HL_IDIOP.gz
H8_HL_MIX_NAS	Mixed conductive and sensorineural hearing loss	Ear and mastoid process	1149	122327	gs://finngen-public-data-r3/summary_stats/finngen_r3_H8_HL_MIX_NAS.gz	https://storage.googleapis.com/finngen-public-data-r3/summary_stats/finngen_r3_H8_HL_MIX_NAS.gz
H8_HL_NAS	Other specified/unspecified hearing loss	Ear and mastoid process	603	122327	gs://finngen-public-data-r3/summary_stats/finngen_r3_H8_HL_NAS.gz	https://storage.googleapis.com/finngen-public-data-r3/summary_stats/finngen_r3_H8_HL_NAS.gz
H8_HL_PRESBY	Presbycusis	Ear and mastoid process	990	122327	gs://finngen-public-data-r3/summary_stats/finngen_r3_H8_HL_PRESBY.gz	https://storage.googleapis.com/finngen-public-data-r3/summary_stats/finngen_r3_H8_HL_PRESBY.gz
H8_HL_SEN_NAS	Sensorineural hearing loss	Ear and mastoid process	9608	122327	gs://finngen-public-data-r3/summary_stats/finngen_r3_H8_HL_SEN_NAS.gz	https://storage.googleapis.com/finngen-public-data-r3/summary_stats/finngen_r3_H8_HL_SEN_NAS.gz
H8_INNER	Diseases of inner ear	Ear and mastoid process	5536	130102	gs://finngen-public-data-r3/summary_stats/finngen_r3_H8_INNER.gz	https://storage.googleapis.com/finngen-public-data-r3/summary_stats/finngen_r3_H8_INNER.gz
H8_MASTCHRON	Chronic mastoiditis	Ear and mastoid process	252	129169	gs://finngen-public-data-r3/summary_stats/finngen_r3_H8_MASTCHRON.gz	https://storage.googleapis.com/finngen-public-data-r3/summary_stats/finngen_r3_H8_MASTCHRON.gz
H8_MED_SUPP	Suppurative and unspecified otitis media	Ear and mastoid process	3715	129169	gs://finngen-public-data-r3/summary_stats/finngen_r3_H8_MED_SUPP.gz	https://storage.googleapis.com/finngen-public-data-r3/summary_stats/finngen_r3_H8_MED_SUPP.gz
H8_MENIERE	Ménière disease	Ear and mastoid process	942	130102	gs://finngen-public-data-r3/summary_stats/finngen_r3_H8_MENIERE.gz	https://storage.googleapis.com/finngen-public-data-r3/summary_stats/finngen_r3_H8_MENIERE.gz
H8_MIDDLEADDH	Adhesive middle ear disease	Ear and mastoid process	124	129169	gs://finngen-public-data-r3/summary_stats/finngen_r3_H8_MIDDLEADDH.gz	https://storage.googleapis.com/finngen-public-data-r3/summary_stats/finngen_r3_H8_MIDDLEADDH.gz
H8_MIDDLEMASTOID	Diseases of middle ear and mastoid	Ear and mastoid process	6469	129169	gs://finngen-public-data-r3/summary_stats/finngen_r3_H8_MIDDLEMASTOID.gz	https://storage.googleapis.com/finngen-public-data-r3/summary_stats/finngen_r3_H8_MIDDLEMASTOID.gz
H8_NOISEINNER	Noise effects on inner ear	Ear and mastoid process	338	130102	gs://finngen-public-data-r3/summary_stats/finngen_r3_H8_NOISEINNER.gz	https://storage.googleapis.com/finngen-public-data-r3/summary_stats/finngen_r3_H8_NOISEINNER.gz
H8_NONSUPPNAS	Nonsuppurative otitis media	Ear and mastoid process	2161	129169	gs://finngen-public-data-r3/summary_stats/finngen_r3_H8_NONSUPPNAS.gz	https://storage.googleapis.com/finngen-public-data-r3/summary_stats/finngen_r3_H8_NONSUPPNAS.gz
H8_OTALGIA	Otalgia	Ear and mastoid process	432	122327	gs://finngen-public-data-r3/summary_stats/finngen_r3_H8_OTALGIA.gz	https://storage.googleapis.com/finngen-public-data-r3/summary_stats/finngen_r3_H8_OTALGIA.gz
H8_OTHEREAR	Other disorders of ear	Ear and mastoid process	13311	122327	gs://finngen-public-data-r3/summary_stats/finngen_r3_H8_OTHEREAR.gz	https://storage.googleapis.com/finngen-public-data-r3/summary_stats/finngen_r3_H8_OTHEREAR.gz
H8_OTHHEARINGLOSS	Other hearing loss	Ear and mastoid process	2418	122327	gs://finngen-public-data-r3/summary_stats/finngen_r3_H8_OTHHEARINGLOSS.gz	https://storage.googleapis.com/finngen-public-data-r3/summary_stats/finngen_r3_H8_OTHHEARINGLOSS.gz
H8_OTIMEDNAS	Otitis media, unspecified	Ear and mastoid process	898	129169	gs://finngen-public-data-r3/summary_stats/finngen_r3_H8_OTIMEDNAS.gz	https://storage.googleapis.com/finngen-public-data-r3/summary_stats/finngen_r3_H8_OTIMEDNAS.gz
H8_OTOSCLE	Otosclerosis	Ear and mastoid process	842	130102	gs://finngen-public-data-r3/summary_stats/finngen_r3_H8_OTOSCLE.gz	https://storage.googleapis.com/finngen-public-data-r3/summary_stats/finngen_r3_H8_OTOSCLE.gz
H8_PERCHRONDR	Perichondritis of external ear	Ear and mastoid process	133	132918	gs://finngen-public-data-r3/summary_stats/finngen_r3_H8_PERCHRONDR.gz	https://storage.googleapis.com/finngen-public-data-r3/summary_stats/finngen_r3_H8_PERCHRONDR.gz
H8_PERFORATION	Perforation of tympanic membrane	Ear and mastoid process	897	129169	gs://finngen-public-data-r3/summary_stats/finngen_r3_H8_PERFORATION.gz	https://storage.googleapis.com/finngen-public-data-r3/summary_stats/finngen_r3_H8_PERFORATION.gz
H8_PERIPHVERTIGO	Other peripheral vertigo	Ear and mastoid process	804	130102	gs://finngen-public-data-r3/summary_stats/finngen_r3_H8_PERIPHVERTIGO.gz	https://storage.googleapis.com/finngen-public-data-r3/summary_stats/finngen_r3_H8_PERIPHVERTIGO.gz
H8_SUP_ACUTE	Acute suppurative otitis media	Ear and mastoid process	2635	129169	gs://finngen-public-data-r3/summary_stats/finngen_r3_H8_SUP_ACUTE.gz	https://storage.googleapis.com/finngen-public-data-r3/summary_stats/finngen_r3_H8_SUP_ACUTE.gz
H8_SUP_OTINAS	Suppurative otitis media, unspecified	Ear and mastoid process	216	129169	gs://finngen-public-data-r3/summary_stats/finngen_r3_H8_SUP_OTINAS.gz	https://storage.googleapis.com/finngen-public-data-r3/summary_stats/finngen_r3_H8_SUP_OTINAS.gz
H8_TINNITUS	Tinnitus	Ear and mastoid process	2108	122327	gs://finngen-public-data-r3/summary_stats/finngen_r3_H8_TINNITUS.gz	https://storage.googleapis.com/finngen-public-data-r3/summary_stats/finngen_r3_H8_TINNITUS.gz
H8_VERTIGO	Disorders of vestibular function (Vertigo)	Ear and mastoid process	4373	130102	gs://finngen-public-data-r3/summary_stats/finngen_r3_H8_VERTIGO.gz	https://storage.googleapis.com/finngen-public-data-r3/summary_stats/finngen_r3_H8_VERTIGO.gz
H8_VERTIGOCENT	Vertigo of central origin	Ear and mastoid process	109	130102	gs://finngen-public-data-r3/summary_stats/finngen_r3_H8_VERTIGOCENT.gz	https://storage.googleapis.com/finngen-public-data-r3/summary_stats/finngen_r3_H8_VERTIGOCENT.gz
H8_VESTIBNEUR	Vestibular neuronitis	Ear and mastoid process	724	130102	gs://finngen-public-data-r3/summary_stats/finngen_r3_H8_VESTIBNEUR.gz	https://storage.googleapis.com/finngen-public-data-r3/summary_stats/finngen_r3_H8_VESTIBNEUR.gz
H8_VESTIFUNCNAS	Other/unspecified disorders of vestibular function	Ear and mastoid process	260	130102	gs://finngen-public-data-r3/summary_stats/finngen_r3_H8_VESTIFUNCNAS.gz	https://storage.googleapis.com/finngen-public-data-r3/summary_stats/finngen_r3_H8_VESTIFUNCNAS.gz
HEADACHE	Headache	Other	7828	106923	gs://finngen-public-data-r3/summary_stats/finngen_r3_HEADACHE.gz	https://storage.googleapis.com/finngen-public-data-r3/summary_stats/finngen_r3_HEADACHE.gz
HEPATITIS_CHRONIC_VIRAL	Chronic viral hepatitis	Other	380	135138	gs://finngen-public-data-r3/summary_stats/finngen_r3_HEPATITIS_CHRONIC_VIRAL.gz	https://storage.googleapis.com/finngen-public-data-r3/summary_stats/finngen_r3_HEPATITIS_CHRONIC_VIRAL.gz
HERING_BILATERAL	Inguinal hernia, bilateral	Other	915	118562	gs://finngen-public-data-r3/summary_stats/finngen_r3_HERING_BILATERAL.gz	https://storage.googleapis.com/finngen-public-data-r3/summary_stats/finngen_r3_HERING_BILATERAL.gz
HERING_UNILATERAL	Inguinal hernia, unilateralk	Other	224	118562	gs://finngen-public-data-r3/summary_stats/finngen_r3_HERING_UNILATERAL.gz	https://storage.googleapis.com/finngen-public-data-r3/summary_stats/finngen_r3_HERING_UNILATERAL.gz
HIP_FRACTURE	Hip fracture	Other	2482	113893	gs://finngen-public-data-r3/summary_stats/finngen_r3_HIP_FRACTURE.gz	https://storage.googleapis.com/finngen-public-data-r3/summary_stats/finngen_r3_HIP_FRACTURE.gz
